 transmittance, shgc, window_u, roof_u, extWall_u, total_idealCooling, total_idealHeating
0.447015187,0.848030695,0.750105391,0.10000011,0.100000004,581.1178134,17922.33216
0.701698309,0.849885927,0.750065798,0.100000036,0.100000006,671.2111099,17656.80193
0.86071128,0.849948702,0.750000021,0.100000105,0.100000004,730.5642247,17528.66769
0.100201033,0.350033377,1.027882498,0.100000012,0.100000004,190.7522596,21409.26186
0.10042426,0.35002961,1.47250569,0.100000013,0.100000006,187.7684933,22278.84534
0.612836061,0.849999553,0.750418757,0.100000027,0.100000001,638.8502791,17737.38518
0.88003696,0.849999553,0.750000123,0.100000036,0.100000001,738.0795999,17514.04349
0.100042003,0.350492747,1.417584082,0.100000175,0.100000003,187.9100482,22179.2085
0.100062623,0.694863688,0.750219512,0.100000101,0.100000002,365.641605,19055.40181
0.104576921,0.46998812,0.774207493,0.100000038,0.1,248.5625267,20182.45346
0.100042003,0.396788355,0.750280706,0.100000107,0.100000001,213.7383878,20550.90953
0.101556608,0.726339281,0.750101816,0.100000049,0.100000002,384.2853999,18915.09435
0.101347683,0.557401903,0.750398707,0.100000031,0.100000004,291.5374672,19692.58435
