Transmittance,shgc,window_u,roof_u,extWall_u,total_idealCooling,total_idealHeating
80,0.642095667,0.989529399,0.130109297,0.39247429,1091.938364,24119.01924
70,0.374054001,1.503126523,0.33524591,0.347464132,736.6908773,26592.66077
60,0.501440268,1.283448768,0.092048497,0.148922483,744.3146359,21695.1252
50,0.499887044,1.689958246,0.248966116,0.485433607,858.6717696,28016.41321
80,0.557478344,1.996477615,0.257580782,0.173156165,887.3858078,23458.69951
50,0.742519896,1.496408823,0.170270965,0.395370538,1070.60955,25022.01553
30,0.74284737,2.03109169,0.214918116,0.342679639,954.5475186,25539.50191
70,0.796414699,1.541881041,0.219220492,0.4834633,1260.697848,26068.42456
20,0.489095274,1.833008458,0.353650706,0.463163972,749.5676986,28616.37098
40,0.566056358,0.773210457,0.174792664,0.389517438,869.2541684,24498.15735
20,0.649031574,1.418647088,0.181678439,0.486875895,884.3439865,26947.3359
30,0.744403944,0.83429283,0.161988755,0.282403324,963.8284129,22304.2128
50,0.616515301,1.569297403,0.292091598,0.455626329,973.4700501,26944.55772
70,0.683949244,1.324895045,0.270201492,0.360262846,1096.076167,24605.46588
20,0.721679348,0.769253014,0.365483177,0.42717424,969.3054718,25126.15497
50,0.380751259,2.267767994,0.140823738,0.242547372,620.827817,25846.02035
70,0.37033611,1.385868508,0.246534948,0.425491784,754.8160665,27252.0733
60,0.758990584,0.78253077,0.22246956,0.496321441,1202.083849,25087.15095
40,0.468014044,1.554819838,0.259439507,0.23575463,699.8294131,24488.79155
60,0.752914021,1.491923635,0.11843636,0.286737563,1078.322473,23109.7451
50,0.671500303,0.890454754,0.245138937,0.330082597,998.0853382,23493.39515
60,0.750236085,1.57155328,0.247615436,0.428455458,1143.1524,25730.43155
60,0.604502551,2.131752761,0.189045346,0.147921512,850.1003238,22965.81575
50,0.350518247,1.460575514,0.32427094,0.215834773,606.9450675,24817.90538
80,0.52499428,1.15130593,0.170339766,0.490573251,986.084623,26511.51696
40,0.633424112,2.217862702,0.286163851,0.137059439,809.4300364,23298.03223
60,0.487985664,1.517637755,0.198673628,0.201844004,759.9256062,23408.30256
80,0.70579604,1.717341908,0.272216505,0.218411068,1095.578312,23005.1414
70,0.724372811,1.613304537,0.354772729,0.429439707,1170.609399,26166.83258
70,0.732994861,1.284504908,0.287435476,0.472897292,1198.929518,25948.58614
70,0.632595349,1.347879198,0.259134759,0.212355467,975.4465678,22626.37401
80,0.604649299,1.368508245,0.177702392,0.30065784,1003.579422,23826.57479
20,0.409501,1.902689416,0.19255207,0.125756973,527.6211782,23692.46699
40,0.64912035,2.06353921,0.1048806,0.315112494,880.5580973,25143.62343
60,0.643812638,2.039227417,0.099088284,0.119986827,872.2298357,21858.5449
70,0.730109025,1.829165734,0.176105786,0.108151436,1024.396914,21079.44168
80,0.768623,1.006638461,0.286288585,0.183165236,1187.042966,20909.17672
50,0.696267775,2.165064928,0.136408682,0.134722678,894.6324024,22282.74312
70,0.530373293,1.672719898,0.352731293,0.209141444,858.1093528,23966.11297
60,0.389656495,1.006778979,0.338518509,0.361627043,743.4073679,25840.50978
60,0.610817843,1.409333054,0.103108776,0.110925838,847.8465877,20774.03654
50,0.74406969,1.115149734,0.162439961,0.315257828,1053.165034,23126.12825
60,0.762330262,1.309031626,0.331427779,0.297472125,1124.065935,23566.60205
60,0.677604901,1.28576272,0.363120239,0.378439893,1064.974766,25178.6668
20,0.70767015,1.816440464,0.251662021,0.43224146,916.0443173,26848.14787
80,0.760813312,1.799767218,0.345181978,0.387268663,1233.522228,25626.46163
70,0.779324053,0.928772357,0.296834894,0.200139389,1163.755995,21088.377
20,0.430353101,1.40427327,0.229917439,0.147718157,563.3119795,23157.71978
30,0.78575934,1.591383274,0.299987501,0.185152513,958.8217643,22478.63683
30,0.626492249,1.024180955,0.254796485,0.408892868,896.9573753,25343.41344
60,0.709148873,1.1397646,0.27679263,0.111292319,988.822974,20375.67652
70,0.741825054,1.192275387,0.21579153,0.296326099,1137.210081,22989.47214
20,0.567251366,1.083568742,0.314535138,0.159440009,706.5270911,22275.57761
80,0.613275755,0.830019713,0.297489504,0.398242157,1083.897338,24544.03021
50,0.685306489,1.40547911,0.365950924,0.365161848,1023.397248,25274.22669
80,0.682172485,2.049240673,0.12757859,0.3618341,1096.557413,25365.97669
40,0.741657546,0.80878809,0.091596717,0.408396793,1048.720044,23769.09916
80,0.67215715,2.080010297,0.280613397,0.349388382,1097.01759,25763.79404
60,0.498074284,1.006577181,0.257157674,0.455438219,892.3398558,26302.90433
40,0.39997288,0.776598542,0.381589359,0.184038842,638.1629581,22916.13927
50,0.65327831,1.664403423,0.12440747,0.194074281,885.1050152,22553.76028
20,0.474800242,1.054824628,0.132652242,0.44150789,715.7979782,26315.66447
60,0.533612227,1.699237743,0.109421862,0.413603272,881.6980966,26342.64011
30,0.536516209,1.165677377,0.119006381,0.356877487,770.3841871,24872.54905
20,0.50328212,1.436077921,0.13283272,0.378674058,708.5226943,26010.08462
50,0.499611441,1.19152662,0.184280549,0.283195851,780.0421721,24033.14847
60,0.615929529,0.873228045,0.238488443,0.159477006,906.8962322,20955.9493
80,0.439867577,2.142394552,0.150471153,0.449396163,845.4066291,28098.19443
30,0.747328219,1.171207354,0.169944629,0.216129138,930.2323476,21952.59135
30,0.427877967,2.082005128,0.167235578,0.109105614,559.6939193,23439.24828
40,0.748363439,1.443238732,0.299959666,0.145768525,953.738499,21617.68381
50,0.492789886,1.646380563,0.25971467,0.198592438,736.6323972,23845.23802
30,0.759855325,1.080781449,0.301741637,0.100620376,918.6388584,20262.93788
60,0.414562162,1.143489814,0.138981759,0.487075172,795.5084492,27102.69543
70,0.776602873,1.597727503,0.223417103,0.349747388,1186.67208,24382.39302
80,0.586855187,1.7614593,0.394627404,0.358681717,1018.851745,26116.4661
60,0.549242719,1.09500207,0.382455855,0.223617235,867.5929373,23181.42936
40,0.786919474,1.776261485,0.17630388,0.218669607,997.5822583,22811.99868
60,0.471165146,1.509499567,0.311015764,0.25336678,776.3605114,24627.54075
50,0.40854485,2.376161051,0.186677047,0.335987299,691.5159232,27378.47824
80,0.6711771,1.156835712,0.124234337,0.427242619,1134.229503,24777.47774
60,0.618939133,1.586511356,0.267525969,0.415893064,995.8431844,26245.52117
50,0.600690205,1.039915863,0.280441613,0.389949631,944.6728441,25093.59361
70,0.493807783,1.708652172,0.259898725,0.483338002,916.2554574,27929.9508
40,0.707452411,1.136602048,0.371057628,0.268819796,979.0456683,23372.75727
20,0.515456628,1.894210746,0.215190479,0.381912999,722.9229219,27059.56976
80,0.790573363,1.068229456,0.097306987,0.164073097,1182.39125,20015.78403
60,0.473096382,1.443664013,0.200163533,0.158072653,726.5113796,22661.31207
40,0.742331081,1.25374691,0.121411256,0.379245568,1025.097658,24302.53562
30,0.437837091,2.204370874,0.225381894,0.463290275,720.3387481,29016.18758
30,0.610506606,2.296841262,0.249370091,0.13836958,745.0219262,23564.01972
80,0.515202391,2.396692302,0.333282871,0.134516103,820.8142741,23959.30749
20,0.465655507,2.250370885,0.207814389,0.347254673,663.4420978,27383.15318
40,0.390614009,1.120378083,0.122516295,0.421233164,688.9303801,26407.96025
40,0.579555336,2.340772728,0.266328391,0.417571343,867.7280258,27899.00483
30,0.742331081,1.25374691,0.121411256,0.379245568,977.8205414,24419.70001
40,0.650316354,2.067938861,0.090910516,0.439058694,928.9914458,26868.49966
40,0.657816336,1.657520491,0.139713184,0.216980429,863.5099066,23039.79017
60,0.774853517,1.578431726,0.377653586,0.137636531,1071.288484,21635.62143
70,0.608681365,1.81732254,0.212376118,0.148852047,904.1463677,22425.26862
80,0.734440574,1.215065404,0.247740727,0.206578876,1140.535689,21708.60203
70,0.564708048,2.239927453,0.271099273,0.151486548,853.1105481,23588.04748
70,0.409095723,0.808178891,0.397980407,0.252407717,758.1214084,23795.78845
30,0.619752176,1.040720117,0.131516729,0.321111024,841.9814241,23747.76598
30,0.374054001,1.503126523,0.33524591,0.347464132,635.7874495,26906.95734
50,0.783724924,1.52237662,0.137886134,0.362640669,1097.336364,24314.00133
50,0.761103432,2.288310585,0.256666261,0.245019581,1019.53543,24312.14385
70,0.58197791,1.590155722,0.396245006,0.4863005,1034.180814,27696.6445
70,0.760972464,2.36094994,0.371114776,0.299898117,1146.329289,25414.14495
30,0.760813312,1.799767218,0.345181978,0.387268663,1009.518762,26108.44392
80,0.418797561,1.485961747,0.325767655,0.252182739,770.6355151,24786.41517
70,0.79421918,1.318844792,0.152682453,0.318722648,1196.126322,23130.00298
40,0.536758989,1.223867308,0.319718852,0.473552208,876.2782564,27133.91869
80,0.404135179,0.93157921,0.258313803,0.289458044,772.9032075,24171.38934
30,0.681721365,1.154512563,0.260297121,0.382942002,938.6152145,24990.84676
80,0.620271768,1.634991578,0.33278547,0.26688149,1019.465707,24195.27321
50,0.744882318,1.472275047,0.363199627,0.157864824,1002.114767,21960.40157
30,0.389656495,1.006778979,0.338518509,0.361627043,662.1028723,26093.62136
50,0.415338536,1.48256414,0.248426653,0.480733981,773.8058528,28054.71092
40,0.649669625,1.414129638,0.11089116,0.186141793,846.027247,22056.20256
70,0.543175581,0.90716033,0.394778187,0.419807402,981.3572171,25700.36528
70,0.367947663,2.345419312,0.231302479,0.259743266,674.2465958,26451.8478
70,0.532549707,1.096816885,0.198337684,0.324402654,903.8349163,24169.68763
60,0.694804133,1.208084312,0.368961466,0.4346215,1108.71823,25768.05217
70,0.764617226,1.519046222,0.171456989,0.156094626,1093.221038,21156.28691
80,0.620589095,2.081713103,0.309030835,0.211456654,983.4119987,24033.60128
20,0.564966108,2.046570268,0.091865669,0.375937567,745.3762325,26587.81261
20,0.584310029,2.285263977,0.130415043,0.164608076,677.7137562,23837.38836
40,0.534214293,2.055233334,0.118048001,0.237945061,738.3850808,24587.82588
60,0.638808883,1.801901344,0.19489343,0.390530151,994.1001754,25939.51231
50,0.612235837,1.810688878,0.199666518,0.410249695,935.0724988,26470.25956
20,0.371756633,1.220962096,0.170127548,0.334677593,586.4577342,25811.27274
70,0.742874161,2.276950124,0.379446756,0.358620712,1151.133886,26244.91427
20,0.362902887,2.36487506,0.299517619,0.229065412,543.096459,26665.61093
30,0.479089186,0.963798035,0.35855786,0.354671034,747.3841491,25469.71973
80,0.77395939,1.606284917,0.345672134,0.49408342,1294.719952,26721.07196
30,0.577076401,1.358731233,0.131335373,0.281464395,776.432141,23962.37725
40,0.559249246,1.279780183,0.250045074,0.466171959,886.8528576,26820.88024
30,0.495373577,1.190266451,0.269882806,0.125658585,654.9975013,22043.00782
60,0.636318067,1.005642032,0.226865475,0.418063275,1027.420469,25001.67577
30,0.523012417,2.040158626,0.382195242,0.46468961,814.755425,28787.118
50,0.730088083,0.881658461,0.184671169,0.227403389,1014.857079,21462.73255
30,0.390725236,1.038364532,0.321215037,0.288210892,631.0596451,25028.68979
20,0.35353317,0.850505283,0.155519749,0.486968675,635.6411339,27260.54805
60,0.583325417,1.483597773,0.166134198,0.382606256,934.5829022,25453.26071
40,0.738197076,1.621600011,0.172987891,0.39230308,1020.109695,25332.88242
30,0.423063269,1.805783151,0.363609188,0.278009281,652.6688817,26221.06745
60,0.400191242,0.986425298,0.281941583,0.284608253,717.5649495,24438.22355
30,0.601146276,1.263459476,0.362664287,0.494735667,910.5169087,27411.36992
20,0.479986757,1.038196385,0.394398771,0.292796812,691.866077,24913.62937
70,0.50794169,1.222331544,0.374682994,0.225191565,851.4485071,23568.07418
30,0.564292198,2.020025657,0.254817873,0.283743194,766.6950777,25611.05114
20,0.579927242,1.432530979,0.309802547,0.29303461,762.4754268,24932.91379
40,0.436452599,2.280821467,0.391893531,0.482247668,774.98312,29786.82324
50,0.637691637,1.517374796,0.387581938,0.130922506,876.9208119,22166.18705
30,0.593836362,1.467365872,0.368561292,0.399892825,863.6842067,26529.07414
70,0.586335861,1.945930277,0.141652053,0.487620205,1003.061459,27538.71957
80,0.787786792,0.881162235,0.357524625,0.123389248,1201.572972,19820.72331
80,0.43580765,0.949956223,0.252949039,0.272207139,805.1992329,23734.40961
20,0.775522402,2.320598977,0.104754336,0.413243734,942.0499162,26641.70377
60,0.57914698,1.499999676,0.365265149,0.273335158,908.6110896,24501.39967
20,0.663134846,0.877798105,0.380292395,0.478349047,930.8310595,26341.63361
60,0.563984796,2.282096517,0.289560907,0.317810303,886.0579979,26339.79407
30,0.452973177,1.246136074,0.266135478,0.45024075,744.7683826,27225.41349
20,0.772160949,1.321690996,0.182805233,0.102030309,858.9548471,20455.48524
50,0.690421682,2.342777965,0.390280224,0.135776772,914.5293754,23401.36689
30,0.585271969,0.884541796,0.197557488,0.202892983,774.0125439,22002.3551
40,0.642095667,0.989529399,0.130109297,0.39247429,936.8559756,24468.26007
30,0.67215715,2.080010297,0.280613397,0.349388382,895.7740195,26234.16179
30,0.693747653,0.982387162,0.216585123,0.408362149,960.251242,24835.54471
20,0.786902469,1.146108747,0.147162387,0.333645296,960.2152407,23583.1844
60,0.437136981,1.034608207,0.155039135,0.10220693,666.1545497,21008.79678
20,0.515461882,1.647876526,0.264697754,0.254184581,681.1068913,24918.76976
70,0.597595876,1.869663483,0.289699709,0.330581666,973.4606148,25605.65305
50,0.641171058,1.595326975,0.144762279,0.201337949,879.639479,22672.56154
30,0.762330262,1.309031626,0.331427779,0.297472125,990.3658854,23891.38315
40,0.448769426,1.47174866,0.102620825,0.419072005,738.6168286,26628.11679
50,0.530309951,2.358566549,0.132894339,0.231446464,761.0231557,24947.17901
60,0.620652709,1.181001742,0.381664916,0.441188955,1031.084534,26188.31637
20,0.3534401,1.63377091,0.340695666,0.490065641,651.0376454,29304.49214
80,0.403722227,1.915959915,0.2927906,0.434608592,817.5533221,28164.27601
80,0.529755486,1.724426856,0.196447475,0.437092571,959.6764625,26873.13652
70,0.586057295,2.233198016,0.177180186,0.41333937,973.1599908,27097.3389
20,0.785214741,2.177723062,0.165019502,0.333686336,931.4341964,25437.88234
40,0.368522537,0.799786806,0.248706731,0.21029575,601.5416332,23175.25583
60,0.544423008,2.139817085,0.316052018,0.144179006,797.9380955,23625.66226
40,0.652625244,2.327639656,0.334685688,0.444042492,956.5260762,28091.74528
50,0.54364908,1.57908047,0.128935825,0.412445708,862.0820882,26218.66213
40,0.647926413,1.601808633,0.384064614,0.232286334,889.627767,23977.3414
60,0.566213465,0.911359006,0.193316038,0.269952173,889.3557507,22877.17943
40,0.544956744,0.761748858,0.263786016,0.477192033,891.3481587,26078.31711
70,0.595504426,1.793415227,0.317918843,0.133747821,895.2291145,22530.15242
30,0.560058387,1.918361487,0.336874243,0.481847089,851.5545433,28505.30532
60,0.558823775,2.177659882,0.138384808,0.325238092,867.6325867,25837.64121
30,0.660996398,1.741831011,0.296489904,0.214315755,841.1328978,23743.22884
20,0.782708729,1.566717477,0.156182982,0.380661784,961.021201,25076.41659
40,0.539817267,1.133166115,0.200515511,0.245053829,777.5149075,23280.7683
40,0.770350213,2.209872885,0.315980596,0.251337771,997.4976605,24535.97425
40,0.377065824,0.818664153,0.341592421,0.324794302,667.3582624,25173.5024
40,0.648833802,0.992641127,0.223379915,0.425738368,967.5977368,25211.05971
30,0.531282665,1.812992652,0.153566748,0.489311082,808.8148715,28020.18078
30,0.647596446,2.037539252,0.158097514,0.447365209,896.8107595,27277.98857
30,0.621379574,0.805545389,0.216780354,0.114677677,780.6289814,20292.5604
60,0.53649939,1.689819101,0.32769296,0.256451249,846.7490208,24693.65676
50,0.505498423,1.670230898,0.225340397,0.42254509,837.1654586,27020.72699
30,0.473035087,2.11667682,0.09857605,0.297876426,670.5009324,25955.48471
30,0.608681365,1.81732254,0.212376118,0.148852047,752.482246,22824.62134
20,0.697942219,1.57524542,0.284106861,0.165748282,814.7460119,22607.05046
60,0.509340257,1.544245765,0.214939645,0.421522628,874.4441018,26644.60594
40,0.79421918,1.318844792,0.152682453,0.318722648,1057.374187,23418.22945
80,0.384089244,2.154080604,0.33067145,0.236168897,713.3828676,25926.36693
50,0.761372666,0.974363765,0.331360934,0.376482356,1120.450712,24197.33247
40,0.718030804,0.843792014,0.269332394,0.143883616,940.6488882,20471.35106
50,0.669489104,1.960678444,0.341346722,0.471716977,1030.777616,27719.08324
60,0.48575319,1.125349088,0.242492073,0.399148359,852.1379963,25766.61843
20,0.678579641,2.147361273,0.342056426,0.427256136,891.6951781,27716.27178
80,0.764736091,0.879503261,0.186977343,0.211007524,1186.609482,20807.32022
20,0.374518968,0.972891512,0.142748438,0.166132776,519.1343077,22650.15601
60,0.701300547,1.65943937,0.179219572,0.305984711,1030.960861,24122.75079
50,0.672282454,1.501448327,0.197984667,0.49383064,1037.154398,26799.59565
30,0.794807512,2.089820619,0.314204549,0.454612996,1056.762323,27288.1266
70,0.642521573,1.019223815,0.335887161,0.400416161,1079.924113,24993.60791
30,0.683647566,1.036025369,0.26438092,0.138924893,851.2217555,21029.7099
70,0.432485482,1.751529647,0.278250984,0.154853638,713.9811482,23573.65701
70,0.423235451,1.1270022,0.218069603,0.234007878,739.8009317,23537.22257
40,0.362547111,1.671646334,0.172787139,0.393232525,652.5752102,27331.48924
60,0.57757726,1.737859602,0.275786725,0.309240562,905.9428751,25202.32447
70,0.441930244,2.148211915,0.121034476,0.209745212,723.9459473,24567.7877
60,0.374166056,1.660799363,0.349237229,0.48276412,768.2720824,28835.34509
60,0.573127976,2.132619534,0.351485499,0.408613021,941.6535658,27532.51103
40,0.448008874,2.382525539,0.345662067,0.474811573,776.3895692,29655.09645
40,0.758839103,1.086276611,0.164766006,0.385211608,1055.991837,24144.48591
20,0.693600287,1.982036254,0.285792306,0.247350529,832.7336388,24607.94624
50,0.592113588,1.738822249,0.335593655,0.39223208,924.4237135,26600.91687
50,0.50013031,1.678687926,0.260173498,0.254739129,767.3279088,24731.08202
40,0.729867742,2.159316588,0.33167175,0.329223819,990.9261584,25840.95565
40,0.676179965,1.820299175,0.103872294,0.459362955,969.6352789,26662.99861
50,0.436067386,1.213380208,0.14876831,0.366065271,742.8984712,25533.61683
60,0.500960834,0.893412997,0.231886525,0.479684445,904.9969601,26321.42979
70,0.698220998,1.130519839,0.122868412,0.456100735,1137.785137,25075.96421
70,0.471165146,1.509499567,0.311015764,0.25336678,807.4606216,24554.51685
70,0.479612439,1.09275367,0.265694714,0.284491431,834.0517633,24056.47677
30,0.608191391,1.364879494,0.329571278,0.465579885,900.3010196,27074.63564
20,0.595215731,2.270470239,0.379637329,0.456277761,832.644838,28794.72328
60,0.479578832,1.238305258,0.303307095,0.199244362,767.5407286,23213.81835
50,0.758298565,1.550289224,0.108535349,0.165874892,987.4170181,21366.88185
80,0.396850221,2.207881132,0.28183528,0.382263079,782.7378865,27928.85104
30,0.739253602,1.745505076,0.09239757,0.465096885,989.1600044,26411.5934
60,0.510862136,1.070270889,0.219808039,0.313476326,844.0063055,24214.30019
30,0.516665872,1.648314971,0.090218023,0.494098927,792.457613,27670.5339
20,0.482843454,0.798451126,0.387565974,0.180912726,653.6588935,22671.06192
50,0.586057295,2.233198016,0.177180186,0.41333937,898.6166564,27262.58618
60,0.710552763,1.885558574,0.32328465,0.296101434,1048.099665,24760.46909
80,0.499887044,1.689958246,0.248966116,0.485433607,949.8403954,27796.16541
20,0.641171058,1.595326975,0.144762279,0.201337949,758.673971,23022.48535
60,0.702259675,1.103774876,0.352448702,0.468221944,1131.182274,25957.2852
40,0.706899648,1.746366434,0.219631304,0.261892571,938.7149981,23917.81908
60,0.368522537,0.799786806,0.248706731,0.21029575,651.3174969,23008.16568
50,0.412714887,1.004611725,0.296826247,0.234166129,684.8075884,23759.3814
50,0.422686456,1.890281605,0.395130853,0.281182833,711.9067165,26317.15173
80,0.60309812,1.509979038,0.287305277,0.232028416,982.9099366,23388.75001
50,0.395257585,0.843245568,0.11080827,0.296799931,674.6301497,23904.89202
20,0.579711907,0.917113636,0.278245458,0.459731773,835.2332223,26243.38674
80,0.399855485,1.38980693,0.230656658,0.114456172,678.3909639,22256.97083
80,0.37708997,1.915413985,0.203861872,0.188927785,674.4179239,24450.98276
50,0.72795984,0.87883207,0.227358517,0.128343493,977.8923925,20004.41449
40,0.70577533,1.794424867,0.133674637,0.432292806,993.0519262,26208.7927
70,0.604045094,1.123483453,0.260545945,0.153013297,924.2013843,21393.11334
60,0.493401345,2.132988793,0.179262755,0.460339604,859.1820113,28150.60085
30,0.603885558,1.548219164,0.09695115,0.184257416,754.2689213,22558.30645
50,0.643980146,1.469643722,0.221828349,0.301645139,936.0920833,24220.87675
70,0.723333212,1.703304252,0.1149833,0.104262363,1010.759659,20621.61242
60,0.730088083,0.881658461,0.184671169,0.227403389,1058.283018,21367.05458
80,0.440758011,1.43190984,0.179346788,0.312391991,807.3372158,25009.14271
80,0.532065834,1.287995538,0.223992037,0.438588838,977.2255668,26183.34526
60,0.736171314,1.334967697,0.161701345,0.380837626,1106.411695,24428.87517
40,0.567247922,1.135537209,0.230208603,0.116952542,755.5554649,21189.6894
30,0.41702676,1.096966891,0.191480133,0.30856488,648.3697083,24900.87274
80,0.610434332,1.724541802,0.301557607,0.219795433,982.613163,23585.91723
50,0.431684397,2.325539585,0.335280405,0.283782421,709.5752155,26851.40203
50,0.378173421,1.240007758,0.358571884,0.492882567,756.1202275,28315.57593
70,0.694333205,0.793287316,0.33323363,0.209071089,1074.242176,21434.85377
30,0.565701852,0.943505592,0.167017117,0.131272041,720.3855542,20958.23403
20,0.642783801,1.262976551,0.348020764,0.15396695,774.0541166,22280.81603
60,0.497924839,1.666111615,0.238615001,0.121665143,738.679206,22458.0198
50,0.493146325,1.070074472,0.122392549,0.376747995,806.9405064,25010.36044
30,0.607504134,2.198777751,0.157135244,0.31730457,805.7179955,25880.60735
70,0.626342154,1.248159118,0.376328221,0.287676742,1014.514482,23975.24651
20,0.594969154,2.223918292,0.36194149,0.161283469,713.5225044,24353.5117
50,0.350534844,1.560468414,0.316712714,0.408187573,686.8766348,27778.36776
60,0.547085526,1.116858948,0.284180108,0.251580316,865.0297892,23378.97878
60,0.516193239,0.912034952,0.363945093,0.298818002,864.670285,24085.45554
50,0.579711907,0.917113636,0.278245458,0.459731773,952.9525743,25927.77216
70,0.522728707,0.994610861,0.31723776,0.293528391,896.3316347,23923.00692
70,0.421017264,0.815017269,0.341629119,0.403015883,827.8455529,25793.60672
70,0.511744755,1.309594777,0.359160079,0.138935227,815.7146315,22293.84461
50,0.553425823,1.133895711,0.356830344,0.269829665,852.2910729,23965.56709
50,0.664006911,1.966198147,0.229265774,0.405948249,986.7572513,26512.84619
70,0.504312399,1.751274527,0.252696741,0.100865911,769.3285294,22200.67237
80,0.659348298,2.034208411,0.126435678,0.262342866,1030.41679,23972.5129
40,0.541273472,1.503622763,0.37469841,0.344151995,829.8425079,25966.2824
60,0.498040094,2.235316949,0.274252549,0.445571462,867.7319428,28376.88798
80,0.662243727,1.858401751,0.091747043,0.184135857,1002.859791,22327.91072
30,0.519165191,1.421258706,0.122896092,0.388932879,761.8040183,25908.24768
40,0.705875997,1.208507427,0.235249986,0.308781075,975.1662351,23711.1335
80,0.746004022,0.884114501,0.138716294,0.29729913,1190.112645,22071.27226
50,0.419995097,0.780488831,0.213828174,0.172779348,662.9806149,22029.29924
40,0.352054062,2.174048486,0.171915907,0.105229583,515.7197332,23897.5661
40,0.723486421,1.125909945,0.117365197,0.209970309,943.2037744,21579.16931
50,0.731232636,1.495497791,0.371498233,0.271089693,1033.174857,23856.45018
70,0.362547111,1.671646334,0.172787139,0.393232525,724.5971532,27109.94324
80,0.456646514,1.698748136,0.383276198,0.482540471,912.5267765,28397.42312
50,0.715798656,1.956967575,0.271318765,0.448476444,1061.928246,26978.65203
60,0.488977482,1.834404605,0.194729379,0.284010505,789.8033327,25211.52846
60,0.628306253,0.77489537,0.15307367,0.168200322,917.9262144,20562.16445
70,0.515202391,2.396692302,0.333282871,0.134516103,794.3725032,24026.42068
40,0.672531641,1.399912373,0.164574514,0.490418134,996.4907303,26571.04023
70,0.386576477,1.857859198,0.221115847,0.184338222,667.081147,24330.00594
40,0.510143987,2.37952851,0.229329441,0.253714571,730.4791608,25838.61114
40,0.511104556,1.104973646,0.190146063,0.451648074,830.012583,26349.05001
50,0.79354211,1.035402917,0.39549465,0.496382297,1204.669531,26034.53186
20,0.467749429,2.047680383,0.173897003,0.494756321,721.6795151,28968.97193
70,0.585876175,1.604043729,0.326144975,0.101964008,875.8876742,21742.24286
40,0.747496395,2.336819386,0.14719656,0.389054153,1006.314707,26334.93101
30,0.436775875,1.931975631,0.310652786,0.380909442,699.1829207,27695.47239
70,0.389858885,1.837859286,0.315238302,0.147483459,665.5619002,23975.23813
30,0.35270166,1.105686499,0.106585818,0.135285922,506.6141443,22335.20852
20,0.531316834,2.233567607,0.293777302,0.407044764,750.6188654,28124.34644
50,0.64938657,1.518662425,0.243362217,0.276462903,932.8301471,23971.61691
20,0.77546262,1.044688889,0.379028445,0.261914343,953.762321,23072.11976
20,0.73448575,2.265156306,0.338827344,0.336675896,904.5592708,26368.68637
60,0.428171798,1.954102316,0.278088707,0.353314608,761.6084236,27023.06349
80,0.526626815,1.673943735,0.227131739,0.291568197,902.8536187,24801.98264
20,0.768366094,1.565536893,0.349633593,0.283248009,934.1017889,24301.39002
50,0.379766431,1.784082221,0.093013544,0.20174507,602.6058283,24249.74566
60,0.527847389,1.133330305,0.175000291,0.456354768,912.5629552,26152.24971
30,0.352054062,2.174048486,0.171915907,0.105229583,492.5170689,23988.97478
80,0.514904794,1.782494707,0.224774313,0.400891303,929.874036,26635.16769
60,0.386576477,1.857859198,0.221115847,0.184338222,641.2469592,24395.19902
80,0.461690572,1.70549671,0.269086673,0.396499612,871.8729215,26867.05395
50,0.382456347,1.992407385,0.271663697,0.189605593,617.9247459,24974.49376
70,0.696320712,1.278765299,0.319422683,0.178912158,1046.160624,21851.84848
50,0.585271969,0.884541796,0.197557488,0.202892983,848.2286451,21790.13572
70,0.718392059,1.559487139,0.247514372,0.340887296,1119.278946,24518.28594
80,0.381370829,2.371312416,0.375605618,0.347828841,758.7638448,28068.09737
50,0.367947663,2.345419312,0.231302479,0.259743266,625.4501368,26591.46354
80,0.409095723,0.808178891,0.397980407,0.252407717,782.8706291,23730.89546
40,0.598403853,1.42062971,0.229396206,0.336036662,869.0248246,24985.80036
30,0.712102488,1.548318685,0.19948105,0.274947807,908.9833449,23801.19239
80,0.501456851,1.219099827,0.117621144,0.283130675,867.5269987,23623.67309
60,0.448826285,1.579416474,0.111341919,0.211984519,710.4595871,23614.01373
80,0.415850171,2.205879917,0.121405766,0.115104198,673.4650434,23249.42936
60,0.586057295,2.233198016,0.177180186,0.41333937,935.5786485,27170.70335
20,0.500124185,2.35289785,0.227804857,0.362590377,698.7252379,27649.53641
20,0.448793921,1.157659303,0.353309434,0.276762941,651.4988956,24951.73347
60,0.51228594,1.277682907,0.155646014,0.1442752,762.2231386,21763.84748
80,0.633622355,1.91627119,0.362624284,0.368377026,1071.424081,26194.01233
40,0.750236085,1.57155328,0.247615436,0.428455458,1056.448532,25934.94734
20,0.361800423,1.90216345,0.215631996,0.384228732,600.2710681,27908.00964
70,0.611536255,0.996055408,0.373548798,0.295161289,1007.323315,23667.47823
70,0.542841536,1.035491604,0.111168676,0.404718146,938.8543452,24881.4187
40,0.680035971,1.812781947,0.234692008,0.303001188,928.0688633,24818.88647
70,0.515788695,1.768122092,0.18355291,0.444019063,915.5315039,27145.10771
80,0.382867583,2.112822644,0.247002939,0.194767828,685.5397439,24977.5144
70,0.620529557,0.888488343,0.30841521,0.266009852,1002.515436,22778.81872
80,0.442942951,1.187793091,0.19330547,0.495667136,890.3397999,27171.49607
20,0.421475014,1.891716347,0.174529532,0.243655748,585.1483506,25394.70061
40,0.504319904,2.108254841,0.370268244,0.181052743,714.0814317,24732.92365
