Transmittance,shgc,window_u,roof_u,extWall_u,total_idealCooling,total_idealHeating
40,0.743185544,2.13377761,0.156816328,0.360802371,997.013138,25661.42284
20,0.359237308,1.958181529,0.173562497,0.3781014,590.5704254,27801.02781
50,0.658225295,1.282049901,0.215173835,0.435289245,1008.355879,25719.79346
70,0.399564686,1.619431173,0.293687068,0.420976296,790.8105676,27553.28301
30,0.441159866,0.811525063,0.112075919,0.104847027,584.6725268,20706.85571
70,0.549209736,2.265660117,0.391203541,0.388890935,946.1175527,27632.09499
60,0.792573094,2.164429319,0.326259822,0.403467186,1173.19177,26412.63228
20,0.744403944,0.83429283,0.161988755,0.282403324,913.7919388,22434.13007
20,0.577866602,2.227519328,0.194953994,0.432057128,788.1453502,27933.64683
40,0.411890695,2.361944687,0.323390553,0.464680949,737.1705669,29621.07793
20,0.74406969,1.115149734,0.162439961,0.315257828,915.2442131,23480.4184
30,0.628306253,0.77489537,0.15307367,0.168200322,802.1320308,20873.27465
60,0.569663578,1.848979054,0.313889628,0.294510069,893.3557712,25327.90979
70,0.549242719,1.09500207,0.382455855,0.223617235,903.2898276,23102.03757
40,0.379798939,1.529555363,0.270296044,0.175056241,589.307912,24046.81284
20,0.776357116,1.103841722,0.285604353,0.377553234,983.3534626,24616.89951
40,0.660644325,0.975581004,0.344664622,0.306035411,947.9094753,23755.37897
20,0.396850221,2.207881132,0.28183528,0.382263079,631.8310874,28394.03118
30,0.447885648,2.197133862,0.334813975,0.490910686,752.0842445,29641.22467
20,0.590341567,1.591999296,0.217104769,0.110527787,684.2834375,22025.88386
80,0.721683625,1.556070128,0.131013123,0.19812111,1095.504707,21879.08621
20,0.40943193,2.046520861,0.217823836,0.223174744,570.3351148,25548.77279
20,0.392292803,1.081549077,0.243487516,0.224142947,568.7831608,23999.01012
70,0.779557891,1.356440123,0.229841573,0.337818202,1193.919938,23787.45272
20,0.491588165,1.676127584,0.392778143,0.324016621,702.9486226,26497.68267
30,0.570114695,2.267830379,0.205572714,0.201507913,728.6931206,24582.15458
60,0.683959118,0.999097707,0.204423671,0.417760597,1078.238264,24695.3764
40,0.514464011,2.336254338,0.25770213,0.189761314,711.2113844,24852.00666
30,0.598821111,1.877887834,0.369799099,0.277279641,811.9841346,25446.86636
70,0.394657616,1.087328234,0.289111077,0.468955068,810.4959713,27259.73264
80,0.401535391,1.999126809,0.340330827,0.314791272,770.3118536,26758.88458
80,0.683230898,2.002466913,0.202146012,0.205095161,1046.424775,23167.11283
50,0.476605946,2.359154394,0.108406389,0.498437741,813.9987341,28969.88748
40,0.521236639,1.477981167,0.28988941,0.105326366,701.4857175,22072.14808
80,0.577076401,1.358731233,0.131335373,0.281464395,956.9394129,23507.7696
20,0.772501054,1.183597718,0.250910313,0.264984292,932.467632,23015.08717
60,0.612665501,1.242054895,0.096244599,0.380032768,963.6601997,24602.5919
80,0.560058387,1.918361487,0.336874243,0.481847089,1024.440808,28072.2307
80,0.373646008,2.205418915,0.103231245,0.314560202,707.4458401,26541.33278
80,0.789630122,2.384972764,0.125524544,0.366696583,1218.751466,25469.35999
20,0.627727688,1.641957908,0.34673795,0.394128712,844.2467956,26654.48142
20,0.605061728,1.543203143,0.130400362,0.148352042,703.7659893,22203.34676
30,0.397187674,1.340406424,0.288902982,0.337218884,648.5880882,26198.07227
50,0.732994861,1.284504908,0.287435476,0.472897292,1110.119881,26125.86505
60,0.601099903,1.803512446,0.313417185,0.476948334,1000.312373,27681.83086
20,0.660497876,1.675300693,0.383300695,0.391403782,875.9737882,26629.94253
20,0.519408557,1.494043716,0.255445698,0.329558429,716.2868998,25713.00517
60,0.797578925,1.215406768,0.099544472,0.343917636,1157.813177,23204.43111
80,0.366676596,1.208852078,0.223759789,0.391165339,757.2845014,26335.11871
70,0.438591215,1.664999457,0.122485311,0.273594385,754.5139276,24739.61736
40,0.655513807,1.431857342,0.282190307,0.132249615,849.7683758,21741.12715
30,0.665540328,2.276284215,0.286072542,0.480763242,936.8633931,28422.01633
80,0.763228868,1.233299802,0.337102108,0.287211432,1217.144123,23129.55462
40,0.715929734,1.101438058,0.193894563,0.29149239,977.7591723,23074.96806
40,0.5417476,0.862115594,0.369129805,0.285508668,823.3558379,23857.39917
70,0.601297427,0.963091064,0.136508306,0.494703564,1046.267508,25783.61496
40,0.77950548,1.485638003,0.308194637,0.379033309,1077.524716,25141.34403
50,0.663134846,0.877798105,0.380292395,0.478349047,1061.791953,26009.93355
70,0.43754427,1.961191125,0.289738763,0.115643018,700.537111,23309.32423
30,0.797578925,1.215406768,0.099544472,0.343917636,1019.136065,23529.3566
30,0.605061728,1.543203143,0.130400362,0.148352042,745.1314412,22078.41329
60,0.471465151,2.330093906,0.389808112,0.360567838,817.3050108,27818.14891
40,0.380351404,1.360768732,0.146309665,0.405608359,671.7023972,26782.93808
70,0.449409858,1.447020558,0.386868006,0.207017919,772.4498037,24068.46377
30,0.631264983,0.759200686,0.267088497,0.415918348,913.6600471,24931.71859
70,0.703579013,2.386342937,0.384340101,0.467023526,1146.07806,28121.90986
60,0.59127738,1.965201022,0.291713187,0.491804301,989.6899963,28135.95466
70,0.71555087,0.914394551,0.119042081,0.208710601,1069.925202,20902.18864
80,0.629086364,1.803224804,0.278441383,0.479917437,1101.852574,27335.87324
80,0.390725236,1.038364532,0.321215037,0.288210892,759.7225978,24639.40337
80,0.632357507,1.652400604,0.319645736,0.473180009,1111.898803,27091.9331
50,0.742434818,1.426053101,0.2270108,0.278899676,1034.044367,23367.50791
60,0.50128343,1.242722566,0.091312633,0.395502657,846.9037569,25374.12149
40,0.679111748,0.902443003,0.172962883,0.19432122,905.5839096,21274.37342
20,0.691251188,0.901853689,0.300786459,0.310070304,886.1456617,23643.13403
60,0.660497876,1.675300693,0.383300695,0.391403782,1042.615915,26193.34983
60,0.756159851,2.083248469,0.359500052,0.279706863,1090.904647,24741.32429
50,0.609667252,0.900331226,0.391947881,0.122659853,863.2992596,20991.20052
30,0.559017128,2.135278079,0.317098208,0.414718743,819.1638344,27892.1682
40,0.731746978,1.1554764,0.186576175,0.403193987,1034.524217,24718.22532
30,0.64848728,1.942934505,0.293723722,0.337962884,873.1148401,25991.89753
50,0.64598572,2.359300921,0.297880867,0.34764688,944.9961871,26603.90121
60,0.74969661,1.767824388,0.334592921,0.427824243,1146.660692,26318.06328
70,0.514904794,1.782494707,0.224774313,0.400891303,902.132059,26701.11969
60,0.460041559,2.30739465,0.253700667,0.322667314,774.9088994,26905.05376
80,0.442047299,1.907826767,0.237415175,0.433134055,855.6895182,27742.36638
50,0.699850314,1.73141369,0.370986541,0.36311621,1029.288431,25764.77715
60,0.714720278,1.559778588,0.103685303,0.393790512,1073.798918,24921.1432
60,0.767561423,1.100339908,0.382213223,0.141924988,1081.74484,20868.35716
50,0.396003815,0.82232201,0.260254658,0.121932226,619.1553005,21577.7312
40,0.601275008,1.273260478,0.191567024,0.125183496,785.157573,21300.80802
40,0.63296138,1.488100513,0.300126594,0.360734984,919.8188862,25515.26748
20,0.624405934,1.650586865,0.386175461,0.398459465,847.1159226,26857.67369
30,0.666813558,1.942120063,0.293644946,0.469245725,940.8777033,27747.27316
50,0.794477396,2.260480718,0.233449039,0.450463064,1132.651661,27027.97377
50,0.373646008,2.205418915,0.103231245,0.314560202,640.7297424,26733.57891
40,0.460041559,2.30739465,0.253700667,0.322667314,716.4986371,27087.39138
40,0.511950214,1.794727306,0.116273556,0.169845665,692.7289682,23190.69217
80,0.354476213,2.269052415,0.310315411,0.436519248,757.9456273,29123.07873
70,0.380984931,2.14390892,0.362835035,0.436557058,778.1559033,28958.90701
80,0.439755836,1.594201038,0.267008194,0.225681623,777.2994378,24269.23741
20,0.529003133,1.271385159,0.109157657,0.490759612,774.4549509,27055.44103
40,0.687663337,1.087677477,0.198950439,0.250859084,933.2494951,22570.98058
40,0.447042432,0.911063827,0.132544496,0.408611927,746.7645643,25521.58098
30,0.469412763,2.375928185,0.149150082,0.402942501,713.2678057,28058.83417
20,0.621379574,0.805545389,0.216780354,0.114677677,736.9681752,20417.91361
50,0.574069371,1.790626489,0.103396028,0.224477638,809.1777643,23571.17764
60,0.782945358,1.187305548,0.289281955,0.46736082,1211.213084,25565.33427
40,0.775137817,1.204540467,0.265459737,0.304921211,1049.585762,23437.93844
30,0.496682066,0.775093864,0.222085644,0.134387088,665.1662302,21185.08177
30,0.736283283,1.594675756,0.14386549,0.473249218,999.4550155,26446.19399
30,0.627404155,2.222989882,0.256190653,0.464396937,892.8015641,28204.63696
20,0.47153658,1.755006421,0.268759441,0.291645893,658.3147211,25903.58603
30,0.395759085,2.336851645,0.225065185,0.495327468,695.9659099,29877.08174
20,0.725360456,1.484553548,0.296033913,0.131340651,831.8430304,21801.01266
20,0.595331106,1.169102604,0.272605158,0.139885127,717.6207668,21864.57158
30,0.487236005,1.430182495,0.318483013,0.48629785,792.6420336,28029.48118
40,0.409095723,0.808178891,0.397980407,0.252407717,677.020794,24041.21194
70,0.52499428,1.15130593,0.170339766,0.490573251,955.473043,26579.16266
80,0.380994883,1.033522587,0.268776949,0.446924318,806.3021392,26818.0485
70,0.647349428,0.885160763,0.39813425,0.196893404,1016.910316,21830.24177
60,0.658225295,1.282049901,0.215173835,0.435289245,1048.571926,25625.43159
40,0.67789388,1.409535919,0.293368191,0.16412047,888.0113206,22148.64841
50,0.602068757,2.11390375,0.13842951,0.150607173,804.5806114,22922.30529
70,0.40943193,2.046520861,0.217823836,0.223174744,706.2668325,25109.26375
50,0.784788264,1.232042713,0.142450863,0.41673637,1129.495073,24576.45033
40,0.643980146,1.469643722,0.221828349,0.301645139,898.9466851,24326.26072
60,0.371756633,1.220962096,0.170127548,0.334677593,689.3499449,25470.27856
60,0.493989665,1.711967354,0.39910906,0.311577904,831.8504799,25987.8697
70,0.593788064,2.193587291,0.219063804,0.447769121,1000.772645,27602.66621
40,0.742874161,2.276950124,0.379446756,0.358620712,1018.062485,26531.73515
20,0.556613592,1.911402222,0.216862979,0.325812202,735.358816,26085.14205
80,0.619338936,1.556544104,0.161220049,0.224270764,983.5719002,22875.31427
70,0.557455548,0.797202697,0.094174377,0.279112611,910.7657885,22423.42178
40,0.380899014,2.196365809,0.25916196,0.455268712,699.3113859,29219.21681
80,0.604681702,1.575173651,0.394531263,0.340232129,1038.045365,25434.4942
50,0.620779058,2.382383498,0.336406463,0.274961462,893.7889326,25808.67843
70,0.415338536,1.48256414,0.248426653,0.480733981,827.9100969,27907.85418
30,0.483939901,1.019066242,0.288849189,0.205716021,683.2354579,23109.09308
30,0.438377401,1.830281606,0.172929205,0.453268116,714.7153676,28099.61475
70,0.577076401,1.358731233,0.131335373,0.281464395,923.2936579,23578.85134
30,0.43544491,1.992058237,0.260292854,0.112259548,579.5467382,23589.74449
60,0.570478352,0.839969284,0.133127255,0.398229059,940.3346592,24413.95446
60,0.574533219,2.114369513,0.351825522,0.301071968,900.4571366,25952.27727
60,0.50328212,1.436077921,0.13283272,0.378674058,843.0867164,25616.99424
20,0.474029765,1.279657022,0.090651712,0.296065084,648.2243568,24526.53998
40,0.530309951,2.358566549,0.132894339,0.231446464,728.862696,25051.00719
80,0.460504428,1.780990093,0.121644811,0.13795246,744.2742874,22623.6804
30,0.768203197,1.612119703,0.388891283,0.338150014,1008.477852,25174.88918
50,0.556115285,1.654644433,0.107373622,0.373444364,855.1430918,25663.18243
70,0.574163245,1.115227549,0.229204103,0.405219629,987.1745801,25259.05498
50,0.369608121,0.771532247,0.223099099,0.402670727,705.8966675,25806.77826
80,0.432010693,1.767163102,0.199868641,0.296146967,786.8682014,25482.04601
80,0.544423008,2.139817085,0.316052018,0.144179006,863.0225605,23482.37133
30,0.770630717,2.194831825,0.102943133,0.202614702,909.9654484,23205.15459
20,0.658477154,1.239641406,0.125808019,0.376795302,849.4996381,24866.01182
30,0.742369473,1.400444931,0.147268908,0.494014623,1018.746205,26371.20034
40,0.756392881,0.988313133,0.267166918,0.176766429,988.3674023,21123.98824
