scenario,wall_u,window_u,window_shgc,roof_u,transmittance,heating_load,heating_load_m2 ,cooling_load,cooling_load_m2
345,0.1,1.41,0.75,0.17,0.2,3001.22,16.75,861.12,4.81
346,0.1,1.41,0.75,0.17,0.4,2680.93,14.96,1400.56,7.82
347,0.1,1.41,0.75,0.17,0.6,2436.56,13.6,2058.74,11.49
348,0.1,1.41,0.75,0.17,0.8,2218.94,12.38,2788.05,15.56
349,0.1,1.41,0.75,0.25,0.2,3295.44,18.39,800.7,4.47
350,0.1,1.41,0.75,0.25,0.4,2958.71,16.51,1320.79,7.37
351,0.1,1.41,0.75,0.25,0.6,2704.91,15.1,1958.96,10.93
352,0.1,1.41,0.75,0.25,0.8,2478.71,13.83,2674.34,14.93
353,0.1,1.41,0.75,0.32,0.2,3550.27,19.82,756.17,4.22
354,0.1,1.41,0.75,0.32,0.4,3201.25,17.87,1261.55,7.04
355,0.1,1.41,0.75,0.32,0.6,2939.92,16.41,1883.6,10.51
356,0.1,1.41,0.75,0.32,0.8,2707.74,15.11,2588.38,14.45
357,0.1,1.41,0.75,0.4,0.2,3835.33,21.41,713.75,3.98
358,0.1,1.41,0.75,0.4,0.4,3470.13,19.37,1203.73,6.72
359,0.1,1.41,0.75,0.4,0.6,3201.9,17.87,1809.07,10.1
360,0.1,1.41,0.75,0.4,0.8,2963.28,16.54,2501.75,13.96
361,0.1,1.74,0.35,0.1,0.2,3454.94,19.28,560.87,3.13
362,0.1,1.74,0.35,0.1,0.4,3261.73,18.2,755.75,4.22
363,0.1,1.74,0.35,0.1,0.6,3083.78,17.21,976.76,5.45
364,0.1,1.74,0.35,0.1,0.8,2922.91,16.31,1220.51,6.81
365,0.1,1.74,0.35,0.17,0.2,3729.09,20.81,513.58,2.87
366,0.1,1.74,0.35,0.17,0.4,3529.41,19.7,700.07,3.91
367,0.1,1.74,0.35,0.17,0.6,3347.09,18.68,914.36,5.1
368,0.1,1.74,0.35,0.17,0.8,3179.93,17.75,1150.39,6.42
369,0.1,1.74,0.35,0.25,0.2,4037.36,22.53,469.79,2.62
370,0.1,1.74,0.35,0.25,0.4,3831.73,21.39,647.4,3.61
371,0.1,1.74,0.35,0.25,0.6,3644.01,20.34,854.16,4.77
372,0.1,1.74,0.35,0.25,0.8,3471.75,19.38,1083.15,6.05
373,0.1,1.74,0.35,0.32,0.2,4304.4,24.02,438.31,2.45
374,0.1,1.74,0.35,0.32,0.4,4093.97,22.85,609.32,3.4
375,0.1,1.74,0.35,0.32,0.6,3900.96,21.77,809.87,4.52
376,0.1,1.74,0.35,0.32,0.8,3724.08,20.79,1033.11,5.77
377,0.1,1.74,0.35,0.4,0.2,4600.31,25.68,408.38,2.28
378,0.1,1.74,0.35,0.4,0.4,4385.58,24.48,572.7,3.2
379,0.1,1.74,0.35,0.4,0.6,4187.84,23.37,767.42,4.28
380,0.1,1.74,0.35,0.4,0.8,4004.64,22.35,984.46,5.49
381,0.1,1.74,0.43,0.1,0.2,3408.03,19.02,603.06,3.37
382,0.1,1.74,0.43,0.1,0.4,3176.89,17.73,855.27,4.77
383,0.1,1.74,0.43,0.1,0.6,2968.49,16.57,1142.9,6.38
384,0.1,1.74,0.43,0.1,0.8,2796.28,15.61,1470.06,8.2
385,0.1,1.74,0.43,0.17,0.2,3680.69,20.54,553.7,3.09
386,0.1,1.74,0.43,0.17,0.4,3442.41,19.21,796.3,4.44
387,0.1,1.74,0.43,0.17,0.6,3227.69,18.01,1075.51,6
388,0.1,1.74,0.43,0.17,0.8,3045.06,17,1390.54,7.76
389,0.1,1.74,0.43,0.25,0.2,3987.52,22.26,507.75,2.83
390,0.1,1.74,0.43,0.25,0.4,3742.07,20.89,739.98,4.13
391,0.1,1.74,0.43,0.25,0.6,3521.48,19.65,1010.54,5.64
392,0.1,1.74,0.43,0.25,0.8,3329.86,18.58,1315.12,7.34
393,0.1,1.74,0.43,0.32,0.2,4253.46,23.74,474.66,2.65
394,0.1,1.74,0.43,0.32,0.4,4001.94,22.34,699.02,3.9
395,0.1,1.74,0.43,0.32,0.6,3775.11,21.07,962.09,5.37
396,0.1,1.74,0.43,0.32,0.8,3577.04,19.96,1259,7.03
397,0.1,1.74,0.43,0.4,0.2,4548.45,25.39,443.15,2.47
398,0.1,1.74,0.43,0.4,0.4,4291.47,23.95,659.67,3.68
399,0.1,1.74,0.43,0.4,0.6,4057.54,22.65,915.27,5.11
400,0.1,1.74,0.43,0.4,0.8,3851.35,21.5,1204.09,6.72
401,0.1,1.74,0.51,0.1,0.2,3361.32,18.76,648.02,3.62
402,0.1,1.74,0.51,0.1,0.4,3093.29,17.26,961.56,5.37
403,0.1,1.74,0.51,0.1,0.6,2863.47,15.98,1325.83,7.4
404,0.1,1.74,0.51,0.1,0.8,2683.48,14.98,1749.52,9.76
405,0.1,1.74,0.51,0.17,0.2,3632.39,20.27,596.68,3.33
406,0.1,1.74,0.51,0.17,0.4,3356.81,18.74,899.55,5.02
407,0.1,1.74,0.51,0.17,0.6,3116.84,17.4,1251.69,6.99
408,0.1,1.74,0.51,0.17,0.8,2927.4,16.34,1660.23,9.27
409,0.1,1.74,0.51,0.25,0.2,3937.92,21.98,548.53,3.06
410,0.1,1.74,0.51,0.25,0.4,3653.98,20.39,839.8,4.69
411,0.1,1.74,0.51,0.25,0.6,3405.75,19.01,1180.98,6.59
412,0.1,1.74,0.51,0.25,0.8,3206.82,17.9,1575.33,8.79
413,0.1,1.74,0.51,0.32,0.2,4202.6,23.46,513.86,2.87
414,0.1,1.74,0.51,0.32,0.4,3911.24,21.83,795.89,4.44
415,0.1,1.74,0.51,0.32,0.6,3655.89,20.4,1128.3,6.3
416,0.1,1.74,0.51,0.32,0.8,3449.44,19.25,1512.15,8.44
417,0.1,1.74,0.51,0.4,0.2,4496.54,25.1,480.7,2.68
418,0.1,1.74,0.51,0.4,0.4,4198.4,23.43,753.81,4.21
419,0.1,1.74,0.51,0.4,0.6,3933.54,21.95,1076.97,6.01
420,0.1,1.74,0.51,0.4,0.8,3718.05,20.75,1450.11,8.09
421,0.1,1.74,0.59,0.1,0.2,3318.44,18.52,692.12,3.86
422,0.1,1.74,0.59,0.1,0.4,3017.65,16.84,1066.46,5.95
423,0.1,1.74,0.59,0.1,0.6,2777.52,15.5,1511.87,8.44
424,0.1,1.74,0.59,0.1,0.8,2582.46,14.41,2030.49,11.33
425,0.1,1.74,0.59,0.17,0.2,3587.9,20.03,638.88,3.57
426,0.1,1.74,0.59,0.17,0.4,3279.03,18.3,1001.43,5.59
427,0.1,1.74,0.59,0.17,0.6,3025.14,16.88,1430.69,7.99
428,0.1,1.74,0.59,0.17,0.8,2822.67,15.75,1933.89,10.79
429,0.1,1.74,0.59,0.25,0.2,3892.19,21.72,588.82,3.29
430,0.1,1.74,0.59,0.25,0.4,3574.37,19.95,938.58,5.24
431,0.1,1.74,0.59,0.25,0.6,3308.5,18.47,1353.62,7.55
432,0.1,1.74,0.59,0.25,0.8,3098.67,17.29,1840.61,10.27
433,0.1,1.74,0.59,0.32,0.2,4155.85,23.19,552.72,3.08
434,0.1,1.74,0.59,0.32,0.4,3829.28,21.37,891.91,4.98
435,0.1,1.74,0.59,0.32,0.6,3554.79,19.84,1296.43,7.24
436,0.1,1.74,0.59,0.32,0.8,3339.09,18.64,1770.66,9.88
437,0.1,1.74,0.59,0.4,0.2,4448.79,24.83,518.02,2.89
438,0.1,1.74,0.59,0.4,0.4,4113.61,22.96,847.04,4.73
439,0.1,1.74,0.59,0.4,0.6,3827.97,21.36,1240.45,6.92
440,0.1,1.74,0.59,0.4,0.8,3605.53,20.12,1702.36,9.5
441,0.1,1.74,0.67,0.1,0.2,3272.26,18.26,742.31,4.14
442,0.1,1.74,0.67,0.1,0.4,2939.83,16.41,1187.18,6.63
443,0.1,1.74,0.67,0.1,0.6,2690.22,15.01,1729.94,9.66
444,0.1,1.74,0.67,0.1,0.8,2476.87,13.82,2352.84,13.13
445,0.1,1.74,0.67,0.17,0.2,3540.25,19.76,687.08,3.83
446,0.1,1.74,0.67,0.17,0.4,3197.53,17.85,1118.12,6.24
447,0.1,1.74,0.67,0.17,0.6,2934.39,16.38,1641.21,9.16
448,0.1,1.74,0.67,0.17,0.8,2712.58,15.14,2249.41,12.55
449,0.1,1.74,0.67,0.25,0.2,3842.88,21.45,634.9,3.54
450,0.1,1.74,0.67,0.25,0.4,3490.11,19.48,1051.79,5.87
451,0.1,1.74,0.67,0.25,0.6,3214.03,17.94,1556.82,8.69
452,0.1,1.74,0.67,0.25,0.8,2984.95,16.66,2149.04,11.99
453,0.1,1.74,0.67,0.32,0.2,4105.41,22.91,597.23,3.33
454,0.1,1.74,0.67,0.32,0.4,3742.9,20.89,1002.36,5.59
455,0.1,1.74,0.67,0.32,0.6,3456.81,19.29,1494.1,8.34
456,0.1,1.74,0.67,0.32,0.8,3222.76,17.99,2072.92,11.57
457,0.1,1.74,0.67,0.4,0.2,4397.25,24.54,560.99,3.13
458,0.1,1.74,0.67,0.4,0.4,4024.08,22.46,954.37,5.33
459,0.1,1.74,0.67,0.4,0.6,3725.62,20.79,1432.49,8
460,0.1,1.74,0.67,0.4,0.8,3486.88,19.46,1997.24,11.15
461,0.1,1.74,0.75,0.1,0.2,3233.32,18.05,786.65,4.39
462,0.1,1.74,0.75,0.1,0.4,2878.2,16.06,1296.23,7.23
463,0.1,1.74,0.75,0.1,0.6,2618.01,14.61,1926.59,10.75
464,0.1,1.74,0.75,0.1,0.8,2391.4,13.35,2639.04,14.73
465,0.1,1.74,0.75,0.17,0.2,3500.23,19.54,729.83,4.07
466,0.1,1.74,0.75,0.17,0.4,3132.49,17.48,1223.13,6.83
467,0.1,1.74,0.75,0.17,0.6,2859.58,15.96,1832.45,10.23
468,0.1,1.74,0.75,0.17,0.8,2622.55,14.64,2529.95,14.12
469,0.1,1.74,0.75,0.25,0.2,3801.65,21.22,675.95,3.77
470,0.1,1.74,0.75,0.25,0.4,3422.1,19.1,1153.33,6.44
471,0.1,1.74,0.75,0.25,0.6,3136.73,17.51,1741.79,9.72
472,0.1,1.74,0.75,0.25,0.8,2891.56,16.14,2424.83,13.53
473,0.1,1.74,0.75,0.32,0.2,4063.07,22.68,636.95,3.56
474,0.1,1.74,0.75,0.32,0.4,3672.76,20.5,1101.35,6.15
475,0.1,1.74,0.75,0.32,0.6,3378.08,18.85,1674.48,9.35
476,0.1,1.74,0.75,0.32,0.8,3126.92,17.45,2344.38,13.08
477,0.1,1.74,0.75,0.4,0.2,4353.94,24.3,599.41,3.35
478,0.1,1.74,0.75,0.4,0.4,3951.09,22.05,1050.74,5.86
479,0.1,1.74,0.75,0.4,0.6,3645.22,20.34,1608.51,8.98
480,0.1,1.74,0.75,0.4,0.8,3388.98,18.91,2263.87,12.64
481,0.1,2.07,0.35,0.1,0.2,3980.69,22.22,469.55,2.62
482,0.1,2.07,0.35,0.1,0.4,3769.69,21.04,644.39,3.6
483,0.1,2.07,0.35,0.1,0.6,3578.26,19.97,851.31,4.75
484,0.1,2.07,0.35,0.1,0.8,3400.51,18.98,1081.72,6.04
485,0.1,2.07,0.35,0.17,0.2,4260.84,23.78,428.64,2.39
486,0.1,2.07,0.35,0.17,0.4,4043.99,22.57,594.9,3.32
487,0.1,2.07,0.35,0.17,0.6,3846.66,21.47,794.32,4.43
488,0.1,2.07,0.35,0.17,0.8,3664.84,20.45,1018.37,5.68
489,0.1,2.07,0.35,0.25,0.2,4575.31,25.54,390.93,2.18
490,0.1,2.07,0.35,0.25,0.4,4352.52,24.29,548.53,3.06
491,0.1,2.07,0.35,0.25,0.6,4150.07,23.16,740.06,4.13
492,0.1,2.07,0.35,0.25,0.8,3963.34,22.12,956.94,5.34
493,0.1,2.07,0.35,0.32,0.2,4847.48,27.06,363.92,2.03
494,0.1,2.07,0.35,0.32,0.4,4619.74,25.78,515.05,2.87
495,0.1,2.07,0.35,0.32,0.6,4412.84,24.63,700.52,3.91
496,0.1,2.07,0.35,0.32,0.8,4221.38,23.56,911.52,5.09
497,0.1,2.07,0.35,0.4,0.2,5147.13,28.73,338.09,1.89
498,0.1,2.07,0.35,0.4,0.4,4915.76,27.44,483.06,2.7
499,0.1,2.07,0.35,0.4,0.6,4704.67,26.26,662.36,3.7
500,0.1,2.07,0.35,0.4,0.8,4508.4,25.16,867.69,4.84
501,0.1,2.07,0.43,0.1,0.2,3931.33,21.94,505.11,2.82
502,0.1,2.07,0.43,0.1,0.4,3681.55,20.55,732.85,4.09
503,0.1,2.07,0.43,0.1,0.6,3456.72,19.29,1002.15,5.59
504,0.1,2.07,0.43,0.1,0.8,3254.08,18.16,1305.17,7.28
505,0.1,2.07,0.43,0.17,0.2,4210.07,23.5,462.3,2.58
506,0.1,2.07,0.43,0.17,0.4,3952.86,22.06,679.83,3.79
507,0.1,2.07,0.43,0.17,0.6,3722.34,20.78,940.82,5.25
508,0.1,2.07,0.43,0.17,0.8,3513.51,19.61,1234.98,6.89
509,0.1,2.07,0.43,0.25,0.2,4523.03,25.24,422.84,2.36
510,0.1,2.07,0.43,0.25,0.4,4259.15,23.77,629.73,3.51
511,0.1,2.07,0.43,0.25,0.6,4022.18,22.45,881.65,4.92
512,0.1,2.07,0.43,0.25,0.8,3807.44,21.25,1167.23,6.51
513,0.1,2.07,0.43,0.32,0.2,4794.05,26.76,394.48,2.2
514,0.1,2.07,0.43,0.32,0.4,4524.34,25.25,593.48,3.31
515,0.1,2.07,0.43,0.32,0.6,4281.82,23.9,838.18,4.68
516,0.1,2.07,0.43,0.32,0.8,4061.55,22.67,1116.63,6.23
517,0.1,2.07,0.43,0.4,0.2,5092.99,28.43,367.34,2.05
518,0.1,2.07,0.43,0.4,0.4,4818.63,26.89,558.72,3.12
519,0.1,2.07,0.43,0.4,0.6,4570.57,25.51,796.27,4.44
520,0.1,2.07,0.43,0.4,0.8,4343.22,24.24,1067.53,5.96
521,0.1,2.07,0.51,0.1,0.2,3880.85,21.66,544.69,3.04
522,0.1,2.07,0.51,0.1,0.4,3592.45,20.05,831.74,4.64
523,0.1,2.07,0.51,0.1,0.6,3335.58,18.62,1170.97,6.54
524,0.1,2.07,0.51,0.1,0.8,3121.18,17.42,1562.4,8.72
525,0.1,2.07,0.51,0.17,0.2,4158.17,23.21,499.74,2.79
526,0.1,2.07,0.51,0.17,0.4,3861.25,21.55,775.36,4.33
527,0.1,2.07,0.51,0.17,0.6,3598.12,20.08,1105.03,6.17
528,0.1,2.07,0.51,0.17,0.8,3373.47,18.83,1483.16,8.28
529,0.1,2.07,0.51,0.25,0.2,4469.63,24.95,458.17,2.56
530,0.1,2.07,0.51,0.25,0.4,4165.01,23.25,721.71,4.03
531,0.1,2.07,0.51,0.25,0.6,3894.79,21.74,1041.12,5.81
532,0.1,2.07,0.51,0.25,0.8,3660.98,20.43,1407.82,7.86
533,0.1,2.07,0.51,0.32,0.2,4739.43,26.45,428.33,2.39
534,0.1,2.07,0.51,0.32,0.4,4428.08,24.71,682.64,3.81
535,0.1,2.07,0.51,0.32,0.6,4151.12,23.17,993.51,5.55
536,0.1,2.07,0.51,0.32,0.8,3910.78,21.83,1351.84,7.54
537,0.1,2.07,0.51,0.4,0.2,5037.51,28.12,399.84,2.23
538,0.1,2.07,0.51,0.4,0.4,4720.25,26.34,644.95,3.6
539,0.1,2.07,0.51,0.4,0.6,4435.85,24.76,947.49,5.29
540,0.1,2.07,0.51,0.4,0.8,4187.26,23.37,1296.54,7.24
541,0.1,2.07,0.59,0.1,0.2,3835.39,21.41,582.99,3.25
542,0.1,2.07,0.59,0.1,0.4,3513.02,19.61,927.61,5.18
543,0.1,2.07,0.59,0.1,0.6,3233.28,18.05,1338.3,7.47
544,0.1,2.07,0.59,0.1,0.8,3013.92,16.82,1821.59,10.17
545,0.1,2.07,0.59,0.17,0.2,4111.44,22.95,536.15,2.99
546,0.1,2.07,0.59,0.17,0.4,3779.81,21.1,868.26,4.85
547,0.1,2.07,0.59,0.17,0.6,3491.74,19.49,1266.85,7.07
548,0.1,2.07,0.59,0.17,0.8,3261.82,18.21,1733.9,9.68
549,0.1,2.07,0.59,0.25,0.2,4421.7,24.68,492.7,2.75
550,0.1,2.07,0.59,0.25,0.4,4081.31,22.78,811.43,4.53
551,0.1,2.07,0.59,0.25,0.6,3784.92,21.12,1198.15,6.69
552,0.1,2.07,0.59,0.25,0.8,3544.67,19.78,1650.11,9.21
553,0.1,2.07,0.59,0.32,0.2,4690.45,26.18,461.4,2.58
554,0.1,2.07,0.59,0.32,0.4,4342.49,24.24,769.85,4.3
555,0.1,2.07,0.59,0.32,0.6,4038.42,22.54,1146.67,6.4
556,0.1,2.07,0.59,0.32,0.8,3789.92,21.15,1587.65,8.86
557,0.1,2.07,0.59,0.4,0.2,4987.63,27.84,431.55,2.41
558,0.1,2.07,0.59,0.4,0.4,4632.76,25.86,729.8,4.07
559,0.1,2.07,0.59,0.4,0.6,4319.14,24.11,1096.7,6.12
560,0.1,2.07,0.59,0.4,0.8,4061.83,22.67,1526.53,8.52
561,0.1,2.07,0.67,0.1,0.2,3785.76,21.13,627.44,3.5
562,0.1,2.07,0.67,0.1,0.4,3427.23,19.13,1038.59,5.8
563,0.1,2.07,0.67,0.1,0.6,3131.77,17.48,1536.47,8.58
564,0.1,2.07,0.67,0.1,0.8,2900.33,16.19,2126.55,11.87
565,0.1,2.07,0.67,0.17,0.2,4060.55,22.66,578.61,3.23
566,0.1,2.07,0.67,0.17,0.4,3692.25,20.61,976.24,5.45
567,0.1,2.07,0.67,0.17,0.6,3384.67,18.89,1458.09,8.14
568,0.1,2.07,0.67,0.17,0.8,3144.46,17.55,2031.26,11.34
569,0.1,2.07,0.67,0.25,0.2,4369.46,24.39,532.99,2.97
570,0.1,2.07,0.67,0.25,0.4,3991.33,22.28,915.94,5.11
571,0.1,2.07,0.67,0.25,0.6,3672.73,20.5,1383.54,7.72
572,0.1,2.07,0.67,0.25,0.8,3423.96,19.11,1938.76,10.82
573,0.1,2.07,0.67,0.32,0.2,4637.08,25.88,500.1,2.79
574,0.1,2.07,0.67,0.32,0.4,4250.05,23.72,871.48,4.86
575,0.1,2.07,0.67,0.32,0.6,3922.91,21.89,1327.99,7.41
576,0.1,2.07,0.67,0.32,0.8,3666.92,20.47,1869.4,10.43
577,0.1,2.07,0.67,0.4,0.2,4933.37,27.53,468.71,2.62
578,0.1,2.07,0.67,0.4,0.4,4537.89,25.33,828.63,4.62
579,0.1,2.07,0.67,0.4,0.6,4199.76,23.44,1273.17,7.11
580,0.1,2.07,0.67,0.4,0.8,3936.2,21.97,1801.32,10.05
581,0.1,2.07,0.75,0.1,0.2,3743.39,20.89,667.83,3.73
582,0.1,2.07,0.75,0.1,0.4,3355.19,18.73,1139.77,6.36
583,0.1,2.07,0.75,0.1,0.6,3052.4,17.04,1722.02,9.61
584,0.1,2.07,0.75,0.1,0.8,2805.43,15.66,2405.08,13.42
585,0.1,2.07,0.75,0.17,0.2,4016.95,22.42,617.39,3.45
586,0.1,2.07,0.75,0.17,0.4,3618.32,20.19,1074.71,6
587,0.1,2.07,0.75,0.17,0.6,3301.65,18.43,1637.54,9.14
588,0.1,2.07,0.75,0.17,0.8,3046.21,17,2304.14,12.86
589,0.1,2.07,0.75,0.25,0.2,4324.87,24.14,569.97,3.18
590,0.1,2.07,0.75,0.25,0.4,3915.59,21.85,1011.59,5.65
591,0.1,2.07,0.75,0.25,0.6,3585.49,20.01,1556.52,8.69
592,0.1,2.07,0.75,0.25,0.8,3323.15,18.55,2205.83,12.31
593,0.1,2.07,0.75,0.32,0.2,4591.48,25.63,535.71,2.99
594,0.1,2.07,0.75,0.32,0.4,4172.4,23.29,964.66,5.38
595,0.1,2.07,0.75,0.32,0.6,3832.15,21.39,1496.41,8.35
596,0.1,2.07,0.75,0.32,0.8,3563.77,19.89,2131.1,11.89
597,0.1,2.07,0.75,0.4,0.2,4887.02,27.28,502.95,2.81
598,0.1,2.07,0.75,0.4,0.4,4457.82,24.88,919.34,5.13
599,0.1,2.07,0.75,0.4,0.6,4105.61,22.91,1437.58,8.02
600,0.1,2.07,0.75,0.4,0.8,3830.82,21.38,2057.2,11.48
601,0.1,2.4,0.35,0.1,0.2,4526.73,25.26,393.89,2.2
602,0.1,2.4,0.35,0.1,0.4,4297.56,23.99,548.06,3.06
603,0.1,2.4,0.35,0.1,0.6,4091.14,22.83,737.49,4.12
604,0.1,2.4,0.35,0.1,0.8,3901.28,21.77,954.64,5.33
605,0.1,2.4,0.35,0.17,0.2,4811.84,26.86,358.4,2
606,0.1,2.4,0.35,0.17,0.4,4576.9,25.54,504.36,2.81
607,0.1,2.4,0.35,0.17,0.6,4365.4,24.36,686,3.83
608,0.1,2.4,0.35,0.17,0.8,4170.86,23.28,896.35,5
609,0.1,2.4,0.35,0.25,0.2,5131.71,28.64,325.83,1.82
610,0.1,2.4,0.35,0.25,0.4,4890.42,27.29,463.98,2.59
611,0.1,2.4,0.35,0.25,0.6,4673.61,26.08,637.31,3.56
612,0.1,2.4,0.35,0.25,0.8,4474.58,24.97,840.48,4.69
613,0.1,2.4,0.35,0.32,0.2,5407.5,30.18,302.65,1.69
614,0.1,2.4,0.35,0.32,0.4,5161.87,28.81,434.9,2.43
615,0.1,2.4,0.35,0.32,0.6,4940.35,27.57,602.12,3.36
616,0.1,2.4,0.35,0.32,0.8,4737.04,26.44,799.47,4.46
617,0.1,2.4,0.35,0.4,0.2,5710.16,31.87,280.25,1.56
618,0.1,2.4,0.35,0.4,0.4,5461.24,30.48,406.97,2.27
619,0.1,2.4,0.35,0.4,0.6,5236.05,29.22,568.24,3.17
620,0.1,2.4,0.35,0.4,0.8,5028.5,28.07,759.77,4.24
621,0.1,2.4,0.43,0.1,0.2,4472.87,24.96,425.05,2.37
622,0.1,2.4,0.43,0.1,0.4,4202.06,23.45,628.26,3.51
623,0.1,2.4,0.43,0.1,0.6,3960.89,22.11,879.24,4.91
624,0.1,2.4,0.43,0.1,0.8,3740.4,20.88,1165.29,6.5
625,0.1,2.4,0.43,0.17,0.2,4756.6,26.55,387.82,2.16
626,0.1,2.4,0.43,0.17,0.4,4479.16,25,580.87,3.24
627,0.1,2.4,0.43,0.17,0.6,4231.99,23.62,823.12,4.59
628,0.1,2.4,0.43,0.17,0.8,4006.4,22.36,1101.43,6.15
629,0.1,2.4,0.43,0.25,0.2,5075,28.32,353.58,1.97
630,0.1,2.4,0.43,0.25,0.4,4790.15,26.74,536.77,3
631,0.1,2.4,0.43,0.25,0.6,4537.15,25.32,769.57,4.3
632,0.1,2.4,0.43,0.25,0.8,4306.3,24.03,1039.58,5.8
633,0.1,2.4,0.43,0.32,0.2,5349.94,29.86,329.15,1.84
634,0.1,2.4,0.43,0.32,0.4,5059.34,28.24,504.86,2.82
635,0.1,2.4,0.43,0.32,0.6,4800.9,26.8,730.39,4.08
636,0.1,2.4,0.43,0.32,0.8,4564.66,25.48,993.66,5.55
637,0.1,2.4,0.43,0.4,0.2,5651.96,31.55,305.59,1.71
638,0.1,2.4,0.43,0.4,0.4,5357.07,29.9,474.33,2.65
639,0.1,2.4,0.43,0.4,0.6,5093.75,28.43,692.58,3.87
640,0.1,2.4,0.43,0.4,0.8,4851.8,27.08,949.2,5.3
641,0.1,2.4,0.51,0.1,0.2,4420.07,24.67,458.02,2.56
642,0.1,2.4,0.51,0.1,0.4,4109.93,22.94,715,3.99
643,0.1,2.4,0.51,0.1,0.6,3836.08,21.41,1031.64,5.76
644,0.1,2.4,0.51,0.1,0.8,3592.11,20.05,1395.66,7.79
645,0.1,2.4,0.51,0.17,0.2,4702.56,26.25,419.01,2.34
646,0.1,2.4,0.51,0.17,0.4,4384.81,24.47,664.24,3.71
647,0.1,2.4,0.51,0.17,0.6,4104.3,22.91,971.25,5.42
648,0.1,2.4,0.51,0.17,0.8,3853.7,21.51,1325.09,7.4
649,0.1,2.4,0.51,0.25,0.2,5019.55,28.02,383.06,2.14
650,0.1,2.4,0.51,0.25,0.4,4693.56,26.2,616.43,3.44
651,0.1,2.4,0.51,0.25,0.6,4406.43,24.59,912.96,5.1
652,0.1,2.4,0.51,0.25,0.8,4149.3,23.16,1256.85,7.01
653,0.1,2.4,0.51,0.32,0.2,5293.45,29.54,357.29,1.99
654,0.1,2.4,0.51,0.32,0.4,4960.69,27.69,581.87,3.25
655,0.1,2.4,0.51,0.32,0.6,4667.31,26.05,870.06,4.86
656,0.1,2.4,0.51,0.32,0.8,4403.99,24.58,1205.61,6.73
657,0.1,2.4,0.51,0.4,0.2,5594.72,31.23,332.51,1.86
658,0.1,2.4,0.51,0.4,0.4,5256.72,29.34,548.64,3.06
659,0.1,2.4,0.51,0.4,0.6,4957.14,27.67,828.52,4.62
660,0.1,2.4,0.51,0.4,0.8,4685.64,26.15,1155.72,6.45
661,0.1,2.4,0.59,0.1,0.2,4371.29,24.4,491,2.74
662,0.1,2.4,0.59,0.1,0.4,4026.18,22.47,802.84,4.48
663,0.1,2.4,0.59,0.1,0.6,3723.53,20.78,1185.5,6.62
664,0.1,2.4,0.59,0.1,0.8,3467.73,19.35,1632.69,9.11
665,0.1,2.4,0.59,0.17,0.2,4652.64,25.97,450.33,2.51
666,0.1,2.4,0.59,0.17,0.4,4298.91,23.99,749.11,4.18
667,0.1,2.4,0.59,0.17,0.6,3989.01,22.26,1120.95,6.26
668,0.1,2.4,0.59,0.17,0.8,3723.56,20.78,1554.56,8.68
669,0.1,2.4,0.59,0.25,0.2,4968.27,27.73,412.74,2.3
670,0.1,2.4,0.59,0.25,0.4,4605.51,25.7,697.96,3.9
671,0.1,2.4,0.59,0.25,0.6,4288.53,23.94,1058.47,5.91
672,0.1,2.4,0.59,0.25,0.8,4014.56,22.41,1479.93,8.26
673,0.1,2.4,0.59,0.32,0.2,5241.23,29.25,385.74,2.15
674,0.1,2.4,0.59,0.32,0.4,4870.74,27.18,660.8,3.69
675,0.1,2.4,0.59,0.32,0.6,4546.42,25.37,1012.05,5.65
676,0.1,2.4,0.59,0.32,0.8,4266,23.81,1424.11,7.95
677,0.1,2.4,0.59,0.4,0.2,5541.78,30.93,359.77,2.01
678,0.1,2.4,0.59,0.4,0.4,5165.04,28.83,625.15,3.49
679,0.1,2.4,0.59,0.4,0.6,4833,26.97,967.09,5.4
680,0.1,2.4,0.59,0.4,0.8,4543.45,25.36,1369.16,7.64
681,0.1,2.4,0.67,0.1,0.2,4318.1,24.1,530,2.96
682,0.1,2.4,0.67,0.1,0.4,3935.2,21.96,906.07,5.06
683,0.1,2.4,0.67,0.1,0.6,3605.73,20.12,1369.07,7.64
684,0.1,2.4,0.67,0.1,0.8,3345.09,18.67,1919.35,10.71
685,0.1,2.4,0.67,0.17,0.2,4598.06,25.66,487.21,2.72
686,0.1,2.4,0.67,0.17,0.4,4205.63,23.47,849.08,4.74
687,0.1,2.4,0.67,0.17,0.6,3867.73,21.59,1299.12,7.25
688,0.1,2.4,0.67,0.17,0.8,3595.92,20.07,1832.45,10.23
689,0.1,2.4,0.67,0.25,0.2,4912.19,27.42,447.72,2.5
690,0.1,2.4,0.67,0.25,0.4,4510.26,25.17,794.68,4.44
691,0.1,2.4,0.67,0.25,0.6,4163.67,23.24,1231.42,6.87
692,0.1,2.4,0.67,0.25,0.8,3881.4,21.66,1748.85,9.76
693,0.1,2.4,0.67,0.32,0.2,5184.05,28.93,419.29,2.34
694,0.1,2.4,0.67,0.32,0.4,4773.42,26.64,754.81,4.21
695,0.1,2.4,0.67,0.32,0.6,4418.68,24.66,1180.7,6.59
696,0.1,2.4,0.67,0.32,0.8,4128.36,23.04,1686.59,9.41
697,0.1,2.4,0.67,0.4,0.2,5483.72,30.61,391.99,2.19
698,0.1,2.4,0.67,0.4,0.4,5065.66,28.27,716.31,4
