Version,window_u,shgc,roof_u,extWall_u,transmittance,total_idealHeating,total_idealCooling
1,1,0.52,0.24,0.1,0.4,34655.1465333958,15763.6202267873
2,1,0.66,0.8,0.46,0.6,45612.74124316,19604.7581630404
3,0.5,0.38,0.1,0.7,0.2,45811.895588343,12818.6829166061
4,2.5,0.8,0.52,0.34,0.4,48981.197893367,18877.1958267342
5,1,0.52,0.66,0.7,0.6,51405.987923037,17734.2677801358
6,2,0.1,0.52,0.22,0.2,55007.6619857261,9208.78570108031
7,0.5,0.1,0.8,0.58,0.6,54132.119456357,10980.5514650117
8,1.5,0.52,0.38,0.1,0.6,38853.2004848515,17099.4905502136
9,2.5,0.1,0.24,0.46,0.6,60683.9665442309,9697.11572997636
10,3,0.52,0.24,0.58,0.4,58442.4969195525,15198.3418519196
11,0.5,0.24,0.24,0.7,0.4,48991.8837665374,12192.2457179626
12,3,0.52,0.8,0.34,0.2,59261.6346911831,14199.7975710621
13,2.5,0.24,0.8,0.22,0.2,57978.5161327772,11111.4287388604
14,2,0.1,0.24,0.1,0.2,49206.4923230452,8549.73782235579
15,2,0.38,0.38,0.1,0.4,45023.8032195942,13313.8613430569
16,2,0.52,0.38,0.34,0.2,49553.6987805967,13970.4404702162
17,3,0.52,0.8,0.46,0.6,60208.2413515646,17002.3343096414
18,3,0.66,0.24,0.22,0.6,47337.0413723771,18289.9929298737
19,3,0.38,0.8,0.7,0.6,67617.2643060929,15225.0765711593
20,3,0.38,0.1,0.22,0.2,51957.6883740131,11637.2172176168
21,1.5,0.24,0.38,0.34,0.6,49621.6712700969,12417.9177020852
22,2,0.52,0.1,0.46,0.6,47668.0481166409,16619.3519421998
23,3,0.1,0.8,0.34,0.6,65996.6810962918,10210.0026665378
24,1.5,0.66,0.8,0.22,0.6,43606.5120997277,19356.6982443063
25,1.5,0.24,0.52,0.22,0.2,49077.6431051975,10845.5886902374
26,3,0.66,0.66,0.1,0.6,48383.1824577244,18641.095796556
27,1,0.8,0.38,0.1,0.2,33428.9413647828,17652.2426523298
28,3,0.66,0.66,0.1,0.2,50245.039075075,15360.7973933462
29,2.5,0.38,0.24,0.58,0.4,57915.4228120405,13511.3798799831
30,1,0.66,0.52,0.46,0.4,43972.9341571294,17996.4603834291
31,0.5,0.1,0.8,0.34,0.2,49247.8948247952,9929.7612804932
32,1.5,0.38,0.52,0.46,0.4,51733.6211080621,13973.7896554814
33,1,0.24,0.66,0.1,0.2,43676.1258086936,10940.8714063877
34,2.5,0.1,0.1,0.1,0.4,50722.2778255214,8581.59382319818
35,2,0.1,0.24,0.46,0.2,57945.5338504987,9237.17034532413
36,2.5,0.1,0.52,0.7,0.2,68812.8988236254,10048.7496204211
37,3,0.66,0.52,0.7,0.6,60446.7054646256,18678.4510141482
38,2,0.24,0.1,0.1,0.2,45080.814384173,9979.59127949596
39,1.5,0.24,0.66,0.7,0.6,59942.6742774606,13192.198250962
40,2,0.24,0.52,0.34,0.6,54241.6451191749,12511.3256923648
41,1,0.38,0.38,0.22,0.4,41296.5311383647,13786.3208358463
42,3,0.52,0.66,0.46,0.4,59827.9545133895,15579.0343690682
43,1.5,0.66,0.38,0.46,0.2,47024.744752605,15830.8885821753
44,1,0.52,0.66,0.58,0.4,49767.0799788803,16378.2890118648
45,3,0.38,0.24,0.46,0.4,58244.9068838144,13289.99568287
46,2,0.52,0.66,0.58,0.2,57380.0440262546,14537.6918736039
47,1,0.1,0.8,0.22,0.6,49884.3511390244,10259.0651795965
48,2,0.8,0.24,0.58,0.6,47491.91467323,20386.2121485241
49,3,0.38,0.24,0.46,0.4,58244.9068838144,13289.99568287
50,0.5,0.66,0.52,0.46,0.2,41174.3457501199,16578.5912873305
51,2,0.1,0.52,0.34,0.2,57897.0558254899,9433.36984748371
52,1,0.24,0.8,0.58,0.2,56113.7713662354,11812.9281940152
53,0.5,0.52,0.66,0.34,0.2,41598.0367628058,15005.5296697144
54,2.5,0.52,0.66,0.7,0.6,61126.7743807642,17156.0595997152
55,2,0.38,0.24,0.58,0.2,55568.2791267528,12485.3915330716
56,2.5,0.66,0.66,0.58,0.4,57371.4203817035,17465.8014952586
57,0.5,0.24,0.52,0.1,0.4,37987.3179221013,11850.7840524661
58,2.5,0.1,0.24,0.1,0.4,52208.2065309618,8808.68875224186
59,3,0.24,0.66,0.34,0.2,62599.177736364,11115.9413080759
60,0.5,0.8,0.8,0.1,0.6,32085.3391596115,21366.0787589451
61,1,0.52,0.52,0.46,0.2,46790.4423632434,14644.2713016776
62,2.5,0.8,0.1,0.58,0.6,48971.984541927,20091.7108311318
63,1.5,0.8,0.24,0.34,0.6,39233.1877732066,20603.3365999025
64,1.5,0.24,0.24,0.46,0.2,51974.117214527,10829.0908148172
65,1,0.24,0.66,0.58,0.6,53938.847910642,13207.2294219905
66,0.5,0.66,0.24,0.46,0.4,37502.8002289474,18081.5731917213
67,2.5,0.8,0.38,0.22,0.6,43955.1243280484,20302.8573262894
68,1,0.38,0.24,0.34,0.6,42099.4075056376,14918.6873475603
69,1,0.52,0.1,0.58,0.6,43480.5984108146,17146.3377863628
70,1.5,0.52,0.38,0.7,0.6,52293.6507864269,17243.3839040158
71,0.5,0.24,0.1,0.34,0.6,39172.9229734526,12429.3018772144
72,0.5,0.8,0.24,0.34,0.6,32343.5262289924,21155.5799191761
73,1,0.52,0.66,0.46,0.4,47230.9216714291,16327.2123815012
74,1,0.8,0.24,0.22,0.4,33980.367867618,19433.5754658165
75,2.5,0.1,0.38,0.46,0.6,62055.0252582022,9906.90325093907
76,3,0.52,0.1,0.1,0.6,45039.2368336653,16099.5883110333
77,1,0.38,0.24,0.1,0.6,36201.7504679937,14798.35258472
78,0.5,0.52,0.38,0.1,0.6,31730.6823381877,17807.1012071321
79,2,0.66,0.38,0.34,0.4,46597.0593286848,17309.0788127144
80,0.5,0.52,0.38,0.46,0.2,41649.4638741333,14757.2318413955
81,0.5,0.8,0.66,0.22,0.6,33704.4030946162,21319.0945131084
82,2,0.24,0.66,0.46,0.4,58708.3824185826,12103.3808190113
83,2,0.1,0.1,0.1,0.2,47710.7128654283,8318.71870042621
84,2,0.52,0.38,0.7,0.2,57250.3210522416,14318.7470828158
85,3,0.24,0.52,0.46,0.2,64072.7621495605,11133.6847170217
86,0.5,0.52,0.8,0.34,0.6,41334.3486398203,18107.3225758206
87,1.5,0.24,0.66,0.34,0.2,53219.038110431,11221.1366045479
88,2.5,0.52,0.8,0.7,0.6,62295.6195539186,17268.2791504983
89,1.5,0.38,0.1,0.1,0.4,38808.4221018588,13065.5616937276
90,0.5,0.52,0.38,0.34,0.6,37485.0923956036,17766.1771020178
91,1,0.24,0.8,0.34,0.6,49844.1738198803,13106.8154206076
92,1.5,0.52,0.8,0.58,0.2,55297.2246929171,14839.0495981669
93,2.5,0.8,0.66,0.22,0.6,46550.9498815099,20463.5187573404
94,3,0.52,0.52,0.46,0.4,58588.2106656313,15430.1743524911
95,0.5,0.8,0.24,0.22,0.4,30395.7005675367,19780.4046275871
96,1,0.1,0.38,0.1,0.6,42982.3946449939,9476.32958864843
97,2,0.1,0.52,0.7,0.4,65416.8079031202,10308.7094574333
98,2.5,0.8,0.8,0.1,0.6,44839.7142803418,20533.324975707
99,0.5,0.66,0.38,0.34,0.4,36299.1652563557,18229.5905283871
100,3,0.52,0.38,0.34,0.4,54584.5176316963,15175.5615185756
101,2.5,0.52,0.24,0.46,0.2,53934.7141784943,13760.7952819169
102,1.5,0.1,0.66,0.1,0.2,49755.4900034127,9184.28716559475
103,2.5,0.38,0.66,0.7,0.2,65029.0680530609,13091.404028189
104,3,0.52,0.1,0.22,0.4,48832.4409759318,14717.0661851707
105,2.5,0.1,0.8,0.58,0.2,68743.9602916509,10193.9223589359
106,0.5,0.38,0.1,0.7,0.2,45811.895588343,12818.6829166061
107,0.5,0.52,0.66,0.7,0.2,49241.1451597104,15239.913247335
108,1.5,0.66,0.66,0.46,0.6,47804.1424369593,19266.2262646809
109,1,0.1,0.1,0.34,0.4,46315.710090697,9163.99211582846
110,0.5,0.52,0.24,0.58,0.2,42779.4844914795,14651.9683952126
111,1,0.8,0.38,0.22,0.4,35419.1507359277,19541.4043469347
112,1,0.38,0.52,0.7,0.2,53924.0489180886,13205.8090373317
113,1.5,0.66,0.52,0.46,0.4,47396.4779571459,17720.6133584655
114,1.5,0.38,0.66,0.22,0.4,47438.4891238046,13916.2244790037
115,3,0.66,0.8,0.58,0.6,60458.2408846575,18839.4666008769
116,1,0.1,0.66,0.58,0.2,57379.3217234738,10082.7575816109
117,2.5,0.24,0.1,0.1,0.6,47207.6727921722,11487.6015167887
118,0.5,0.38,0.38,0.34,0.6,39720.2094974019,15412.8684862811
119,3,0.38,0.52,0.1,0.6,51705.340758399,14391.9245806323
120,2,0.24,0.1,0.22,0.6,47120.5587875181,11758.974540829
121,3,0.38,0.1,0.34,0.2,54840.4414453304,11811.4078375177
122,1.5,0.1,0.66,0.34,0.6,55270.5032914886,10186.647577978
123,2,0.8,0.1,0.46,0.6,43494.6484097406,20272.7457964666
124,1.5,0.8,0.38,0.58,0.6,45747.3067378422,20678.8163501176
125,1,0.1,0.1,0.22,0.6,43147.9407006204,9248.66133193346
126,0.5,0.8,0.66,0.46,0.4,39796.3771760819,20000.3172824392
127,1,0.8,0.1,0.58,0.2,41380.0593020429,17346.0484032867
128,1,0.52,0.24,0.46,0.2,44024.0129733859,14292.6024924405
129,3,0.8,0.66,0.58,0.4,58168.2165212185,18853.6139763999
130,2,0.8,0.66,0.22,0.4,44517.7902477894,19187.4048967233
131,2,0.66,0.38,0.58,0.4,51800.8637112641,17391.9899517076
132,1,0.52,0.66,0.46,0.2,48057.6183121195,14809.6543268107
133,1.5,0.1,0.1,0.22,0.4,47111.8548933336,8874.29638292638
134,2,0.52,0.38,0.34,0.6,47895.4237540317,16893.5904667168
135,0.5,0.66,0.8,0.58,0.4,45266.105871351,18550.0836705875
136,1.5,0.52,0.24,0.1,0.4,38131.7764320886,15442.9257982644
137,2.5,0.8,0.1,0.22,0.6,41031.8473394498,20085.244103731
138,3,0.8,0.38,0.7,0.4,58012.8013232862,18662.9953313103
139,1,0.24,0.38,0.1,0.6,40083.4060589311,12312.7282036317
140,0.5,0.38,0.8,0.34,0.6,43567.8847978902,15850.2699070468
141,1.5,0.66,0.38,0.1,0.4,37624.3719525137,17567.8601992134
142,0.5,0.1,0.38,0.34,0.4,45209.8676590291,9712.10554238122
143,0.5,0.8,0.52,0.22,0.2,34100.9028455415,18134.6083621615
144,2,0.8,0.1,0.1,0.4,35997.2613649353,18731.271869442
145,2.5,0.8,0.24,0.22,0.2,44522.229896997,16655.7856507029
146,0.5,0.38,0.66,0.34,0.6,42357.072690142,15708.9813417869
147,1,0.52,0.66,0.7,0.2,53028.4747002803,14992.5189569469
148,3,0.52,0.38,0.34,0.6,53798.1936492924,16549.3626995825
149,1,0.8,0.66,0.22,0.2,39014.1406797711,17896.3693918196
150,1,0.38,0.66,0.22,0.6,43310.3813285178,15345.676550749
151,1.5,0.66,0.1,0.46,0.4,43130.5531952553,17273.4634032845
152,3,0.66,0.24,0.34,0.6,50150.370105632,18305.2603985046
153,2,0.38,0.52,0.46,0.6,54289.476770056,14977.5600842966
154,1.5,0.1,0.52,0.22,0.6,51121.1647187853,9784.94053268907
155,1,0.8,0.66,0.22,0.4,38055.343306529,19734.4317782413
156,2,0.8,0.24,0.58,0.2,49540.3816855613,17004.7267677528
157,0.5,0.1,0.1,0.34,0.6,42043.1090459391,9612.26241524759
158,2.5,0.1,0.24,0.1,0.4,52208.2065309618,8808.68875224186
159,3,0.66,0.1,0.22,0.2,47731.8373033361,14762.3454051844
160,2.5,0.52,0.8,0.22,0.4,52661.967899457,15676.8761100892
161,1,0.24,0.66,0.7,0.2,57382.6526125252,11815.5950588091
162,0.5,0.38,0.1,0.1,0.6,30834.8576747447,14979.3920655688
163,1,0.66,0.38,0.22,0.2,38066.5512718403,16028.9829094722
164,2,0.66,0.38,0.7,0.4,54212.3016895752,17438.0501187116
165,2.5,0.66,0.38,0.1,0.2,44786.8700988702,15205.3797086994
166,3,0.66,0.38,0.22,0.2,50646.3654666307,15137.6559514726
167,2,0.24,0.66,0.1,0.4,50078.8607001305,11586.0954535254
168,3,0.1,0.38,0.7,0.2,70498.9171920502,9869.71380995906
169,2.5,0.66,0.24,0.46,0.2,51905.4602695808,15279.4859172412
170,3,0.24,0.8,0.46,0.6,65387.7632492318,12838.9673716364
171,2,0.24,0.8,0.7,0.2,65411.7261515194,11872.9153622944
172,3,0.66,0.52,0.7,0.4,61356.0649871511,17252.1894295893
173,1,0.24,0.8,0.22,0.6,46979.5473999365,12975.8861640378
174,3,0.52,0.52,0.34,0.4,55903.8964565103,15335.6322744572
175,2,0.52,0.8,0.46,0.2,56015.9053155071,14569.7566587083
176,1.5,0.52,0.24,0.7,0.6,50890.8972483455,17084.3563103066
177,2,0.52,0.8,0.34,0.4,52454.4219559304,15929.4977782475
178,1.5,0.1,0.24,0.34,0.6,51303.4537868718,9595.32929074033
179,2.5,0.24,0.66,0.58,0.6,63875.3664297714,12893.8078342056
180,2,0.52,0.1,0.34,0.4,45745.2016750847,15140.4767995474
181,3,0.66,0.52,0.7,0.6,60446.7054646256,18678.4510141482
182,3,0.52,0.52,0.58,0.6,60332.4545728199,16824.209398056
183,2,0.52,0.52,0.34,0.4,50003.2433753921,15659.3637631914
184,0.5,0.52,0.24,0.22,0.6,33238.6673922051,17640.3905497767
185,2,0.1,0.66,0.7,0.4,66635.1792003877,10484.3693914021
186,1,0.38,0.1,0.22,0.4,38323.0949770568,13396.2140604188
187,2.5,0.24,0.38,0.58,0.6,61347.610561548,12551.9813763516
188,1,0.1,0.66,0.22,0.6,48687.1467187318,10083.0718070369
189,1.5,0.66,0.8,0.34,0.2,48158.7131058286,16209.2114219805
190,0.5,0.24,0.1,0.34,0.4,39636.5174229394,11534.4716816827
191,1.5,0.52,0.1,0.58,0.2,48627.7368683533,13982.2021052657
192,3,0.24,0.66,0.46,0.4,64732.716107529,11999.2460573746
193,2,0.52,0.8,0.7,0.6,59270.0786091461,17426.8605245575
194,3,0.8,0.24,0.46,0.4,51695.441213798,18459.8907720426
195,2,0.8,0.66,0.7,0.6,53830.5310508662,20670.0230218731
196,2.5,0.38,0.38,0.7,0.2,62505.4561126989,12749.5431483513
197,2.5,0.24,0.1,0.58,0.2,59581.6625002201,10734.898628919
198,2,0.8,0.24,0.22,0.2,41520.7091291521,16884.054596757
199,3,0.38,0.52,0.22,0.2,56161.6401752242,12230.623666211
200,2,0.24,0.38,0.46,0.2,56692.5345799279,11004.2296290177
201,2.5,0.38,0.52,0.46,0.2,58808.4962704576,12622.3252024441
202,0.5,0.1,0.38,0.1,0.2,39389.5529111765,8916.51283420775
203,2.5,0.52,0.1,0.58,0.4,54091.6308864146,15139.6331717712
204,1,0.8,0.24,0.1,0.6,30286.6410713748,20915.5610763865
205,2,0.1,0.8,0.7,0.2,68018.5213485546,10391.1593403717
206,1.5,0.1,0.52,0.34,0.2,54479.1509613579,9450.00648179401
207,2,0.66,0.66,0.46,0.4,51851.2261149431,17608.1079392717
208,1,0.8,0.1,0.46,0.6,36992.2386108209,20757.3741450034
209,2,0.24,0.1,0.46,0.4,53281.6229685125,11331.4011240965
210,1,0.38,0.1,0.46,0.2,44639.1656258353,12349.7904294743
211,3,0.8,0.24,0.34,0.4,49035.0854635625,18420.8293963622
212,2.5,0.66,0.8,0.7,0.2,61991.4374444321,16076.1806997678
213,1.5,0.66,0.66,0.1,0.4,40266.3927864018,17824.7662070125
214,1.5,0.8,0.52,0.22,0.6,39251.5175602149,20773.2494275364
215,3,0.66,0.38,0.7,0.6,59142.9310603312,18559.056585845
216,2.5,0.38,0.24,0.34,0.2,53387.4967409156,12085.4189149935
217,3,0.52,0.38,0.58,0.6,59025.9688211947,16681.8377736987
218,2,0.8,0.1,0.7,0.6,48388.2274041221,20285.3297414922
219,0.5,0.38,0.52,0.7,0.2,50066.3728771496,13390.3227172368
220,1,0.52,0.24,0.1,0.4,34655.1465333958,15763.6202267873
221,3,0.1,0.38,0.58,0.4,67827.1011746758,9906.96496512545
222,0.5,0.38,0.52,0.46,0.2,45046.4107328912,13153.0224638722
223,0.5,0.66,0.38,0.1,0.6,29890.5089169702,19728.3261501988
224,2.5,0.24,0.38,0.22,0.6,53177.1925294855,12074.786774681
225,2.5,0.52,0.24,0.34,0.4,50311.4173177061,15140.8873592587
226,2.5,0.8,0.38,0.22,0.2,45944.2386398487,16825.9132101589
227,3,0.24,0.66,0.1,0.4,56147.7462973425,11451.2315582691
228,1.5,0.52,0.66,0.58,0.4,53242.9603488231,16144.3988463139
229,1.5,0.52,0.8,0.1,0.2,44245.4131766373,14450.9026935999
230,2.5,0.38,0.52,0.7,0.4,63038.0882376422,13989.3134646342
231,2.5,0.38,0.24,0.1,0.6,46046.0568284956,14178.3693745569
232,2.5,0.1,0.66,0.46,0.2,65030.8803862031,9817.52739922199
233,1.5,0.66,0.24,0.22,0.6,38350.0860444855,18956.0038296992
234,2,0.24,0.8,0.58,0.6,61940.1451362937,13126.1641012437
235,1,0.8,0.1,0.22,0.2,33388.8393324973,17326.8500580049
236,1.5,0.1,0.38,0.22,0.6,49792.8903079718,9591.09021051224
237,2,0.24,0.1,0.46,0.2,53825.5171851375,10581.28080195
238,2,0.8,0.66,0.7,0.6,53830.5310508662,20670.0230218731
239,1.5,0.38,0.24,0.34,0.6,45615.1502544938,14682.9005169323
240,0.5,0.52,0.66,0.22,0.2,38773.0971207007,14942.0111743235
241,2.5,0.52,0.1,0.46,0.4,51522.150560188,15045.8604386381
242,3,0.8,0.52,0.1,0.4,46026.1384459715,18668.8642245464
243,3,0.66,0.38,0.22,0.6,48748.4949145148,18430.3978865851
244,1.5,0.52,0.66,0.1,0.6,41491.59152297,17365.8251532329
245,2.5,0.38,0.1,0.1,0.6,44531.2339351541,13984.4480985774
246,2,0.66,0.38,0.58,0.6,50916.2251571162,18862.432841284
247,1,0.24,0.38,0.7,0.4,54312.9812344988,12218.2646978389
248,2,0.52,0.38,0.34,0.4,48668.9629255286,15492.4992755513
249,2,0.8,0.38,0.46,0.6,46400.2025294555,20484.9585225949
250,1,0.66,0.1,0.22,0.2,35082.6672176422,15673.3739663543
251,2,0.24,0.1,0.58,0.4,55880.8241868197,11502.5424810543
252,2,0.52,0.1,0.22,0.6,42126.53127389,16535.2309947435
253,1.5,0.66,0.24,0.1,0.6,35399.0263558442,18981.2973550431
254,2.5,0.1,0.52,0.46,0.4,63573.6196579734,9896.73948574446
255,1.5,0.52,0.1,0.58,0.4,47751.8614172702,15497.7125442018
256,0.5,0.52,0.1,0.7,0.2,43707.9792325143,14544.6074504484
257,2,0.38,0.38,0.7,0.2,59403.6644619965,12826.1019095456
258,3,0.24,0.52,0.22,0.6,57433.3098122182,12191.6607552751
259,1.5,0.1,0.38,0.46,0.2,55907.380412875,9461.29118142666
260,0.5,0.52,0.38,0.58,0.4,43399.8541570456,16393.5035048827
261,2.5,0.38,0.1,0.34,0.4,51132.2539594265,13042.7086368346
262,1.5,0.66,0.1,0.34,0.6,39627.3472186126,18811.1745260572
263,1,0.8,0.66,0.34,0.6,39940.155431772,21076.4246484108
264,2.5,0.24,0.66,0.1,0.4,53213.3482105362,11503.9424551655
265,3,0.8,0.66,0.7,0.4,60554.5674250542,18894.4396340122
266,1,0.66,0.24,0.22,0.6,34966.0087334387,19253.6739178462
267,2,0.24,0.66,0.58,0.2,61812.0657046613,11541.1169236175
268,2,0.8,0.66,0.22,0.6,43625.6513273386,20642.2534543277
269,2,0.24,0.38,0.22,0.6,50036.1445615614,12162.8225615198
270,1,0.1,0.52,0.46,0.2,53537.0430375974,9693.77644184475
271,0.5,0.38,0.52,0.1,0.4,35800.3992588017,14192.936468148
272,2,0.1,0.38,0.34,0.6,56128.239031235,9738.22670475339
273,2,0.24,0.24,0.1,0.6,45556.2984860312,11808.33547111
274,2.5,0.66,0.24,0.22,0.6,44516.8691918048,18476.8365661923
275,1.5,0.52,0.1,0.1,0.4,36591.5128304147,15257.9101676486
276,1.5,0.24,0.52,0.46,0.2,54693.0967774154,11222.8359401297
277,1,0.52,0.1,0.46,0.6,40929.481457562,17124.598311289
278,1.5,0.38,0.24,0.46,0.6,48328.5315312911,14764.51853413
279,0.5,0.66,0.24,0.58,0.2,40922.791362883,16300.7550145672
280,0.5,0.38,0.24,0.22,0.2,36651.6124451239,12528.3787768408
281,3,0.38,0.66,0.58,0.2,65496.8557396495,12885.7057372357
282,1,0.8,0.8,0.46,0.2,45618.2933906092,18005.5396886624
283,2,0.24,0.52,0.34,0.4,54747.3613797271,11763.8482437016
284,0.5,0.24,0.1,0.58,0.2,45509.570105793,10992.8040728075
285,3,0.52,0.52,0.34,0.6,55118.1960303786,16690.7718664909
286,0.5,0.8,0.52,0.46,0.4,38521.8391021418,19905.4425766842
287,1,0.66,0.24,0.46,0.2,42128.207436348,15932.6746337472
288,2,0.1,0.1,0.34,0.2,53729.6732082636,8795.14756153813
289,2.5,0.38,0.24,0.58,0.6,57231.7509903584,14602.3161842726
290,1,0.66,0.38,0.58,0.4,45152.6775216124,17883.7352772747
291,1,0.38,0.38,0.1,0.2,38916.1106315115,12341.7622403148
292,3,0.52,0.52,0.1,0.4,50065.2489509254,15158.5794406839
293,0.5,0.52,0.38,0.58,0.6,42669.3373561691,17769.5401267941
294,3,0.38,0.38,0.34,0.4,56924.7576780193,13333.3604298233
295,1,0.8,0.24,0.46,0.4,39370.2973978474,19379.3512744489
296,1.5,0.1,0.24,0.58,0.4,56890.464438867,9743.87325408223
297,2.5,0.24,0.24,0.7,0.2,63489.7386638551,11129.4138497929
298,3,0.66,0.8,0.34,0.2,57233.6218303411,15672.6797034917
299,2,0.8,0.38,0.34,0.4,44687.5813647485,18964.9925099566
300,2,0.24,0.66,0.22,0.6,52623.7341580754,12526.2360512488
301,2.5,0.52,0.38,0.22,0.6,48106.0402139701,16659.3701011269
302,1.5,0.1,0.38,0.7,0.6,60512.2890268695,10399.6914918574
303,0.5,0.24,0.52,0.22,0.2,41535.5538881962,11102.3554116611
304,2.5,0.8,0.38,0.22,0.4,44857.5963347166,18754.7607384238
305,1,0.52,0.52,0.1,0.6,36780.6792066178,17545.8938691495
306,1.5,0.52,0.24,0.46,0.4,46690.7772909442,15600.9691810926
307,1,0.38,0.66,0.58,0.6,51388.0933909265,15539.3010889366
308,2,0.38,0.1,0.58,0.2,54088.5367054697,12283.1773247579
309,1.5,0.38,0.24,0.1,0.4,40343.9913929087,13269.9600765085
310,3,0.52,0.1,0.46,0.4,54402.4137799336,14910.2999345934
311,1.5,0.66,0.52,0.58,0.6,49051.2239712002,19187.9969952476
312,0.5,0.8,0.52,0.34,0.4,35928.0368038006,19932.8032801064
313,1,0.66,0.52,0.46,0.4,43972.9341571294,17996.4603834291
314,1.5,0.1,0.38,0.22,0.6,49792.8903079718,9591.09021051224
315,0.5,0.24,0.38,0.34,0.4,42599.4947719951,11959.8377059899
316,0.5,0.1,0.24,0.34,0.2,44022.3807833317,9144.45223065282
317,0.5,0.38,0.24,0.7,0.6,45997.8747378919,15415.3344201539
318,1,0.66,0.38,0.7,0.2,48511.3147015939,16204.7885696964
319,2.5,0.24,0.8,0.7,0.4,67972.0047392042,12519.1879038845
320,2,0.1,0.1,0.58,0.6,58619.0465502839,9721.39871325851
321,2,0.52,0.66,0.46,0.6,53155.1334185952,17209.2203962702
322,3,0.52,0.8,0.34,0.4,58329.7859459998,15615.066427465
323,1,0.8,0.8,0.46,0.6,43721.3001036037,21120.1651414456
324,0.5,0.1,0.38,0.1,0.4,39160.5843938148,9280.8466788818
325,0.5,0.52,0.1,0.1,0.2,30078.8653890532,14181.0766601235
326,2,0.52,0.52,0.22,0.6,46410.0827340915,17006.4552860864
327,1,0.1,0.52,0.22,0.4,47644.2084155534,9589.6086099513
328,1,0.52,0.66,0.46,0.2,48057.6183121195,14809.6543268107
329,3,0.66,0.66,0.46,0.2,58722.2092838824,15634.3953008567
330,1,0.8,0.1,0.58,0.4,40360.4385610816,19241.230088669
331,3,0.52,0.1,0.46,0.6,53605.526025643,16281.3291498078
332,2,0.24,0.8,0.7,0.4,64879.842698029,12576.5630591977
333,2.5,0.8,0.8,0.58,0.4,56560.6430547331,19113.9923163064
334,2,0.38,0.24,0.46,0.2,52985.9756940258,12331.2673417386
335,1.5,0.38,0.1,0.34,0.6,44102.4466517154,14496.0408647624
336,2,0.24,0.38,0.46,0.2,56692.5345799279,11004.2296290177
337,2.5,0.66,0.8,0.34,0.2,54395.9133264797,15816.7673682946
338,2.5,0.8,0.24,0.46,0.6,47950.7083924455,20190.7439151977
339,0.5,0.24,0.52,0.34,0.6,43490.9870106349,13014.8266059048
340,2.5,0.66,0.24,0.58,0.4,53413.8201777417,17052.2821393344
341,1,0.1,0.66,0.58,0.6,56925.70531253,10674.1025227044
342,1,0.38,0.24,0.58,0.2,48738.0779487494,12693.3741675176
343,1.5,0.66,0.38,0.46,0.6,45208.2233761639,19051.9388201722
344,0.5,0.52,0.38,0.22,0.2,36116.1274745824,14619.0659474559
345,1,0.1,0.1,0.7,0.6,53978.3682632841,10060.3425342016
346,3,0.66,0.8,0.34,0.2,57233.6218303411,15672.6797034917
347,3,0.52,0.38,0.1,0.2,49649.2572611206,13456.1864672544
348,0.5,0.52,0.52,0.46,0.4,42208.5577111801,16507.0266487856
349,2,0.38,0.1,0.1,0.2,42799.9685886032,11645.1388869053
350,1,0.52,0.8,0.58,0.2,51798.3234530316,15036.4092599159
351,2,0.1,0.52,0.34,0.6,57438.4404447961,9937.72275113799
352,3,0.1,0.66,0.58,0.6,70091.4780052749,10447.7018645023
353,3,0.52,0.66,0.7,0.4,64778.7084249132,15769.6220112601
354,3,0.1,0.66,0.7,0.2,72972.3947988585,10232.8521963478
355,0.5,0.52,0.8,0.58,0.4,47215.7129650606,16802.5464568134
356,2.5,0.66,0.24,0.7,0.2,56885.9674506903,15472.5602825409
357,2,0.52,0.1,0.46,0.4,48454.6128416192,15216.2118038455
358,2,0.1,0.66,0.1,0.2,53189.0819315571,9159.70882408596
359,1,0.24,0.38,0.7,0.4,54312.9812344988,12218.2646978389
360,2.5,0.1,0.52,0.46,0.2,63809.3010435223,9642.43313818402
361,0.5,0.38,0.66,0.1,0.6,36529.5314194502,15643.3876193863
362,2.5,0.38,0.38,0.7,0.4,61738.2470527934,13820.097098857
363,0.5,0.38,0.66,0.7,0.2,51325.6136240928,13568.70346199
364,1.5,0.8,0.52,0.46,0.2,46556.8211466114,17496.78957977
365,2.5,0.8,0.52,0.1,0.4,43254.0049152175,18873.0223174291
366,2.5,0.8,0.1,0.7,0.4,52338.1478997918,18542.2976435044
367,2,0.1,0.52,0.58,0.6,62747.3849077708,10340.1207423895
368,1,0.1,0.38,0.7,0.2,57298.1804829716,9896.99723887404
369,2.5,0.66,0.1,0.22,0.4,43848.8507109272,16736.0382997189
370,1.5,0.1,0.8,0.34,0.2,56903.3152257143,9804.51729588421
371,1.5,0.1,0.66,0.34,0.6,55270.5032914886,10186.647577978
372,0.5,0.52,0.8,0.34,0.4,42036.141589603,16748.9307231328
373,2.5,0.52,0.24,0.22,0.4,47458.6185493516,15056.3647675936
374,1.5,0.24,0.8,0.34,0.2,54406.1718910533,11385.8396865162
375,3,0.8,0.8,0.58,0.4,59341.9516660393,18950.4103317401
376,0.5,0.52,0.24,0.46,0.4,39422.2864017296,16200.3178054787
377,1,0.1,0.66,0.58,0.6,56925.70531253,10674.1025227044
378,1,0.24,0.1,0.58,0.2,49463.8581031106,10865.084498401
379,0.5,0.38,0.24,0.34,0.4,38882.068164326,13987.6956773416
