Version,window_u,shgc,roof_u,extWall_u,transmittance,total_idealHeating,total_idealCooling,total_solarRad,,total_idealHeating(per m2),total_idealCooling (per m2)
249,1.92,0.49,0.475,0.5,0.6,23892.01785,2255.468072,5610.63178,,126.386044487939,11.9311683876428
250,1.92,0.36,0.225,0.1,0.8,19447.42823,1841.139364,4193.175355,,102.874673243758,9.73941686415573
251,2.46,0.49,0.475,0.26,0.2,23363.3366,1863.183395,4452.96152,,123.589381083369,9.85602726936098
252,2.46,0.36,0.35,0.18,0.2,22528.13484,1534.226967,2993.942804,,119.171259204401,8.11588535230639
253,3,0.75,0.225,0.1,0.8,19575.87918,2819.82681,10693.99985,,103.554164092256,14.9165616271689
254,2.46,0.49,0.1,0.5,0.8,22489.20246,2209.105747,6185.454872,,118.965311362675,11.6859169858231
255,0.84,0.23,0.35,0.1,0.4,18812.50722,1394.709636,1673.021498,,99.5160136479052,7.37785461278036
256,0.84,0.62,0.475,0.34,0.4,19939.58089,2491.462446,7001.076551,,105.478104581041,13.1795516610241
257,0.84,0.1,0.475,0.1,0.6,20273.59135,1173.134471,564.4545755,,107.244981749894,6.20574730744816
258,0.3,0.75,0.1,0.1,0.6,13281.99561,2920.878767,9744.675557,,70.2602391557342,15.4511149333474
259,1.92,0.62,0.475,0.1,0.8,19665.74693,2662.039216,8555.777214,,104.029554221329,14.0818832839611
260,0.84,0.36,0.6,0.26,0.6,20883.57032,1988.825803,3618.244259,,110.471700804063,10.520661251587
261,0.84,0.62,0.475,0.5,0.4,21261.70395,2506.536034,7001.076551,,112.471984500635,13.2592892192129
262,0.3,0.49,0.6,0.26,0.2,19294.37207,2107.21969,4664.087531,,102.065023645789,11.1469513859501
263,0.3,0.23,0.6,0.34,0.2,21129.69711,1514.005462,1463.335297,,111.773683400339,8.00891590139653
264,1.38,0.36,0.225,0.26,0.4,20144.24365,1677.61103,3228.942246,,106.560747196361,8.87437066229369
265,3,0.62,0.6,0.18,0.8,23059.80811,2606.842173,8546.999977,,121.983750052899,13.7898972333898
266,3,0.49,0.6,0.1,0.4,23307.05299,1993.041197,5028.472727,,123.29164721752,10.5429602041896
267,1.92,0.23,0.475,0.34,0.8,23878.74337,1623.12186,2227.843922,,126.315824005501,8.58612917900973
268,0.3,0.49,0.1,0.34,0.8,16386.03857,2430.254354,6456.402351,,86.6802717414304,12.8557678480745
269,1.92,0.49,0.475,0.34,0.2,23022.31918,1916.833669,4453.853084,,121.785437896741,10.1398310886585
270,2.46,0.62,0.35,0.34,0.4,22556.28879,2285.474692,6995.375679,,119.320190382988,12.0898999788405
271,1.38,0.75,0.225,0.34,0.8,18680.80006,2979.181513,10706.21581,,98.8192978205671,15.7595297979264
272,2.46,0.62,0.225,0.5,0.8,22671.86317,2577.99336,8551.60683,,119.931565647482,13.6372903089293
273,0.3,0.49,0.6,0.18,0.4,18352.76355,2271.830486,5261.525804,,97.0840221646213,12.0177236881083
274,0.3,0.36,0.1,0.34,0.8,17051.22577,2014.078522,4008.299251,,90.1990360241219,10.6542452496826
275,1.92,0.62,0.225,0.42,0.2,21709.50504,2115.838848,6218.302699,,114.840801100296,11.1925457469319
276,1.92,0.23,0.35,0.1,0.2,21381.48121,1278.655581,1573.189732,,113.105592520102,6.76394192234448
277,1.92,0.49,0.6,0.18,0.6,21858.94003,2234.869649,5610.63178,,115.631295122725,11.8222050835802
278,1.92,0.49,0.225,0.42,0.4,22003.43469,2006.344479,5032.242432,,116.395655363944,10.6133330459162
279,1.38,0.23,0.225,0.34,0.2,21660.38609,1323.847866,1462.967073,,114.580967467203,7.00300394625476
280,0.3,0.49,0.6,0.26,0.8,18714.81717,2573.416457,6456.402351,,98.99924444562,13.6130790150233
281,3,0.75,0.6,0.18,0.8,22497.78357,2916.24386,10693.99985,,119.010704454084,15.426596804909
282,0.84,0.62,0.1,0.42,0.8,17859.25014,2703.755037,8563.008575,,94.4733926153195,14.3025552105375
283,3,0.62,0.6,0.1,0.2,23004.81062,2102.539439,6216.10839,,121.692819614896,11.1221933929327
284,3,0.1,0.475,0.1,0.4,24878.5548,1118.794646,532.716705,,131.604712230216,5.91829584214981
285,0.84,0.36,0.6,0.42,0.6,22251.95256,2025.081429,3618.244259,,117.710286500212,10.7124493705036
286,1.38,0.62,0.475,0.5,0.2,22709.97854,2263.951833,6219.249295,,120.133191599661,11.9760465139653
287,0.84,0.75,0.225,0.1,0.8,15265.27367,3049.639599,10709.6115,,80.7515534807448,16.1322450222175
288,1.38,0.36,0.35,0.42,0.2,22456.98407,1645.738861,2841.106425,,118.794879760897,8.70577053004655
289,0.84,0.49,0.225,0.42,0.4,19662.98841,2106.826737,5260.216808,,104.014961965722,11.1448727094795
290,2.46,0.36,0.1,0.1,0.6,19816.05129,1656.375402,3791.760555,,104.824647111722,8.76203661658908
291,2.46,0.75,0.6,0.42,0.2,24362.42217,2451.261192,7805.01647,,128.874429591621,12.966891620821
292,1.38,0.62,0.35,0.1,0.4,18241.48224,2359.766939,6999.354063,,96.4953567498942,12.4828974767245
293,0.3,0.62,0.6,0.18,0.4,17845.76653,2588.228903,7002.644712,,94.4020658590775,13.6914351618705
294,1.92,0.49,0.475,0.5,0.4,24100.54955,2112.141486,5032.242432,,127.489153353788,11.1729871244181
295,2.46,0.1,0.225,0.34,0.6,24510.99618,1138.356491,602.2264778,,129.660369128227,6.02177576703343
296,2.46,0.36,0.35,0.42,0.6,24215.99763,1838.917304,3791.760555,,128.099860505713,9.72766242065172
297,0.84,0.36,0.6,0.18,0.4,20324.1904,1837.042979,3229.919707,,107.512644942869,9.71774745556496
298,3,0.75,0.6,0.42,0.6,24743.27994,2799.329425,9730.634564,,130.889123677529,14.8081328025815
299,2.46,0.49,0.225,0.34,0.2,22594.09489,1794.761517,4452.96152,,119.520180332205,9.49408335272958
300,0.84,0.1,0.1,0.18,0.6,18742.26531,1056.143115,564.4545755,,99.1444419699535,5.58687640181972
301,0.84,0.62,0.225,0.5,0.4,19783.55874,2429.049254,7001.076551,,104.652765234871,12.8493930067711
302,1.38,0.75,0.225,0.1,0.4,16963.08956,2617.824061,8773.377263,,89.7328055438003,13.8479901661024
303,3,0.23,0.225,0.1,0.2,22680.12309,1219.024697,1572.503701,,119.975259680491,6.44850135950064
304,3,0.23,0.475,0.34,0.8,25885.53452,1589.438949,2225.099799,,136.93151988997,8.40795042848075
305,0.3,0.1,0.225,0.1,0.8,17256.29028,1136.413663,630.9014586,,91.2838038510368,6.01149842890394
306,1.92,0.62,0.1,0.1,0.6,17507.38386,2400.167354,7776.619042,,92.6120601988997,12.6966110558612
307,0.84,0.75,0.225,0.34,0.8,17473.47749,3040.488885,10709.6115,,92.4326993757935,16.0838387907321
308,1.92,0.62,0.1,0.42,0.2,20902.22658,2065.686036,6218.302699,,110.57039028777,10.927243101989
309,0.3,0.1,0.6,0.42,0.6,22359.57965,1359.158167,564.1887356,,118.279621508675,7.18979140393568
310,1.92,0.36,0.35,0.5,0.8,23701.29696,1986.427751,4193.175355,,125.3771527719,10.5079758305121
311,3,0.62,0.225,0.42,0.4,23400.58099,2224.377091,6993.072253,,123.786399650868,11.7667006506559
312,1.38,0.36,0.6,0.34,0.8,22679.99345,2057.564163,4004.61389,,119.974573899704,10.8842793218367
313,0.84,0.75,0.1,0.5,0.6,18210.66638,2848.07599,9742.343302,,96.3323443715616,15.0659965615743
314,0.3,0.1,0.6,0.18,0.6,20260.50781,1273.304214,564.1887356,,107.17577131824,6.73563380236987
315,1.92,0.36,0.225,0.26,0.4,21254.35526,1656.368006,3394.104642,,112.433110770207,8.76199749259416
316,0.3,0.62,0.35,0.1,0.4,15641.17802,2515.690732,7002.644712,,82.7400445408379,13.307716525603
317,3,0.62,0.475,0.18,0.8,22383.29908,2572.469028,8546.999977,,118.405094583157,13.608067223868
318,1.92,0.36,0.225,0.42,0.8,22307.91628,1921.122657,4193.175355,,118.006328184511,10.1625193451121
319,3,0.75,0.1,0.34,0.8,20917.69334,2796.520691,10693.99985,,110.652207680914,14.7932749206517
320,3,0.49,0.1,0.42,0.4,23173.59603,1894.759863,5028.472727,,122.585675148117,10.0230631771054
321,0.84,0.1,0.475,0.42,0.4,23169.34398,1259.953681,497.6532392,,122.563182289463,6.66501100825222
322,0.3,0.49,0.6,0.1,0.8,17215.78292,2563.164904,6456.402351,,91.0695245450698,13.5588494710114
323,3,0.49,0.225,0.18,0.6,21683.66602,2039.302568,5604.977222,,114.704115636902,10.7876775708845
324,0.3,0.75,0.475,0.5,0.6,19207.61994,3010.245702,9744.675557,,101.606114790521,15.9238558082945
325,0.3,0.36,0.1,0.26,0.2,16837.36931,1591.934532,2842.027765,,89.0677597862886,8.42115177740161
326,1.92,0.75,0.35,0.42,0.2,21983.52382,2420.801631,7806.030808,,116.290329136691,12.8057640234871
327,2.46,0.23,0.475,0.5,0.6,26279.14103,1593.515738,2008.69805,,139.013653353788,8.42951617647059
328,0.3,0.75,0.1,0.42,0.6,16217.43157,2912.258434,9744.675557,,85.7883599767245,15.4055143567499
329,1.38,0.23,0.1,0.1,0.6,18368.178,1350.582522,1882.258407,,97.1655628438426,7.14442722175201
330,1.38,0.1,0.35,0.26,0.8,22291.76999,1199.199435,631.567199,,117.920916155311,6.34362798878544
331,1.38,0.62,0.1,0.5,0.8,19736.71471,2643.063141,8559.563598,,104.404965668642,13.9815020154465
332,2.46,0.23,0.225,0.1,0.8,21327.71713,1436.419558,2226.606843,,112.821186680068,7.59849533432078
333,2.46,0.23,0.1,0.26,0.6,22075.92315,1378.959244,2008.69805,,116.779111034702,7.29453683876428
334,1.92,0.23,0.475,0.34,0.8,23878.74337,1623.12186,2227.843922,,126.315824005501,8.58612917900973
335,2.46,0.49,0.225,0.26,0.8,21288.83916,2208.487289,6185.454872,,112.615526661024,11.6826454136691
336,3,0.62,0.1,0.18,0.4,20511.35913,2134.840776,6993.072253,,108.502746138383,11.2930637748625
337,3,0.75,0.225,0.34,0.4,22217.22108,2488.274264,8767.269282,,117.526560939484,13.1626865425307
338,0.84,0.23,0.6,0.1,0.2,20348.80687,1400.953806,1463.171452,,107.642863256454,7.41088555861193
339,2.46,0.23,0.1,0.5,0.8,23993.0976,1512.7442,2226.606843,,126.920744815912,8.00224396953026
340,1.92,0.23,0.225,0.18,0.2,21376.78831,1261.574064,1573.189732,,113.08076761532,6.67358264917478
341,1.38,0.75,0.35,0.18,0.6,18251.92955,2844.745161,9739.796535,,96.5506218260686,15.0483768567499
342,0.3,0.62,0.475,0.5,0.6,19704.6758,2738.225446,7784.394805,,104.235483495557,14.4848997355057
343,0.84,0.36,0.225,0.42,0.6,20105.32994,1894.537003,3618.244259,,106.354898116801,10.0218842731697
344,1.38,0.36,0.6,0.1,0.6,20647.96971,1897.022293,3616.778068,,109.225400497249,10.0350311732967
345,1.92,0.23,0.1,0.18,0.2,20570.53028,1210.181748,1573.189732,,108.815754760897,6.40172316969954
346,3,0.49,0.6,0.18,0.4,24041.94313,2012.340774,5028.472727,,127.179132088447,10.6450527613204
347,1.38,0.36,0.6,0.5,0.2,24459.20093,1755.803454,2841.106425,,129.386378173931,9.28799965086754
348,1.92,0.75,0.1,0.1,0.6,16977.67416,2717.772514,9737.01499,,89.8099564113415,14.3767060622091
349,0.3,0.36,0.1,0.34,0.2,17562.67561,1614.939723,2842.027765,,92.9045472386796,8.54284660918324
350,2.46,0.49,0.225,0.5,0.8,23291.71624,2251.030155,6185.454872,,123.210517562421,11.907692313796
351,1.38,0.62,0.225,0.5,0.8,20554.40415,2680.050403,8559.563598,,108.730449375793,14.1771604052053
352,1.92,0.62,0.35,0.18,0.8,19689.0008,2634.51736,8555.777214,,104.152564536606,13.9362958104105
353,2.46,0.62,0.1,0.5,0.6,22059.44514,2398.752001,7773.491255,,116.691944244604,12.6891240002116
354,0.84,0.1,0.6,0.1,0.6,20948.1015,1218.157256,564.4545755,,110.813063372831,6.44391269572577
355,2.46,0.62,0.225,0.34,0.4,21798.98236,2244.844533,6995.375679,,115.314125899281,11.8749710801947
356,1.38,0.49,0.1,0.5,0.4,20734.39378,2016.175315,5258.767774,,109.682573952603,10.6653370450698
357,0.3,0.49,0.1,0.34,0.8,16386.03857,2430.254354,6456.402351,,86.6802717414304,12.8557678480745
358,3,0.75,0.475,0.42,0.2,24624.05775,2385.446557,7803.904,,130.258451914939,12.618739721752
359,0.3,0.62,0.35,0.26,0.6,16933.57,2691.603255,7784.394805,,89.5766504443504,14.2382736722387
360,2.46,0.62,0.225,0.5,0.6,22864.30608,2439.404518,7773.491255,,120.94956665256,12.9041711701227
361,1.92,0.75,0.225,0.1,0.6,17819.87238,2752.650219,9737.01499,,94.2650887642827,14.5612051364791
362,0.3,0.36,0.225,0.1,0.2,16132.94443,1598.026634,2842.027765,,85.3414326597546,8.4533783008887
363,1.92,0.62,0.1,0.5,0.8,20846.44852,2587.302147,8555.777214,,110.275330723656,13.6865327285231
364,0.84,0.49,0.475,0.34,0.2,20681.94857,2009.858691,4663.433033,,109.405144784173,10.631922825857
365,3,0.1,0.1,0.1,0.6,22591.74873,997.0189649,602.2866672,,119.507769413881,5.27411640340669
366,2.46,0.62,0.35,0.1,0.2,20658.80217,2055.371401,6217.260103,,109.282702972916,10.872679861405
367,0.3,0.75,0.475,0.42,0.8,18329.29331,3164.133203,10712.72117,,96.9598672767668,16.7379031051629
368,2.46,0.23,0.475,0.34,0.6,25001.26967,1545.228084,2008.69805,,132.253859870927,8.17408000423191
369,3,0.1,0.35,0.34,0.6,26214.42787,1180.458577,602.2866672,,138.671328131612,6.24449099132459
370,1.92,0.75,0.1,0.26,0.4,18744.16007,2530.310999,8771.522899,,99.1544650338553,13.3850560674989
371,1.92,0.75,0.35,0.42,0.4,21701.79143,2621.909048,8771.522899,,114.799996984765,13.8695992805755
372,2.46,0.75,0.35,0.26,0.4,21353.69667,2559.014348,8769.494223,,112.958615478206,13.5368935040203
373,0.84,0.75,0.1,0.42,0.8,17322.0629,3008.125049,10709.6115,,91.6317334955565,15.9126377962336
374,0.3,0.23,0.1,0.42,0.2,18858.65234,1347.760335,1463.335297,,99.7601160600931,7.12949817498942
375,0.84,0.75,0.225,0.26,0.4,17247.76742,2692.033931,8775.075107,,91.2387188954719,14.240551899069
376,1.92,0.75,0.6,0.18,0.2,21300.43091,2465.572284,7806.030808,,112.676845694033,13.0425956622937
377,1.92,0.1,0.35,0.1,0.4,22108.88317,1078.775171,532.588153,,116.953465774439,5.70659739208633
378,3,0.49,0.1,0.1,0.2,20580.31007,1651.585886,4451.968231,,108.867488732543,8.73670062420652
379,3,0.49,0.6,0.5,0.8,26337.89079,2341.960675,6181.481717,,139.32443287135,12.3887043747355
380,0.84,0.49,0.6,0.1,0.4,18959.22534,2177.581236,5260.216808,,100.292135738468,11.519155924672
381,2.46,0.62,0.6,0.34,0.8,23512.47931,2667.210802,8551.60683,,124.378328977994,14.1092403829877
382,0.3,0.49,0.6,0.26,0.4,19087.09217,2280.72192,5261.525804,,100.968536658908,12.0647583580195
383,1.38,0.36,0.6,0.26,0.2,22471.66561,1686.290808,2841.106425,,118.872543429962,8.92028569614896
384,2.46,0.23,0.35,0.42,0.8,24882.6253,1583.628209,2226.606843,,131.626244710114,8.3772122778248
385,1.38,0.75,0.35,0.42,0.8,20125.14658,3011.835287,10706.21581,,106.459725878121,15.9322645313161
386,1.38,0.1,0.225,0.5,0.4,23646.08217,1181.940126,497.8088828,,125.085072841727,6.25232821625053
387,3,0.1,0.475,0.5,0.6,28147.05963,1280.66124,602.2866672,,148.894729316547,6.77455162928481
388,1.38,0.49,0.1,0.1,0.2,17395.37239,1756.123836,4662.708516,,92.0195323212019,9.2896944350402
389,1.38,0.49,0.1,0.1,0.4,17164.91461,1935.123343,5258.767774,,90.8004369974609,10.2365813743123
390,3,0.49,0.475,0.26,0.4,24081.0275,1993.083353,5028.472727,,127.385883939907,10.5431832046128
391,3,0.75,0.1,0.34,0.8,20917.69334,2796.520691,10693.99985,,110.652207680914,14.7932749206517
392,1.38,0.36,0.475,0.26,0.4,21621.14904,1769.346866,3228.942246,,114.373407955988,9.35964275285654
393,0.84,0.1,0.225,0.34,0.4,21054.11049,1136.192052,497.6532392,,111.373838817182,6.01032613203555
394,0.3,0.62,0.35,0.26,0.6,16933.57,2691.603255,7784.394805,,89.5766504443504,14.2382736722387
395,1.38,0.49,0.475,0.5,0.2,23218.70595,1989.997114,4662.708516,,122.824301470588,10.5268573529412
396,1.92,0.36,0.35,0.18,0.6,21108.14577,1804.15767,3793.639999,,111.659679274228,9.54378792848075
397,2.46,0.49,0.475,0.5,0.2,25333.42856,1925.260536,4452.96152,,134.010942446043,10.1844082522218
398,2.46,0.75,0.35,0.1,0.8,19407.49666,2898.877246,10698.44973,,102.6634398011,15.3347294011849
399,3,0.62,0.1,0.5,0.4,23240.61058,2202.959774,6993.072253,,122.940174460432,11.6534054909014
400,1.92,0.23,0.475,0.18,0.2,22835.04443,1353.676619,1573.189732,,120.794775867541,7.16079464134575
401,1.38,0.36,0.35,0.26,0.6,20729.71077,1851.59514,3616.778068,,109.657801364791,9.79472672450275
402,0.3,0.1,0.225,0.18,0.2,18233.74438,1053.713399,430.7632897,,96.4544243546339,5.57402348180279
403,2.46,0.36,0.475,0.42,0.6,24916.22376,1880.104372,3791.760555,,131.803976724503,9.94553730427423
404,1.92,0.23,0.6,0.1,0.8,22404.99131,1590.047173,2227.843922,,118.51984400127,8.41116786394414
405,1.38,0.75,0.35,0.34,0.8,19454.4685,3010.512422,10706.21581,,102.911915467626,15.9252667266187
406,3,0.36,0.475,0.26,0.4,24708.72034,1702.471118,3391.427274,,130.706307342361,9.00587768726196
407,3,0.36,0.1,0.34,0.4,23150.79435,1588.08676,3391.427274,,122.465056866272,8.40079750317393
408,0.84,0.1,0.225,0.34,0.6,20992.84336,1167.382912,564.4545755,,111.049742699958,6.1753222175201
409,0.3,0.75,0.225,0.18,0.4,15161.84081,2765.341966,8776.629944,,80.2044054697419,14.6283430279306
410,2.46,0.62,0.475,0.18,0.6,21628.21608,2474.214706,7773.491255,,114.410791790097,13.0883130871773
411,1.92,0.75,0.35,0.1,0.6,18602.49775,2786.645895,9737.01499,,98.405087547609,14.741038378121
412,1.92,0.62,0.35,0.26,0.6,20607.35127,2495.423411,7776.619042,,109.010533590774,13.2005047132882
413,3,0.62,0.225,0.18,0.6,21085.09617,2356.890839,7770.036115,,111.53774952391,12.4676832363521
414,2.46,0.62,0.475,0.1,0.8,20694.03123,2609.241511,8551.60683,,109.469060674989,13.8025894572577
415,0.3,0.75,0.475,0.1,0.8,15463.13707,3173.060767,10712.72117,,81.7982282585696,16.7851288986458
416,3,0.36,0.225,0.26,0.2,23456.71386,1497.242955,2993.230601,,124.08333611934,7.92024415467626
417,1.92,0.75,0.35,0.42,0.4,21701.79143,2621.909048,8771.522899,,114.799996984765,13.8695992805755
418,2.46,0.1,0.225,0.1,0.2,22508.39935,1003.069899,463.1266797,,119.066860717309,5.30612515340669
419,1.38,0.36,0.6,0.34,0.6,22813.05258,1958.292551,3616.778068,,120.678441493864,10.3591438372831
420,0.84,0.36,0.6,0.1,0.6,19395.44351,1951.936036,3618.244259,,102.599680014812,10.3255185992383
421,2.46,0.75,0.1,0.34,0.6,20198.19434,2679.992981,9733.971976,,106.846140181972,14.1768566493864
422,2.46,0.49,0.475,0.42,0.4,24478.37361,2059.407411,5030.459304,,129.487799460432,10.8940298931443
423,1.92,0.36,0.475,0.5,0.2,24885.51637,1697.506636,2994.569285,,131.641538140076,8.97961614473127
424,0.84,0.49,0.225,0.5,0.4,20319.71812,2120.542061,5260.216808,,107.488987092679,11.2174252063055
425,0.3,0.75,0.35,0.5,0.2,19001.42958,2609.26809,7808.584331,,100.515391345747,13.8027300571308
426,1.38,0.75,0.475,0.42,0.6,21067.84265,2888.029486,9739.796535,,111.446480374524,15.2773459902666
427,0.84,0.75,0.225,0.26,0.6,16993.71748,2876.244612,9742.343302,,89.8948237410072,15.2150053533644
428,3,0.75,0.6,0.18,0.8,22497.78357,2916.24386,10693.99985,,119.010704454084,15.426596804909
429,1.38,0.23,0.475,0.5,0.8,24061.26751,1687.521431,2091.904074,,127.281355850614,8.92679555120609
430,0.84,0.23,0.1,0.1,0.4,17206.72347,1293.247706,1673.021498,,91.0216010897165,6.84113259627592
431,0.3,0.62,0.1,0.42,0.8,16506.52763,2778.223003,8566.144897,,87.3176451015658,14.6964822418536
432,2.46,0.1,0.475,0.1,0.6,23834.65317,1141.256051,602.2264778,,126.082591885315,6.03711410812527
433,0.3,0.49,0.35,0.1,0.6,15953.19719,2349.37981,5858.964078,,84.3905902983496,12.4279507511638
434,0.3,0.1,0.6,0.1,0.6,19499.59002,1242.953255,564.1887356,,103.150603152772,6.57508069720694
435,3,0.49,0.6,0.34,0.2,25647.61902,1900.303851,4451.968231,,135.67297407956,10.0523902401608
436,2.46,0.62,0.225,0.34,0.6,21555.46622,2418.417562,7773.491255,,114.025953343208,12.7931525708845
437,0.3,0.36,0.35,0.18,0.6,17352.06067,1955.831501,3619.542089,,91.7904182712653,10.3461251639865
438,1.92,0.62,0.225,0.26,0.2,20338.71032,2084.662062,6218.302699,,107.589453660601,11.0276241112992
439,3,0.75,0.475,0.18,0.8,21819.0561,2888.598768,10693.99985,,115.420313690224,15.2803574269996
440,0.84,0.36,0.35,0.34,0.2,20539.80303,1660.696319,2841.595155,,108.65321111934,8.78489377380449
441,3,0.36,0.225,0.26,0.4,23259.89298,1613.193779,3391.427274,,123.042176153195,8.53361076491748
442,0.3,0.1,0.6,0.18,0.2,20389.80781,1198.49291,430.7632897,,107.859753544223,6.33989055226407
443,0.3,0.62,0.475,0.34,0.6,18373.54118,2729.807364,7784.394805,,97.1939334532374,14.4403690435887
444,0.3,0.36,0.225,0.26,0.2,17668.05572,1643.300388,2842.027765,,93.4619959796869,8.69287128650021
445,2.46,0.23,0.475,0.18,0.2,23889.48952,1345.256589,1572.880462,,126.37266991113,7.11625364473127
446,1.38,0.62,0.225,0.26,0.8,18523.00044,2662.702567,8559.563598,,97.9845558611934,14.0853923349556
447,3,0.23,0.475,0.5,0.4,27352.45618,1519.236863,1790.035734,,144.691367858654,8.03658941493864
448,2.46,0.23,0.1,0.5,0.4,24210.05786,1384.699022,1790.789256,,128.0684398011,7.32489960854846
449,3,0.62,0.225,0.5,0.4,24037.54328,2246.782949,6993.072253,,127.155857384681,11.8852250793483
450,2.46,0.49,0.1,0.1,0.2,19604.86737,1678.571611,4452.96152,,103.707508305121,8.87945202602624
451,2.46,0.75,0.225,0.5,0.6,22325.09677,2730.869286,9733.971976,,118.097211013542,14.4459864896318
452,3,0.62,0.35,0.26,0.6,22565.22477,2407.828889,7770.036115,,119.367460696149,12.7371397005925
453,3,0.75,0.35,0.1,0.2,21121.63376,2286.04785,7803.904,,111.731029200169,12.0929319191705
454,0.84,0.49,0.225,0.34,0.4,18979.77786,2092.464416,5260.216808,,100.400856220906,11.0688976724503
455,2.46,0.36,0.1,0.5,0.2,23694.04573,1536.421556,2993.942804,,125.338794593737,8.12749447735929
456,1.38,0.1,0.225,0.34,0.2,22405.22615,1095.585293,430.9297248,,118.521086278036,5.79552101671604
457,1.38,0.36,0.1,0.34,0.8,19713.42971,1884.047676,4004.61389,,104.281790679221,9.96639693186627
458,1.92,0.62,0.225,0.34,0.6,20537.76736,2465.407249,7776.619042,,108.642442657639,13.0417226460008
459,2.46,0.23,0.475,0.42,0.8,25577.17837,1627.400032,2226.606843,,135.300351089717,8.60876022005925
460,1.92,0.36,0.35,0.34,0.2,22889.38207,1605.475353,2994.569285,,121.082215774439,8.49278117329666
461,2.46,0.1,0.6,0.18,0.4,25273.78117,1194.049955,532.6765788,,133.695414568345,6.31638782797292
