Version,window_u,shgc,roof_u,extWall_u,transmittance,total_idealHeating,total_idealCooling,total_solarRad,
2056,3,0.49,0.225,0.1,0.2,21395.65649,1701.287357,4451.968231,
2057,0.84,0.23,0.475,0.5,0.6,22915.56342,1651.657704,1882.871544,
2058,1.92,0.23,0.475,0.26,0.8,23192.72161,1598.918421,2227.843922,
2059,1.38,0.49,0.35,0.5,0.4,22296.0042,2109.656181,5258.767774,
2060,0.84,0.49,0.6,0.18,0.4,19718.95042,2189.820456,5260.216808,
2061,0.3,0.62,0.35,0.5,0.2,19451.26754,2355.025461,6220.89462,
2062,1.92,0.62,0.1,0.42,0.6,20394.63102,2433.79965,7776.619042,
2063,0.3,0.36,0.6,0.18,0.4,18936.2383,1905.571797,3230.784927,
2064,2.46,0.36,0.6,0.5,0.2,26557.45248,1718.169227,2993.942804,
2065,0.3,0.1,0.1,0.18,0.6,17273.40597,1076.681295,564.1887356,
2066,0.3,0.36,0.225,0.5,0.2,19737.9345,1708.790474,2842.027765,
2067,2.46,0.23,0.1,0.26,0.8,21994.23834,1439.103747,2226.606843,
2068,0.84,0.1,0.6,0.18,0.2,21822.46569,1184.258641,430.851903,
2069,1.92,0.75,0.6,0.5,0.6,23463.94129,2875.823659,9737.01499,
2070,3,0.23,0.35,0.1,0.2,23427.57834,1267.296372,1572.503701,
2071,3,0.49,0.225,0.42,0.2,24204.3573,1791.734432,4451.968231,
2072,0.3,0.23,0.225,0.42,0.6,19410.60006,1578.921262,1883.363079,
2073,1.38,0.62,0.475,0.34,0.2,21399.34179,2238.145013,6219.249295,
2074,1.92,0.62,0.225,0.34,0.8,20340.73629,2610.239436,8555.777214,
2075,2.46,0.23,0.225,0.42,0.2,24495.97936,1336.942777,1572.880462,
2076,0.3,0.75,0.35,0.18,0.8,15483.94288,3145.834004,10712.72117,
2077,1.92,0.49,0.475,0.18,0.2,21615.12372,1875.827475,4453.853084,
2078,1.38,0.23,0.35,0.42,0.2,23074.09047,1398.39346,1462.967073,
2079,1.38,0.36,0.6,0.5,0.6,24115.43177,1997.879944,3616.778068,
2080,3,0.62,0.225,0.26,0.2,22318.02165,2005.939094,6216.10839,
2081,1.38,0.1,0.475,0.1,0.6,21579.82182,1157.905349,564.6880409,
2082,3,0.75,0.1,0.1,0.2,19528.39057,2198.148062,7803.904,
2083,2.46,0.23,0.475,0.5,0.4,26410.66278,1522.989007,1790.789256,
2084,2.46,0.23,0.225,0.34,0.2,23839.17071,1310.410508,1572.880462,
2085,0.84,0.62,0.35,0.34,0.6,18985.66597,2623.37866,7782.042563,
2086,0.3,0.23,0.225,0.34,0.2,18982.3679,1374.736708,1463.335297,
2087,0.3,0.23,0.35,0.26,0.4,18901.0458,1487.114077,1673.349188,
2088,1.92,0.75,0.225,0.18,0.6,18579.13856,2755.625044,9737.01499,
2089,1.38,0.1,0.6,0.34,0.8,24336.97533,1316.471466,631.567199,
2090,0.84,0.23,0.35,0.34,0.8,20781.95004,1635.665148,2092.72159,
2091,3,0.23,0.475,0.18,0.6,24580.03538,1483.996494,2007.567767,
2092,2.46,0.36,0.225,0.42,0.4,23653.47607,1677.670592,3392.851679,
2093,1.92,0.49,0.1,0.26,0.4,19814.4944,1923.278866,5032.242432,
2094,0.3,0.75,0.35,0.1,0.8,14717.85544,3150.888984,10712.72117,
2095,3,0.62,0.6,0.34,0.4,24863.30597,2327.860113,6993.072253,
2096,1.92,0.62,0.1,0.42,0.8,20195.73008,2579.29073,8555.777214,
2097,2.46,0.36,0.475,0.34,0.2,24624.5482,1629.65459,2993.942804,
2098,0.3,0.62,0.475,0.42,0.4,19275.42641,2570.637556,7002.644712,
2099,2.46,0.23,0.225,0.34,0.2,23839.17071,1310.410508,1572.880462,
2100,1.92,0.36,0.225,0.42,0.8,22307.91628,1921.122657,4193.175355,
2101,1.38,0.75,0.1,0.5,0.8,19185.52169,2949.714404,10706.21581,
2102,3,0.23,0.35,0.34,0.4,25397.55123,1422.524363,1790.035734,
2103,1.38,0.49,0.1,0.18,0.2,18171.04796,1776.060545,4662.708516,
2104,0.3,0.36,0.1,0.42,0.4,18075.5789,1775.166579,3230.784927,
2105,3,0.49,0.1,0.34,0.6,22286.00016,2027.304025,5604.977222,
2106,0.84,0.1,0.475,0.18,0.8,20974.64006,1234.181908,631.2559117,
2107,0.84,0.62,0.35,0.42,0.6,19663.30187,2629.542322,7782.042563,
2108,3,0.49,0.35,0.34,0.4,24057.67059,1967.332771,5028.472727,
2109,0.3,0.49,0.225,0.1,0.4,15356.78938,2139.245415,5261.525804,
2110,0.3,0.23,0.6,0.18,0.8,19331.01574,1729.612357,2093.37697,
2111,2.46,0.62,0.225,0.1,0.4,19624.35389,2205.319585,6995.375679,
2112,2.46,0.36,0.35,0.34,0.4,23737.29234,1700.809232,3392.851679,
2113,1.38,0.49,0.225,0.42,0.4,20890.77019,2049.832102,5258.767774,
2114,0.3,0.49,0.475,0.18,0.6,17467.15038,2393.648274,5858.964078,
2115,2.46,0.49,0.225,0.26,0.2,21902.17996,1773.232596,4452.96152,
2116,1.92,0.62,0.225,0.42,0.4,21450.40173,2302.064789,6997.460871,
2117,1.38,0.23,0.35,0.34,0.2,22408.19908,1371.528985,1462.967073,
2118,1.38,0.75,0.1,0.5,0.8,19185.52169,2949.714404,10706.21581,
2119,0.84,0.49,0.225,0.18,0.6,17319.32157,2228.430882,5857.000583,
2120,2.46,0.1,0.35,0.26,0.8,24541.41716,1175.655222,671.7763769,
2121,1.38,0.23,0.225,0.1,0.2,19472.02644,1238.330125,1462.967073,
2122,1.38,0.62,0.6,0.34,0.2,22072.46169,2276.928404,6219.249295,
2123,1.92,0.49,0.35,0.5,0.8,23022.77224,2333.293373,6189.021128,
2124,1.38,0.23,0.475,0.18,0.2,21702.27525,1362.601502,1462.967073,
2125,1.38,0.75,0.1,0.5,0.2,19962.46984,2398.66229,7806.95799,
2126,0.3,0.1,0.35,0.34,0.2,20440.50884,1164.869131,430.7632897,
2127,2.46,0.36,0.6,0.1,0.2,23164.54048,1595.291922,2993.942804,
2128,0.84,0.49,0.35,0.1,0.2,17752.97535,1912.980392,4663.433033,
2129,2.46,0.23,0.225,0.42,0.8,24143.34785,1537.311868,2226.606843,
2130,3,0.49,0.225,0.34,0.6,23090.68462,2075.781768,5604.977222,
2131,3,0.62,0.1,0.1,0.4,19753.72452,2119.525545,6993.072253,
2132,2.46,0.36,0.1,0.18,0.2,20966.75622,1437.392556,2993.942804,
2133,1.92,0.36,0.6,0.42,0.6,24557.90632,1953.629572,3793.639999,
2134,1.92,0.36,0.475,0.42,0.8,23766.76152,2008.252962,4193.175355,
2135,3,0.49,0.35,0.5,0.2,25574.09139,1864.60331,4451.968231,
2136,3,0.62,0.35,0.5,0.4,24782.71958,2288.0071,6993.072253,
2137,0.84,0.1,0.225,0.1,0.2,18922.96754,1009.429955,430.851903,
2138,1.92,0.62,0.35,0.26,0.2,21101.62582,2129.586615,6218.302699,
2139,1.92,0.62,0.35,0.1,0.4,19365.4729,2295.694732,6997.460871,
2140,2.46,0.23,0.225,0.18,0.4,22299.06981,1326.631239,1790.789256,
2141,1.92,0.62,0.475,0.5,0.6,23321.07795,2559.988731,7776.619042,
2142,2.46,0.62,0.1,0.18,0.6,19309.41551,2356.350858,7773.491255,
2143,1.92,0.49,0.475,0.18,0.6,21180.39631,2196.029891,5610.63178,
2144,0.84,0.23,0.6,0.26,0.6,21572.93753,1623.076908,1882.871544,
2145,1.92,0.23,0.6,0.5,0.6,25908.48004,1649.527332,2009.625859,
2146,3,0.62,0.475,0.34,0.2,24458.79763,2113.118725,6216.10839,
2147,1.38,0.62,0.6,0.1,0.4,19661.47346,2434.015309,6999.354063,
2148,2.46,0.23,0.6,0.26,0.6,24983.38021,1561.654981,2008.69805,
2149,1.38,0.23,0.35,0.26,0.6,21447.89746,1504.394151,1882.258407,
2150,3,0.49,0.1,0.42,0.2,23412.92177,1743.695935,4451.968231,
2151,3,0.36,0.1,0.34,0.4,23150.79435,1588.08676,3391.427274,
2152,1.92,0.62,0.475,0.34,0.4,22254.6361,2370.434588,6997.460871,
2153,1.92,0.23,0.35,0.42,0.2,24190.6886,1391.293787,1573.189732,
2154,2.46,0.36,0.1,0.1,0.4,20007.52966,1532.9604,3392.851679,
2155,0.84,0.75,0.1,0.18,0.2,15942.08746,2429.858166,7807.806912,
2156,3,0.1,0.6,0.34,0.6,27541.88434,1268.512856,602.2866672,
2157,1.38,0.1,0.225,0.18,0.6,20866.51537,1093.518024,564.6880409,
2158,0.84,0.1,0.475,0.26,0.8,21698.44215,1264.197754,631.2559117,
2159,3,0.36,0.1,0.18,0.8,21425.59909,1748.439219,4187.820619,
2160,1.92,0.62,0.1,0.18,0.8,18077.80727,2559.87098,8555.777214,
2161,1.92,0.1,0.6,0.18,0.2,24268.9873,1169.471719,463.0824668,
2162,3,0.75,0.475,0.1,0.6,21290.67696,2728.207153,9730.634564,
2163,2.46,0.75,0.1,0.34,0.2,20761.85398,2276.381492,7805.01647,
2164,3,0.1,0.1,0.26,0.8,24013.85678,1073.915925,671.8566294,
2165,1.92,0.36,0.35,0.5,0.4,24007.48219,1770.755259,3394.104642,
2166,0.3,0.62,0.35,0.18,0.6,16193.93428,2688.355185,7784.394805,
2167,2.46,0.23,0.225,0.1,0.6,21409.59149,1373.14927,2008.69805,
2168,1.92,0.62,0.475,0.18,0.2,21097.27856,2157.872002,6218.302699,
2169,3,0.75,0.475,0.18,0.8,21819.0561,2888.598768,10693.99985,
2170,2.46,0.23,0.35,0.5,0.4,25723.10603,1478.90194,1790.789256,
2171,1.38,0.62,0.225,0.34,0.4,19666.18102,2346.384685,6999.354063,
2172,1.92,0.36,0.6,0.34,0.4,24074.0459,1811.245266,3394.104642,
2173,3,0.49,0.35,0.42,0.6,24499.44023,2141.218263,5604.977222,
2174,0.3,0.49,0.475,0.5,0.8,20066.87545,2558.378608,6456.402351,
2175,3,0.36,0.225,0.26,0.4,23259.89298,1613.193779,3391.427274,
2176,3,0.23,0.475,0.34,0.4,26088.47268,1465.582712,1790.035734,
2177,2.46,0.75,0.35,0.26,0.6,21090.63146,2747.264838,9733.971976,
2178,0.84,0.1,0.225,0.1,0.4,18855.2348,1042.569733,497.6532392,
2179,0.84,0.1,0.6,0.1,0.8,20893.91833,1249.42652,631.2559117,
2180,3,0.23,0.225,0.1,0.2,22680.12309,1219.024697,1572.503701,
2181,1.92,0.49,0.475,0.26,0.4,22110.35645,2060.40138,5032.242432,
2182,0.84,0.62,0.1,0.5,0.2,19219.18428,2193.712046,6220.110539,
2183,1.38,0.23,0.6,0.5,0.6,24811.62002,1662.764522,1882.258407,
2184,0.3,0.75,0.6,0.26,0.8,17646.35004,3188.289568,10712.72117,
2185,0.84,0.36,0.6,0.26,0.2,21226.93761,1725.694601,2841.595155,
2186,0.84,0.36,0.1,0.18,0.4,17311.21219,1651.782921,3229.919707,
2187,2.46,0.1,0.475,0.18,0.4,24619.16922,1151.178648,532.6765788,
2188,3,0.23,0.6,0.34,0.6,26605.78351,1577.159617,2007.567767,
2189,2.46,0.62,0.6,0.34,0.8,23512.47931,2667.210802,8551.60683,
2190,2.46,0.62,0.225,0.34,0.4,21798.98236,2244.844533,6995.375679,
2191,0.84,0.1,0.35,0.42,0.6,22411.55087,1246.029473,564.4545755,
2192,1.92,0.62,0.225,0.1,0.6,18347.54108,2440.398879,7776.619042,
2193,0.3,0.23,0.1,0.42,0.8,18477.26483,1614.977439,2093.37697,
2194,1.38,0.1,0.1,0.26,0.6,20789.60572,1073.441319,564.6880409,
2195,2.46,0.62,0.35,0.26,0.6,21625.89328,2446.635372,7773.491255,
2196,0.3,0.62,0.475,0.18,0.8,16730.25179,2874.331415,8566.144897,
2197,3,0.75,0.35,0.18,0.4,21574.10359,2507.665501,8767.269282,
2198,1.38,0.1,0.35,0.18,0.4,21678.45604,1114.202622,497.8088828,
2199,3,0.75,0.1,0.42,0.8,21585.10369,2801.807278,10693.99985,
2200,0.84,0.23,0.35,0.42,0.4,21690.17479,1500.481632,1673.021498,
2201,1.38,0.1,0.35,0.26,0.8,22291.76999,1199.199435,631.567199,
2202,3,0.75,0.475,0.42,0.8,23864.37158,2914.623649,10693.99985,
2203,1.92,0.23,0.35,0.5,0.4,24692.24363,1489.583933,1791.407795,
2204,1.92,0.23,0.225,0.42,0.4,23316.72457,1418.263115,1791.407795,
2205,1.92,0.23,0.35,0.34,0.2,23531.51921,1364.424297,1573.189732,
2206,3,0.75,0.225,0.42,0.4,22879.96919,2498.853977,8767.269282,
2207,2.46,0.23,0.1,0.1,0.6,20597.21132,1323.268546,2008.69805,
2208,3,0.36,0.1,0.34,0.4,23150.79435,1588.08676,3391.427274,
2209,0.84,0.62,0.475,0.5,0.6,21032.90881,2670.335961,7782.042563,
2210,0.3,0.62,0.475,0.5,0.8,19498.06631,2883.094182,8566.144897,
2211,3,0.62,0.35,0.5,0.2,25043.88084,2113.662072,6216.10839,
2212,3,0.62,0.35,0.42,0.6,23908.93798,2439.675926,7770.036115,
2213,0.84,0.49,0.6,0.34,0.2,21356.34108,2051.180654,4663.433033,
2214,0.84,0.23,0.35,0.18,0.4,19578.86019,1422.00278,1673.021498,
2215,2.46,0.62,0.35,0.1,0.8,19966.1221,2573.571923,8551.60683,
2216,0.3,0.23,0.475,0.42,0.8,20773.91878,1755.20926,2093.37697,
2217,1.38,0.75,0.475,0.26,0.4,19961.79157,2697.374145,8773.377263,
2218,3,0.75,0.475,0.42,0.2,24624.05775,2385.446557,7803.904,
2219,2.46,0.1,0.35,0.42,0.8,25862.29359,1229.756944,671.7763769,
2220,1.38,0.1,0.35,0.5,0.6,24323.21417,1257.98658,564.6880409,
2221,2.46,0.49,0.225,0.1,0.2,20426.40372,1728.006296,4452.96152,
2222,2.46,0.36,0.6,0.18,0.8,23414.08273,1952.806489,4190.66943,
2223,2.46,0.62,0.475,0.42,0.6,23687.7078,2505.040415,7773.491255,
2224,0.3,0.49,0.225,0.1,0.2,15571.73176,1946.170436,4664.087531,
2225,1.92,0.1,0.475,0.34,0.2,24990.44787,1184.903016,463.0824668,
2226,1.38,0.62,0.225,0.42,0.2,20597.81338,2165.406488,6219.249295,
2227,1.38,0.23,0.225,0.34,0.4,21525.42262,1401.6142,1672.61274,
2228,0.84,0.75,0.225,0.5,0.4,19291.41859,2704.690682,8775.075107,
2229,0.3,0.23,0.1,0.18,0.4,16549.13307,1358.697026,1673.349188,
2230,0.84,0.49,0.225,0.26,0.8,17881.99831,2378.550745,6453.784358,
2231,1.92,0.75,0.6,0.18,0.6,20768.17413,2855.516054,9737.01499,
2232,2.46,0.49,0.225,0.1,0.4,20189.44562,1894.000224,5030.459304,
2233,2.46,0.49,0.475,0.34,0.6,23609.61858,2187.643104,5607.957088,
2234,2.46,0.49,0.475,0.34,0.6,23609.61858,2187.643104,5607.957088,
2235,2.46,0.75,0.475,0.26,0.6,21810.35168,2781.536157,9733.971976,
2236,1.38,0.49,0.6,0.26,0.4,21672.83339,2143.425815,5258.767774,
2237,3,0.1,0.225,0.1,0.6,23384.89339,1045.564905,602.2866672,
2238,2.46,0.62,0.225,0.5,0.4,23106.85406,2272.249947,6995.375679,
2239,1.38,0.49,0.1,0.26,0.6,18469.02165,2130.280558,5854.827032,
2240,0.3,0.75,0.475,0.18,0.4,16690.67668,2830.163764,8776.629944,
2241,1.38,0.75,0.475,0.1,0.8,18010.61516,3035.397651,10706.21581,
2242,2.46,0.62,0.225,0.34,0.4,21798.98236,2244.844533,6995.375679,
2243,1.38,0.62,0.35,0.1,0.8,17810.0312,2691.482946,8559.563598,
2244,0.3,0.1,0.6,0.34,0.6,21688.40962,1330.219017,564.1887356,
2245,3,0.75,0.225,0.18,0.8,20326.01984,2822.694337,10693.99985,
2246,0.84,0.1,0.6,0.5,0.8,24354.67627,1391.661846,631.2559117,
2247,1.38,0.36,0.6,0.26,0.6,22121.18686,1938.224676,3616.778068,
2248,2.46,0.49,0.225,0.18,0.6,20726.35111,2072.748082,5607.957088,
2249,1.38,0.75,0.6,0.26,0.6,20390.04859,2910.090986,9739.796535,
2250,1.38,0.23,0.6,0.26,0.2,23086.19201,1434.90791,1462.967073,
2251,0.84,0.1,0.1,0.1,0.4,18034.43087,991.5875984,497.6532392,
2252,3,0.49,0.35,0.26,0.4,23374.27881,1947.611568,5028.472727,
2253,1.92,0.36,0.1,0.18,0.2,19905.19751,1457.769244,2994.569285,
2254,3,0.36,0.225,0.5,0.8,24934.74018,1886.225841,4187.820619,
2255,0.3,0.62,0.225,0.34,0.8,16655.33382,2812.082272,8566.144897,
2256,0.84,0.23,0.35,0.18,0.4,19578.86019,1422.00278,1673.021498,
2257,2.46,0.1,0.6,0.1,0.8,24465.76587,1206.334141,671.7763769,
2258,3,0.62,0.475,0.1,0.2,22331.34523,2061.587045,6216.10839,
2259,0.84,0.62,0.6,0.5,0.2,22175.13801,2362.373712,6220.110539,
2260,2.46,0.36,0.35,0.42,0.2,24583.33111,1608.248853,2993.942804,
2261,2.46,0.49,0.225,0.1,0.4,20189.44562,1894.000224,5030.459304,
2262,2.46,0.75,0.475,0.42,0.8,22939.25793,2943.850635,10698.44973,
2263,2.46,0.36,0.6,0.5,0.8,26084.99745,2032.075524,4190.66943,
2264,1.92,0.23,0.475,0.18,0.8,22477.52896,1573.883238,2227.843922,
2265,2.46,0.36,0.1,0.34,0.8,21875.31865,1818.806225,4190.66943,
2266,2.46,0.62,0.35,0.1,0.2,20658.80217,2055.371401,6217.260103,
2267,1.38,0.62,0.225,0.26,0.2,19216.19721,2138.43114,6219.249295,
2268,2.46,0.36,0.6,0.26,0.8,24123.04594,1973.485487,4190.66943,
2269,0.84,0.1,0.475,0.5,0.4,23808.31273,1287.825855,497.6532392,
2270,2.46,0.23,0.35,0.26,0.2,23897.09204,1330.807822,1572.880462,
2271,0.3,0.36,0.35,0.34,0.6,18810.28885,1989.284055,3619.542089,
2272,0.84,0.75,0.1,0.1,0.6,14634.86959,2846.223993,9742.343302,
2273,0.84,0.36,0.1,0.18,0.4,17311.21219,1651.782921,3229.919707,
2274,1.38,0.36,0.225,0.42,0.8,21207.70889,1949.296993,4004.61389,
2275,1.92,0.75,0.35,0.26,0.8,19860.14098,2953.538434,10702.50708,
2276,1.92,0.36,0.6,0.42,0.8,24431.57156,2047.18878,4193.175355,
2277,1.38,0.62,0.475,0.18,0.2,19979.02128,2212.418303,6219.249295,
2278,2.46,0.75,0.35,0.18,0.2,20922.10063,2340.512885,7805.01647,
2279,0.84,0.1,0.1,0.26,0.4,19545.58769,1055.734774,497.6532392,
2280,1.38,0.1,0.35,0.5,0.8,24279.13379,1283.012496,631.567199,
2281,0.84,0.1,0.475,0.1,0.8,20218.62341,1203.96309,631.2559117,
2282,1.92,0.1,0.35,0.18,0.8,22754.44222,1155.262979,671.5995253,
2283,3,0.1,0.1,0.5,0.8,25964.50132,1160.884074,671.8566294,
2284,0.84,0.62,0.225,0.26,0.2,17984.04523,2206.782888,6220.110539,
2285,0.84,0.62,0.225,0.26,0.4,17734.11008,2406.283234,7001.076551,
2286,2.46,0.62,0.475,0.1,0.6,20882.75971,2464.422406,7773.491255,
2287,1.38,0.36,0.6,0.18,0.2,21753.16108,1661.807124,2841.106425,
2288,1.38,0.1,0.6,0.26,0.4,23756.69043,1235.457975,497.8088828,
2289,1.92,0.23,0.225,0.34,0.2,22788.89544,1318.178696,1573.189732,
2290,1.92,0.1,0.475,0.18,0.8,23455.97202,1202.401326,671.5995253,
2291,2.46,0.62,0.225,0.34,0.8,21362.59828,2559.371777,8551.60683,
2292,1.38,0.36,0.35,0.34,0.2,21787.61297,1622.741741,2841.106425,
2293,3,0.75,0.1,0.42,0.2,22372.28867,2250.220403,7803.904,
2294,1.92,0.36,0.475,0.18,0.6,21825.4986,1847.005155,3793.639999,
2295,1.38,0.1,0.6,0.5,0.6,25663.12844,1344.841259,564.6880409,
2296,0.3,0.36,0.225,0.5,0.2,19737.9345,1708.790474,2842.027765,
2297,3,0.75,0.225,0.26,0.4,21527.22719,2478.065274,8767.269282,
2298,1.92,0.36,0.475,0.34,0.4,23409.50398,1769.884028,3394.104642,
2299,1.92,0.1,0.1,0.26,0.2,22089.30945,1015.406422,463.0824668,
2300,2.46,0.23,0.225,0.1,0.2,21695.86677,1222.895877,1572.880462,
2301,1.92,0.23,0.35,0.42,0.2,24190.6886,1391.293787,1573.189732,
2302,1.38,0.36,0.225,0.34,0.4,20848.04375,1700.074178,3228.942246,
2303,1.92,0.75,0.225,0.34,0.8,19784.47167,2922.870656,10702.50708,
2304,1.38,0.49,0.35,0.42,0.6,21441.24153,2242.310244,5854.827032,
2305,1.38,0.36,0.6,0.42,0.6,23477.06617,1978.130573,3616.778068,
2306,3,0.62,0.475,0.1,0.6,21827.81423,2423.15804,7770.036115,
2307,1.38,0.36,0.225,0.18,0.8,19090.39817,1893.071548,4004.61389,
2308,2.46,0.23,0.6,0.26,0.4,25116.67068,1489.994401,1790.789256,
2309,1.38,0.62,0.6,0.26,0.4,21134.79169,2452.029771,6999.354063,
2310,1.38,0.36,0.475,0.34,0.2,22495.06223,1668.524247,2841.106425,
2311,3,0.36,0.475,0.42,0.4,26034.47962,1753.546308,3391.427274,
2312,2.46,0.62,0.475,0.26,0.2,22837.77359,2130.390892,6217.260103,
2313,3,0.49,0.475,0.26,0.6,23867.75545,2139.885911,5604.977222,
2314,0.3,0.62,0.6,0.34,0.6,19059.98196,2763.088651,7784.394805,
2315,0.3,0.75,0.475,0.42,0.4,18803.66834,2837.816745,8776.629944,
2316,1.38,0.36,0.1,0.34,0.8,19713.42971,1884.047676,4004.61389,
2317,2.46,0.75,0.6,0.34,0.2,23707.41424,2439.371816,7805.01647,
2318,0.84,0.62,0.1,0.34,0.8,17172.29357,2700.149507,8563.008575,
2319,0.84,0.49,0.225,0.34,0.8,18593.46886,2387.007241,6453.784358,
2320,1.92,0.36,0.1,0.34,0.6,20960.55231,1752.68148,3793.639999,
2321,2.46,0.75,0.475,0.34,0.4,22756.46779,2603.719717,8769.494223,
2322,1.38,0.36,0.6,0.1,0.8,20513.99274,2001.400328,4004.61389,
2323,0.3,0.23,0.225,0.26,0.4,18131.7991,1438.666572,1673.349188,
2324,3,0.1,0.1,0.26,0.8,24013.85678,1073.915925,671.8566294,
2325,3,0.75,0.475,0.1,0.2,21840.77072,2325.988895,7803.904,
2326,0.3,0.62,0.475,0.26,0.6,17667.99828,2725.973335,7784.394805,
2327,1.38,0.75,0.35,0.42,0.4,20607.4118,2674.954433,8773.377263,
2328,0.3,0.62,0.475,0.5,0.4,19928.75784,2577.469736,7002.644712,
2329,0.3,0.75,0.1,0.5,0.4,17134.04725,2734.614469,8776.629944,
2330,3,0.62,0.35,0.34,0.4,23491.81328,2251.41826,6993.072253,
2331,3,0.36,0.225,0.42,0.8,24300.51202,1860.013982,4187.820619,
2332,2.46,0.75,0.225,0.34,0.6,21016.91899,2717.611187,9733.971976,
2333,0.3,0.1,0.225,0.18,0.4,18164.52539,1091.139979,497.4760127,
2334,3,0.62,0.225,0.42,0.4,23400.58099,2224.377091,6993.072253,
2335,1.92,0.1,0.35,0.18,0.6,22792.24642,1133.685412,602.0938391,
2336,1.92,0.49,0.475,0.5,0.6,23892.01785,2255.468072,5610.63178,
2337,2.46,0.23,0.225,0.18,0.4,22299.06981,1326.631239,1790.789256,
2338,0.3,0.75,0.6,0.1,0.8,16163.30191,3193.520546,10712.72117,
2339,0.3,0.1,0.1,0.1,0.6,16487.13438,1043.782979,564.1887356,
2340,0.3,0.23,0.225,0.5,0.4,20198.26903,1513.021618,1673.349188,
2341,1.92,0.49,0.6,0.5,0.2,24978.38684,1996.178931,4453.853084,
2342,0.84,0.1,0.35,0.26,0.2,21170.12919,1121.625108,430.851903,
2343,1.92,0.1,0.35,0.26,0.2,23620.16979,1112.234398,463.0824668,
2344,0.84,0.62,0.475,0.18,0.2,18751.03872,2280.115147,6220.110539,
2345,3,0.23,0.225,0.42,0.2,25453.61623,1332.396456,1572.503701,
2346,1.92,0.49,0.6,0.34,0.6,23261.68754,2264.09887,5610.63178,
2347,1.92,0.36,0.475,0.5,0.8,24403.75607,2026.600564,4193.175355,
2348,0.84,0.75,0.1,0.1,0.4,14886.63177,2652.831784,8775.075107,
2349,3,0.49,0.6,0.34,0.2,25647.61902,1900.303851,4451.968231,
2350,1.92,0.1,0.6,0.34,0.6,25527.94021,1280.948652,602.0938391,
2351,3,0.36,0.475,0.26,0.6,24527.19418,1815.289594,3789.623947,
2352,1.92,0.75,0.1,0.1,0.6,16977.67416,2717.772514,9737.01499,
2353,1.38,0.75,0.35,0.5,0.6,20994.61673,2859.390371,9739.796535,
2354,0.84,0.49,0.35,0.1,0.6,17332.28786,2260.374981,5857.000583,
2355,3,0.1,0.6,0.1,0.2,25592.57545,1137.081921,463.1467429,
2356,1.38,0.23,0.1,0.42,0.6,21264.30719,1457.431168,1882.258407,
2357,0.3,0.1,0.475,0.42,0.6,21695.0575,1313.801976,564.1887356,
2358,0.3,0.23,0.1,0.42,0.8,18477.26483,1614.977439,2093.37697,
2359,0.84,0.49,0.225,0.18,0.2,17746.38391,1882.947077,4663.433033,
2360,0.84,0.62,0.6,0.1,0.2,18677.37687,2309.055047,6220.110539,
2361,0.3,0.36,0.1,0.26,0.2,16837.36931,1591.934532,2842.027765,
2362,0.84,0.1,0.35,0.26,0.4,21105.50334,1154.847751,497.6532392,
2363,0.3,0.36,0.225,0.34,0.6,18037.5705,1940.740097,3619.542089,
2364,2.46,0.75,0.475,0.1,0.2,20895.44034,2369.103907,7805.01647,
2365,3,0.23,0.1,0.1,0.2,21879.69365,1166.160708,1572.503701,
2366,0.84,0.23,0.1,0.42,0.6,20001.00248,1486.955006,1882.871544,
2367,1.92,0.75,0.1,0.1,0.2,17530.97065,2294.866498,7806.030808,
2368,3,0.23,0.1,0.1,0.4,21730.66267,1239.876686,1790.035734,
2369,1.92,0.36,0.475,0.34,0.8,23104.37436,1989.464578,4193.175355,
2370,1.38,0.23,0.6,0.26,0.8,22734.37319,1659.685683,2091.904074,
2371,3,0.36,0.225,0.34,0.4,23944.9026,1636.506775,3391.427274,
2372,1.38,0.23,0.475,0.26,0.2,22421.00677,1391.800181,1462.967073,
2373,0.3,0.62,0.35,0.34,0.2,18110.04721,2336.483064,6220.89462,
2374,1.38,0.75,0.35,0.5,0.6,20994.61673,2859.390371,9739.796535,
2375,1.38,0.36,0.6,0.5,0.2,24459.20093,1755.803454,2841.106425,
2376,0.3,0.49,0.35,0.18,0.2,17139.9777,2008.626342,4664.087531,
2377,3,0.1,0.6,0.18,0.4,26249.69572,1191.338001,532.716705,
2378,0.84,0.62,0.6,0.5,0.2,22175.13801,2362.373712,6220.110539,
2379,0.3,0.75,0.6,0.42,0.8,19014.74892,3187.083271,10712.72117,
2380,3,0.49,0.1,0.26,0.6,21591.35841,2008.766749,5604.977222,
2381,2.46,0.1,0.6,0.42,0.6,27218.32299,1299.120159,602.2264778,
2382,1.92,0.23,0.35,0.26,0.6,22573.56168,1490.346398,2009.625859,
2383,2.46,0.62,0.35,0.1,0.4,20397.25252,2247.040646,6995.375679,
2384,0.84,0.49,0.225,0.18,0.4,17525.67265,2065.27243,5260.216808,
2385,0.3,0.36,0.475,0.1,0.6,17312.02915,1983.58452,3619.542089,
2386,1.92,0.36,0.1,0.18,0.2,19905.19751,1457.769244,2994.569285,
2387,1.92,0.62,0.6,0.1,0.2,21027.4719,2183.007514,6218.302699,
2388,3,0.75,0.1,0.1,0.2,19528.39057,2198.148062,7803.904,
2389,0.3,0.23,0.475,0.26,0.2,19751.40766,1442.759708,1463.335297,
2390,0.3,0.23,0.475,0.18,0.2,19014.77858,1415.722187,1463.335297,
