Version,window_u,shgc,roof_u,extWall_u,transmittance,total_idealHeating,total_idealCooling,total_solarRad,
1,1.38,0.1,0.1,0.5,0.8,22758.52471,1184.054536,631.567199,
2,0.84,0.23,0.475,0.34,0.8,21495.37046,1680.264466,2092.72159,
3,0.3,0.62,0.225,0.34,0.2,17335.53814,2293.202425,6220.89462,
4,1.38,0.36,0.35,0.18,0.4,20178.01309,1702.670617,3228.942246,
5,1.38,0.1,0.35,0.5,0.4,24379.5348,1228.852927,497.8088828,
6,0.84,0.23,0.6,0.5,0.8,23477.71504,1765.474212,2092.72159,
7,0.3,0.49,0.225,0.5,0.4,18962.2322,2192.203807,5261.525804,
8,1.38,0.49,0.1,0.5,0.6,20520.24491,2170.072688,5854.827032,
9,1.38,0.23,0.35,0.1,0.2,20235.78461,1286.540597,1462.967073,
10,1.92,0.62,0.475,0.42,0.6,22682.71189,2550.081706,7776.619042,
11,1.92,0.62,0.475,0.34,0.2,22506.84649,2186.440899,6218.302699,
12,0.3,0.62,0.6,0.18,0.8,17425.36346,2903.16832,8566.144897,
13,1.92,0.62,0.6,0.5,0.6,23988.55106,2595.404306,7776.619042,
14,1.38,0.1,0.6,0.1,0.2,22369.31027,1141.474623,430.9297248,
15,1.92,0.23,0.1,0.42,0.6,22387.62677,1444.448745,2009.625859,
16,0.84,0.36,0.225,0.42,0.4,20279.25491,1767.077514,3229.919707,
17,0.84,0.1,0.225,0.42,0.2,21791.40857,1131.228894,430.851903,
18,2.46,0.36,0.35,0.1,0.6,21404.23982,1750.516602,3791.760555,
19,2.46,0.75,0.225,0.18,0.8,19381.57832,2867.68174,10698.44973,
20,1.92,0.36,0.35,0.42,0.4,23368.56362,1748.425171,3394.104642,
21,2.46,0.36,0.1,0.1,0.6,19816.05129,1656.375402,3791.760555,
22,3,0.1,0.1,0.5,0.6,25983.69968,1144.38507,602.2866672,
23,1.92,0.36,0.475,0.26,0.2,22905.77194,1626.768772,2994.569285,
24,1.92,0.1,0.35,0.5,0.2,25578.90374,1194.462358,463.0824668,
25,0.84,0.62,0.35,0.26,0.2,18757.68026,2250.426903,6220.110539,
26,0.84,0.36,0.1,0.1,0.6,16347.67118,1768.489932,3618.244259,
27,1.38,0.1,0.1,0.42,0.8,22113.49916,1156.341976,631.567199,
28,3,0.36,0.35,0.1,0.2,22754.48384,1492.180628,2993.230601,
29,2.46,0.75,0.6,0.34,0.6,23168.90498,2820.202434,9733.971976,
30,2.46,0.36,0.6,0.18,0.8,23414.08273,1952.806489,4190.66943,
31,2.46,0.62,0.225,0.5,0.8,22671.86317,2577.99336,8551.60683,
32,0.3,0.49,0.1,0.42,0.2,17691.97586,1952.707623,4664.087531,
33,0.84,0.1,0.475,0.1,0.8,20218.62341,1203.96309,631.2559117,
34,1.92,0.1,0.1,0.26,0.4,22025.78978,1043.070712,532.588153,
35,1.92,0.62,0.225,0.26,0.6,19837.96322,2456.631989,7776.619042,
36,0.84,0.1,0.475,0.26,0.2,21875.53939,1168.074378,430.851903,
37,1.92,0.62,0.6,0.42,0.6,23353.37995,2585.713428,7776.619042,
38,1.38,0.75,0.6,0.42,0.2,22270.44649,2547.272044,7806.95799,
39,0.84,0.1,0.35,0.18,0.6,20316.60351,1158.082545,564.4545755,
40,3,0.1,0.475,0.18,0.2,25658.65806,1124.829513,463.1467429,
41,1.38,0.49,0.225,0.34,0.2,20437.83644,1863.934866,4662.708516,
42,1.92,0.36,0.1,0.18,0.2,19905.19751,1457.769244,2994.569285,
43,3,0.36,0.225,0.42,0.6,24418.15295,1771.638125,3789.623947,
44,0.3,0.75,0.475,0.34,0.6,17881.81284,3007.499077,9744.675557,
45,1.38,0.36,0.6,0.5,0.4,24284.72197,1874.333181,3228.942246,
46,2.46,0.49,0.475,0.5,0.6,24900.80489,2219.713455,5607.957088,
47,0.3,0.62,0.225,0.5,0.2,18685.95798,2312.297966,6220.89462,
48,1.92,0.62,0.35,0.1,0.6,19127.80707,2477.957461,7776.619042,
49,1.92,0.23,0.1,0.42,0.2,22663.3554,1295.115997,1573.189732,
50,2.46,0.75,0.225,0.26,0.6,20322.52833,2711.352202,9733.971976,
51,3,0.23,0.475,0.34,0.4,26088.47268,1465.582712,1790.035734,
52,0.3,0.75,0.475,0.1,0.2,16185.2315,2624.440789,7808.584331,
53,0.84,0.1,0.475,0.26,0.6,21751.85383,1235.315314,564.4545755,
54,1.38,0.62,0.475,0.34,0.4,21151.44453,2425.528123,6999.354063,
55,3,0.1,0.6,0.18,0.6,26195.15708,1209.786617,602.2866672,
56,1.92,0.49,0.6,0.26,0.2,23002.93811,1941.995686,4453.853084,
57,0.3,0.49,0.225,0.5,0.8,18575.08128,2482.89465,6456.402351,
58,2.46,0.23,0.1,0.5,0.4,24210.05786,1384.699022,1790.789256,
59,2.46,0.23,0.225,0.34,0.4,23700.11387,1381.983848,1790.789256,
60,1.92,0.62,0.6,0.34,0.2,23176.02565,2225.516844,6218.302699,
61,1.38,0.1,0.6,0.1,0.2,22369.31027,1141.474623,430.9297248,
62,0.3,0.49,0.475,0.34,0.6,18913.63761,2409.050194,5858.964078,
63,1.92,0.62,0.6,0.26,0.6,22006.30413,2567.38736,7776.619042,
64,0.84,0.23,0.475,0.34,0.4,21725.25114,1521.522498,1673.021498,
65,1.38,0.62,0.35,0.18,0.2,19255.03112,2170.569321,6219.249295,
66,0.84,0.1,0.35,0.1,0.4,19619.30958,1092.289246,497.6532392,
67,0.84,0.62,0.1,0.34,0.4,17615.09297,2371.734717,7001.076551,
68,1.38,0.1,0.1,0.34,0.2,21613.02511,1046.202918,430.9297248,
69,3,0.1,0.6,0.26,0.2,26994.21275,1196.232982,463.1467429,
70,0.84,0.75,0.225,0.1,0.8,15265.27367,3049.639599,10709.6115,
71,1.38,0.75,0.475,0.34,0.6,20400.47329,2884.107628,9739.796535,
72,0.84,0.1,0.1,0.1,0.8,17910.93356,1054.925235,631.2559117,
73,1.38,0.1,0.1,0.1,0.4,19359.47663,983.1140663,497.8088828,
74,1.92,0.49,0.6,0.26,0.8,22413.86437,2370.859134,6189.021128,
75,1.92,0.49,0.225,0.34,0.2,21560.8662,1827.163054,4453.853084,
76,0.3,0.49,0.35,0.5,0.4,19727.80069,2235.117776,5261.525804,
77,3,0.1,0.35,0.5,0.2,27581.36539,1196.433445,463.1467429,
78,2.46,0.1,0.35,0.1,0.2,23252.95479,1050.246873,463.1266797,
79,1.92,0.75,0.225,0.18,0.8,18359.11846,2919.611755,10702.50708,
80,0.3,0.23,0.6,0.34,0.8,20770.44868,1774.478414,2093.37697,
81,0.84,0.49,0.1,0.42,0.6,18633.47294,2217.58464,5857.000583,
82,1.38,0.75,0.475,0.18,0.6,18983.7742,2878.403301,9739.796535,
83,1.38,0.49,0.1,0.1,0.4,17164.91461,1935.123343,5258.767774,
84,1.38,0.75,0.35,0.34,0.2,20213.36832,2464.360582,7806.95799,
85,1.92,0.36,0.6,0.34,0.2,24254.34236,1692.488235,2994.569285,
86,1.92,0.23,0.475,0.42,0.6,24622.24965,1584.426692,2009.625859,
87,1.92,0.75,0.1,0.18,0.8,17522.66085,2886.479344,10702.50708,
88,1.92,0.49,0.225,0.26,0.4,20632.81351,1970.544396,5032.242432,
89,1.38,0.75,0.475,0.26,0.2,20235.91157,2492.917924,7806.95799,
90,1.92,0.36,0.475,0.5,0.4,24705.59364,1813.633972,3394.104642,
91,1.38,0.36,0.1,0.18,0.2,18777.48437,1474.802284,2841.106425,
92,1.38,0.62,0.6,0.18,0.2,20659.35418,2250.922537,6219.249295,
93,3,0.49,0.1,0.5,0.6,23593.50805,2068.610803,5604.977222,
94,0.84,0.1,0.1,0.5,0.4,21583.91357,1142.798236,497.6532392,
95,1.38,0.36,0.475,0.42,0.4,22982.37162,1813.194143,3228.942246,
96,0.84,0.49,0.1,0.1,0.2,16127.21068,1816.34593,4663.433033,
97,2.46,0.75,0.1,0.34,0.4,20466.80608,2488.469295,8769.494223,
98,0.3,0.75,0.475,0.42,0.8,18329.29331,3164.133203,10712.72117,
99,3,0.75,0.1,0.1,0.6,18959.00183,2620.351751,9730.634564,
100,0.84,0.62,0.6,0.34,0.2,20860.50807,2341.005657,6220.110539,
101,2.46,0.36,0.1,0.26,0.2,21691.80025,1461.492114,2993.942804,
102,0.3,0.36,0.1,0.1,0.6,14927.65199,1841.95594,3619.542089,
103,3,0.49,0.35,0.1,0.6,21700.54472,2063.969131,5604.977222,
104,0.3,0.62,0.35,0.34,0.6,17643.42703,2695.819584,7784.394805,
105,2.46,0.49,0.35,0.42,0.2,24003.11147,1862.036423,4452.96152,
106,3,0.1,0.475,0.5,0.4,28199.73996,1262.666199,532.716705,
107,3,0.23,0.1,0.34,0.6,23734.29976,1396.79037,2007.567767,
108,1.38,0.49,0.6,0.1,0.4,20197.78883,2112.345475,5258.767774,
109,2.46,0.49,0.35,0.26,0.8,22051.8428,2248.98202,6185.454872,
110,0.84,0.36,0.475,0.18,0.8,19329.68494,2041.077402,4006.568812,
111,0.3,0.23,0.225,0.42,0.8,19295.53338,1664.274205,2093.37697,
112,3,0.62,0.225,0.5,0.8,23606.15313,2547.592324,8546.999977,
113,1.92,0.36,0.1,0.1,0.2,19139.80606,1430.917622,2994.569285,
114,3,0.62,0.225,0.34,0.6,22494.13633,2380.029905,7770.036115,
115,2.46,0.75,0.35,0.5,0.4,23343.89089,2586.161975,8769.494223,
116,3,0.75,0.6,0.5,0.8,25159.86585,2952.397224,10693.99985,
117,0.84,0.36,0.35,0.26,0.6,19482.25368,1902.565219,3618.244259,
118,0.3,0.1,0.1,0.26,0.2,18160.89476,1033.362739,430.7632897,
119,1.92,0.75,0.6,0.42,0.2,23361.21923,2495.820464,7806.030808,
120,0.3,0.36,0.225,0.26,0.6,17318.41195,1923.857131,3619.542089,
121,1.92,0.49,0.35,0.42,0.2,22980.33911,1892.547741,4453.853084,
122,3,0.75,0.6,0.1,0.8,21761.35347,2912.917261,10693.99985,
123,0.84,0.23,0.225,0.34,0.2,20392.91282,1343.206144,1463.171452,
124,2.46,0.49,0.1,0.18,0.6,19903.91992,2027.186145,5607.957088,
125,0.3,0.49,0.225,0.34,0.2,17825.61641,1986.678515,4664.087531,
126,2.46,0.75,0.35,0.34,0.8,21563.69566,2907.759603,10698.44973,
127,0.3,0.75,0.225,0.1,0.8,13920.58719,3126.202603,10712.72117,
128,1.92,0.23,0.1,0.26,0.6,21016.27993,1392.764569,2009.625859,
129,3,0.23,0.35,0.26,0.6,24584.01621,1466.204464,2007.567767,
130,1.92,0.1,0.1,0.34,0.8,22619.73507,1117.40858,671.5995253,
131,2.46,0.23,0.35,0.5,0.8,25513.63777,1604.888198,2226.606843,
132,0.84,0.23,0.475,0.18,0.2,20430.08745,1384.312545,1463.171452,
133,2.46,0.36,0.1,0.34,0.4,22190.75584,1606.800534,3392.851679,
134,0.84,0.49,0.6,0.18,0.4,19718.95042,2189.820456,5260.216808,
135,1.92,0.62,0.475,0.34,0.2,22506.84649,2186.440899,6218.302699,
136,3,0.36,0.1,0.5,0.6,24264.08013,1752.290514,3789.623947,
137,1.92,0.1,0.475,0.42,0.4,25580.16516,1240.134914,532.588153,
138,0.3,0.49,0.475,0.1,0.4,16890.50129,2223.312096,5261.525804,
139,0.84,0.75,0.225,0.34,0.6,17700.48961,2877.550287,9742.343302,
140,2.46,0.49,0.35,0.34,0.6,22900.43699,2147.88929,5607.957088,
141,1.38,0.62,0.1,0.42,0.6,19284.64836,2489.664531,7779.458831,
142,1.38,0.36,0.6,0.18,0.8,21266.76409,2020.003761,4004.61389,
143,0.84,0.36,0.35,0.5,0.8,21374.88132,2065.564849,4006.568812,
144,2.46,0.1,0.475,0.26,0.2,25375.57747,1153.808452,463.1266797,
145,1.38,0.1,0.225,0.26,0.4,21649.40571,1096.465875,497.8088828,
146,1.92,0.1,0.6,0.18,0.8,24116.34285,1245.314344,671.5995253,
147,0.3,0.62,0.475,0.42,0.6,19051.94225,2733.675109,7784.394805,
148,1.38,0.36,0.1,0.34,0.8,19713.42971,1884.047676,4004.61389,
149,0.84,0.1,0.1,0.5,0.6,21522.80937,1174.012111,564.4545755,
150,3,0.62,0.225,0.1,0.4,20579.7127,2165.030179,6993.072253,
151,1.38,0.75,0.225,0.42,0.4,19842.50834,2638.375407,8773.377263,
152,2.46,0.36,0.225,0.1,0.6,20638.39564,1704.265088,3791.760555,
153,1.38,0.49,0.1,0.26,0.8,18292.69975,2266.799386,6450.88629,
154,1.38,0.36,0.475,0.18,0.4,20897.22433,1747.335654,3228.942246,
155,2.46,0.36,0.35,0.34,0.8,23432.94065,1910.062907,4190.66943,
156,1.92,0.49,0.35,0.18,0.2,20899.09011,1831.622439,4453.853084,
157,3,0.36,0.475,0.1,0.6,23084.29521,1770.282202,3789.623947,
158,1.38,0.75,0.35,0.42,0.8,20125.14658,3011.835287,10706.21581,
159,0.3,0.62,0.35,0.42,0.4,18551.34465,2533.975454,7002.644712,
160,1.38,0.75,0.475,0.34,0.2,20931.29082,2502.403553,7806.95799,
161,2.46,0.62,0.475,0.18,0.8,21439.60669,2616.288071,8551.60683,
162,3,0.49,0.1,0.1,0.2,20580.31007,1651.585886,4451.968231,
163,0.84,0.62,0.1,0.18,0.8,15712.14876,2694.512917,8563.008575,
164,1.92,0.36,0.6,0.34,0.6,23899.64565,1933.642629,3793.639999,
165,2.46,0.75,0.6,0.1,0.6,21036.29328,2803.983508,9733.971976,
166,0.84,0.1,0.225,0.1,0.6,18791.25611,1074.843521,564.4545755,
167,0.84,0.1,0.225,0.26,0.8,20235.14098,1167.937848,631.2559117,
168,0.3,0.1,0.35,0.5,0.8,21582.07564,1331.58682,630.9014586,
169,0.84,0.75,0.225,0.1,0.6,15488.17947,2879.147222,9742.343302,
170,0.3,0.1,0.35,0.1,0.6,18094.55202,1149.142181,564.1887356,
171,2.46,0.23,0.475,0.34,0.6,25001.26967,1545.228084,2008.69805,
172,3,0.1,0.35,0.1,0.2,24244.49771,1050.412817,463.1467429,
173,2.46,0.75,0.1,0.34,0.6,20198.19434,2679.992981,9733.971976,
174,0.3,0.62,0.1,0.26,0.4,15530.85331,2442.599045,7002.644712,
175,1.38,0.62,0.1,0.1,0.4,16614.73911,2275.490405,6999.354063,
176,1.38,0.49,0.35,0.5,0.8,21916.71487,2380.985052,6450.88629,
177,2.46,0.75,0.475,0.1,0.6,20351.56049,2771.3617,9733.971976,
178,3,0.23,0.475,0.18,0.4,24718.35933,1412.555413,1790.035734,
179,0.84,0.75,0.225,0.26,0.4,17247.76742,2692.033931,8775.075107,
180,1.92,0.36,0.35,0.34,0.2,22889.38207,1605.475353,2994.569285,
181,2.46,0.1,0.475,0.5,0.8,27165.52934,1302.302131,671.7763769,
182,1.92,0.36,0.35,0.42,0.6,23190.31335,1866.869043,3793.639999,
183,1.38,0.36,0.6,0.18,0.6,21400.52766,1917.174533,3616.778068,
184,1.38,0.23,0.225,0.42,0.6,22064.67409,1506.429106,1882.258407,
185,2.46,0.75,0.225,0.1,0.2,19400.24683,2286.703151,7805.01647,
186,0.3,0.75,0.35,0.34,0.4,17397.19329,2801.688948,8776.629944,
187,3,0.23,0.475,0.1,0.4,23988.00419,1382.180395,1790.035734,
188,1.92,0.75,0.6,0.18,0.8,20551.99768,3007.77648,10702.50708,
189,0.84,0.49,0.35,0.5,0.4,21079.10806,2163.88056,5260.216808,
190,0.84,0.23,0.1,0.5,0.4,20791.28288,1427.036984,1673.021498,
191,0.3,0.49,0.35,0.26,0.4,17671.41893,2201.816268,5261.525804,
192,1.38,0.23,0.225,0.1,0.2,19472.02644,1238.330125,1462.967073,
193,0.84,0.23,0.475,0.34,0.6,21598.62757,1605.119198,1882.871544,
194,3,0.36,0.1,0.1,0.6,20794.02375,1633.952255,3789.623947,
195,2.46,0.1,0.1,0.26,0.2,23165.85715,1014.437156,463.1266797,
196,2.46,0.36,0.35,0.26,0.8,22744.98497,1889.099287,4190.66943,
197,3,0.62,0.475,0.34,0.4,24198.41921,2290.412037,6993.072253,
198,2.46,0.36,0.225,0.18,0.4,21578.69157,1607.202247,3392.851679,
199,3,0.62,0.6,0.34,0.6,24626.74246,2493.087997,7770.036115,
200,0.84,0.49,0.225,0.18,0.4,17525.67265,2065.27243,5260.216808,
201,0.84,0.1,0.225,0.34,0.6,20992.84336,1167.382912,564.4545755,
202,2.46,0.75,0.35,0.26,0.4,21353.69667,2559.014348,8769.494223,
203,1.92,0.62,0.225,0.34,0.6,20537.76736,2465.407249,7776.619042,
204,1.38,0.23,0.35,0.18,0.4,20855.70222,1396.912589,1672.61274,
205,1.92,0.23,0.6,0.34,0.2,24886.0129,1452.708158,1573.189732,
206,1.92,0.36,0.35,0.5,0.6,23830.61756,1888.257162,3793.639999,
207,0.84,0.75,0.6,0.18,0.8,18248.51596,3122.930016,10709.6115,
208,1.92,0.49,0.1,0.5,0.6,21629.35585,2130.061426,5610.63178,
209,2.46,0.75,0.225,0.42,0.8,21464.70785,2878.26697,10698.44973,
210,0.3,0.62,0.225,0.26,0.2,16618.34515,2284.367463,6220.89462,
211,1.92,0.49,0.225,0.1,0.8,18759.51831,2229.966757,6189.021128,
212,1.38,0.62,0.35,0.1,0.8,17810.0312,2691.482946,8559.563598,
213,3,0.1,0.475,0.26,0.6,26235.12019,1195.877355,602.2866672,
214,1.38,0.1,0.1,0.1,0.4,19359.47663,983.1140663,497.8088828,
215,2.46,0.75,0.475,0.5,0.2,24331.2627,2427.363917,7805.01647,
216,2.46,0.49,0.225,0.5,0.8,23291.71624,2251.030155,6185.454872,
217,0.84,0.49,0.225,0.1,0.6,16543.86203,2220.030226,5857.000583,
218,0.3,0.23,0.35,0.5,0.6,20828.82876,1649.005467,1883.363079,
219,0.84,0.49,0.225,0.5,0.2,20538.72446,1950.052632,4663.433033,
220,0.3,0.1,0.35,0.5,0.2,21768.75833,1221.7522,430.7632897,
221,1.92,0.49,0.35,0.18,0.6,20458.54909,2156.099424,5610.63178,
222,1.38,0.49,0.6,0.26,0.8,21300.43589,2422.404367,6450.88629,
223,1.38,0.49,0.225,0.34,0.2,20437.83644,1863.934866,4662.708516,
224,0.3,0.36,0.35,0.1,0.6,16573.33524,1940.086222,3619.542089,
225,0.84,0.23,0.35,0.34,0.2,21147.11189,1393.313184,1463.171452,
226,1.92,0.62,0.1,0.26,0.8,18812.66707,2565.013669,8555.777214,
227,3,0.75,0.225,0.34,0.8,21733.69512,2831.970193,10693.99985,
228,2.46,0.23,0.475,0.5,0.6,26279.14103,1593.515738,2008.69805,
229,0.84,0.62,0.225,0.34,0.6,18211.23918,2587.430717,7782.042563,
230,1.38,0.49,0.475,0.34,0.2,21909.45417,1953.20576,4662.708516,
231,1.92,0.49,0.1,0.18,0.8,18690.75434,2199.62649,6189.021128,
232,1.92,0.49,0.6,0.34,0.6,23261.68754,2264.09887,5610.63178,
233,0.3,0.49,0.475,0.18,0.8,17287.95531,2532.496173,6456.402351,
234,0.84,0.49,0.475,0.26,0.4,19766.13047,2164.202858,5260.216808,
235,0.84,0.1,0.475,0.26,0.6,21751.85383,1235.315314,564.4545755,
236,1.38,0.49,0.475,0.34,0.6,21486.1886,2268.083426,5854.827032,
237,2.46,0.23,0.475,0.1,0.2,23154.20269,1317.038133,1572.880462,
238,0.84,0.75,0.1,0.42,0.8,17322.0629,3008.125049,10709.6115,
239,0.84,0.62,0.475,0.26,0.6,19010.44013,2653.680348,7782.042563,
240,0.3,0.62,0.6,0.5,0.4,20605.97882,2612.295562,7002.644712,
241,1.92,0.49,0.225,0.5,0.6,22434.36291,2174.600443,5610.63178,
242,2.46,0.36,0.225,0.18,0.6,21392.21472,1726.907037,3791.760555,
243,0.84,0.75,0.35,0.26,0.2,18298.86223,2519.44223,7807.806912,
244,0.84,0.23,0.475,0.26,0.6,20899.17573,1581.32085,1882.871544,
245,1.92,0.1,0.6,0.26,0.4,24909.90668,1229.747306,532.588153,
246,1.38,0.23,0.6,0.5,0.2,25063.10648,1511.150195,1462.967073,
247,0.3,0.75,0.1,0.1,0.4,13524.82609,2732.034615,8776.629944,
248,1.38,0.36,0.35,0.18,0.8,19863.2079,1940.079186,4004.61389,
249,1.92,0.49,0.475,0.5,0.6,23892.01785,2255.468072,5610.63178,
250,1.92,0.36,0.225,0.1,0.8,19447.42823,1841.139364,4193.175355,
251,2.46,0.49,0.475,0.26,0.2,23363.3366,1863.183395,4452.96152,
252,2.46,0.36,0.35,0.18,0.2,22528.13484,1534.226967,2993.942804,
253,3,0.75,0.225,0.1,0.8,19575.87918,2819.82681,10693.99985,
254,2.46,0.49,0.1,0.5,0.8,22489.20246,2209.105747,6185.454872,
255,0.84,0.23,0.35,0.1,0.4,18812.50722,1394.709636,1673.021498,
256,0.84,0.62,0.475,0.34,0.4,19939.58089,2491.462446,7001.076551,
257,0.84,0.1,0.475,0.1,0.6,20273.59135,1173.134471,564.4545755,
258,0.3,0.75,0.1,0.1,0.6,13281.99561,2920.878767,9744.675557,
259,1.92,0.62,0.475,0.1,0.8,19665.74693,2662.039216,8555.777214,
260,0.84,0.36,0.6,0.26,0.6,20883.57032,1988.825803,3618.244259,
261,0.84,0.62,0.475,0.5,0.4,21261.70395,2506.536034,7001.076551,
262,0.3,0.49,0.6,0.26,0.2,19294.37207,2107.21969,4664.087531,
263,0.3,0.23,0.6,0.34,0.2,21129.69711,1514.005462,1463.335297,
264,1.38,0.36,0.225,0.26,0.4,20144.24365,1677.61103,3228.942246,
265,3,0.62,0.6,0.18,0.8,23059.80811,2606.842173,8546.999977,
266,3,0.49,0.6,0.1,0.4,23307.05299,1993.041197,5028.472727,
267,1.92,0.23,0.475,0.34,0.8,23878.74337,1623.12186,2227.843922,
268,0.3,0.49,0.1,0.34,0.8,16386.03857,2430.254354,6456.402351,
269,1.92,0.49,0.475,0.34,0.2,23022.31918,1916.833669,4453.853084,
270,2.46,0.62,0.35,0.34,0.4,22556.28879,2285.474692,6995.375679,
271,1.38,0.75,0.225,0.34,0.8,18680.80006,2979.181513,10706.21581,
272,2.46,0.62,0.225,0.5,0.8,22671.86317,2577.99336,8551.60683,
273,0.3,0.49,0.6,0.18,0.4,18352.76355,2271.830486,5261.525804,
274,0.3,0.36,0.1,0.34,0.8,17051.22577,2014.078522,4008.299251,
275,1.92,0.62,0.225,0.42,0.2,21709.50504,2115.838848,6218.302699,
276,1.92,0.23,0.35,0.1,0.2,21381.48121,1278.655581,1573.189732,
277,1.92,0.49,0.6,0.18,0.6,21858.94003,2234.869649,5610.63178,
278,1.92,0.49,0.225,0.42,0.4,22003.43469,2006.344479,5032.242432,
279,1.38,0.23,0.225,0.34,0.2,21660.38609,1323.847866,1462.967073,
280,0.3,0.49,0.6,0.26,0.8,18714.81717,2573.416457,6456.402351,
281,3,0.75,0.6,0.18,0.8,22497.78357,2916.24386,10693.99985,
282,0.84,0.62,0.1,0.42,0.8,17859.25014,2703.755037,8563.008575,
283,3,0.62,0.6,0.1,0.2,23004.81062,2102.539439,6216.10839,
284,3,0.1,0.475,0.1,0.4,24878.5548,1118.794646,532.716705,
285,0.84,0.36,0.6,0.42,0.6,22251.95256,2025.081429,3618.244259,
286,1.38,0.62,0.475,0.5,0.2,22709.97854,2263.951833,6219.249295,
287,0.84,0.75,0.225,0.1,0.8,15265.27367,3049.639599,10709.6115,
288,1.38,0.36,0.35,0.42,0.2,22456.98407,1645.738861,2841.106425,
289,0.84,0.49,0.225,0.42,0.4,19662.98841,2106.826737,5260.216808,
290,2.46,0.36,0.1,0.1,0.6,19816.05129,1656.375402,3791.760555,
291,2.46,0.75,0.6,0.42,0.2,24362.42217,2451.261192,7805.01647,
292,1.38,0.62,0.35,0.1,0.4,18241.48224,2359.766939,6999.354063,
293,0.3,0.62,0.6,0.18,0.4,17845.76653,2588.228903,7002.644712,
294,1.92,0.49,0.475,0.5,0.4,24100.54955,2112.141486,5032.242432,
295,2.46,0.1,0.225,0.34,0.6,24510.99618,1138.356491,602.2264778,
296,2.46,0.36,0.35,0.42,0.6,24215.99763,1838.917304,3791.760555,
297,0.84,0.36,0.6,0.18,0.4,20324.1904,1837.042979,3229.919707,
298,3,0.75,0.6,0.42,0.6,24743.27994,2799.329425,9730.634564,
299,2.46,0.49,0.225,0.34,0.2,22594.09489,1794.761517,4452.96152,
300,0.84,0.1,0.1,0.18,0.6,18742.26531,1056.143115,564.4545755,
301,0.84,0.62,0.225,0.5,0.4,19783.55874,2429.049254,7001.076551,
302,1.38,0.75,0.225,0.1,0.4,16963.08956,2617.824061,8773.377263,
303,3,0.23,0.225,0.1,0.2,22680.12309,1219.024697,1572.503701,
304,3,0.23,0.475,0.34,0.8,25885.53452,1589.438949,2225.099799,
305,0.3,0.1,0.225,0.1,0.8,17256.29028,1136.413663,630.9014586,
306,1.92,0.62,0.1,0.1,0.6,17507.38386,2400.167354,7776.619042,
307,0.84,0.75,0.225,0.34,0.8,17473.47749,3040.488885,10709.6115,
308,1.92,0.62,0.1,0.42,0.2,20902.22658,2065.686036,6218.302699,
309,0.3,0.1,0.6,0.42,0.6,22359.57965,1359.158167,564.1887356,
310,1.92,0.36,0.35,0.5,0.8,23701.29696,1986.427751,4193.175355,
311,3,0.62,0.225,0.42,0.4,23400.58099,2224.377091,6993.072253,
312,1.38,0.36,0.6,0.34,0.8,22679.99345,2057.564163,4004.61389,
313,0.84,0.75,0.1,0.5,0.6,18210.66638,2848.07599,9742.343302,
314,0.3,0.1,0.6,0.18,0.6,20260.50781,1273.304214,564.1887356,
315,1.92,0.36,0.225,0.26,0.4,21254.35526,1656.368006,3394.104642,
316,0.3,0.62,0.35,0.1,0.4,15641.17802,2515.690732,7002.644712,
317,3,0.62,0.475,0.18,0.8,22383.29908,2572.469028,8546.999977,
318,1.92,0.36,0.225,0.42,0.8,22307.91628,1921.122657,4193.175355,
319,3,0.75,0.1,0.34,0.8,20917.69334,2796.520691,10693.99985,
320,3,0.49,0.1,0.42,0.4,23173.59603,1894.759863,5028.472727,
321,0.84,0.1,0.475,0.42,0.4,23169.34398,1259.953681,497.6532392,
322,0.3,0.49,0.6,0.1,0.8,17215.78292,2563.164904,6456.402351,
323,3,0.49,0.225,0.18,0.6,21683.66602,2039.302568,5604.977222,
324,0.3,0.75,0.475,0.5,0.6,19207.61994,3010.245702,9744.675557,
325,0.3,0.36,0.1,0.26,0.2,16837.36931,1591.934532,2842.027765,
326,1.92,0.75,0.35,0.42,0.2,21983.52382,2420.801631,7806.030808,
327,2.46,0.23,0.475,0.5,0.6,26279.14103,1593.515738,2008.69805,
328,0.3,0.75,0.1,0.42,0.6,16217.43157,2912.258434,9744.675557,
329,1.38,0.23,0.1,0.1,0.6,18368.178,1350.582522,1882.258407,
330,1.38,0.1,0.35,0.26,0.8,22291.76999,1199.199435,631.567199,
331,1.38,0.62,0.1,0.5,0.8,19736.71471,2643.063141,8559.563598,
332,2.46,0.23,0.225,0.1,0.8,21327.71713,1436.419558,2226.606843,
333,2.46,0.23,0.1,0.26,0.6,22075.92315,1378.959244,2008.69805,
334,1.92,0.23,0.475,0.34,0.8,23878.74337,1623.12186,2227.843922,
335,2.46,0.49,0.225,0.26,0.8,21288.83916,2208.487289,6185.454872,
336,3,0.62,0.1,0.18,0.4,20511.35913,2134.840776,6993.072253,
337,3,0.75,0.225,0.34,0.4,22217.22108,2488.274264,8767.269282,
338,0.84,0.23,0.6,0.1,0.2,20348.80687,1400.953806,1463.171452,
339,2.46,0.23,0.1,0.5,0.8,23993.0976,1512.7442,2226.606843,
340,1.92,0.23,0.225,0.18,0.2,21376.78831,1261.574064,1573.189732,
341,1.38,0.75,0.35,0.18,0.6,18251.92955,2844.745161,9739.796535,
342,0.3,0.62,0.475,0.5,0.6,19704.6758,2738.225446,7784.394805,
