Version,window_u,shgc,roof_u,extWall_u,transmittance,total_idealHeating,total_idealCooling
1237,0.3,0.1,0.98,1.38,0.6,267909.3211,125171.3528
1238,1.3,0.24,0.76,1.06,0.4,255117.6014,127532.3757
1239,1.8,0.52,0.76,0.1,0.6,133546.2522,140347.3062
1240,2.8,0.1,0.1,1.7,0.4,337380.4361,127468.3407
1241,1.8,0.52,0.1,1.7,0.2,288291.3861,149585.6486
1242,1.8,0.66,0.32,0.42,0.8,146300.0782,176289.0831
1243,2.8,0.38,0.98,1.7,0.8,317949.7981,171617.9796
1244,0.3,0.52,0.76,0.42,0.6,134242.181,149871.7949
1245,0.3,0.24,0.54,1.7,0.6,268262.9974,145516.7947
1246,1.3,0.1,0.76,0.74,0.6,237390.3228,108644.1703
1247,1.8,0.52,0.76,0.42,0.8,166637.2917,160290.2019
1248,0.3,0.38,0.54,0.1,0.2,114712.6259,103415.9636
1249,1.3,0.52,0.76,1.7,0.4,281712.6318,164743.5669
1250,1.8,0.66,0.1,0.1,0.4,117407.2341,135859.5024
1251,0.8,0.66,0.1,0.1,0.8,79852.99413,170172.7782
1252,2.8,0.66,0.54,1.06,0.6,241902.4411,176590.7324
1253,1.8,0.24,0.54,0.1,0.6,155131.2504,106501.9611
1254,2.8,0.38,0.76,0.1,0.2,181197.566,106088.3742
1255,2.8,0.24,0.98,1.06,0.2,296641.7587,125304.2741
1256,1.8,0.1,0.98,0.1,0.4,182899.3038,89403.18718
1257,0.8,0.1,0.76,1.38,0.4,280858.2702,122016.8458
1258,0.8,0.38,0.98,0.74,0.4,204371.8985,132619.3827
1259,2.3,0.8,0.98,0.42,0.8,159641.1461,197224.7831
1260,0.8,0.38,0.32,1.06,0.2,228248.2815,127354.6926
1261,0.8,0.1,0.1,0.1,0.8,134062.6325,87808.13033
1262,2.8,0.38,0.54,1.06,0.6,265378.5826,148311.9091
1263,1.8,0.66,0.32,1.38,0.2,261397.0605,152632.8231
1264,1.3,0.8,1.2,1.06,0.4,220642.722,176791.214
1265,0.3,0.1,0.1,0.74,0.2,199211.6468,98901.2181
1266,2.3,0.8,0.76,1.7,0.6,275422.3236,203991.0332
1267,1.3,0.66,0.32,1.7,0.4,263350.574,173442.874
1268,1.3,0.52,0.98,1.06,0.2,244392.4073,140527.3216
1269,2.8,0.8,1.2,0.74,0.4,223587.6288,169367.6437
1270,1.3,0.8,0.76,1.38,0.8,222217.7868,216560.7383
1271,0.8,0.1,0.32,0.42,0.6,181027.7898,96712.61012
1272,1.3,0.52,0.76,1.38,0.4,258446.0011,158351.5011
1273,0.3,0.38,0.54,0.1,0.4,108117.6547,113466.903
1274,1.3,0.38,1.2,1.38,0.2,283246.1206,140075.0548
1275,0.8,0.38,1.2,1.38,0.6,257567.0444,157667.2022
1276,0.3,0.1,0.32,1.06,0.8,227453.2095,116184.3916
1277,2.3,0.52,0.98,0.42,0.2,204301.4091,125169.0774
1278,0.3,0.52,0.1,1.7,0.8,227282.5891,185251.0663
1279,2.8,0.38,1.2,1.06,0.6,276716.9333,151818.2828
1280,2.3,0.38,0.32,0.42,0.2,201142.1366,112460.3995
1281,0.3,0.1,0.98,0.74,0.2,216662.5659,104360.3699
1282,1.8,0.24,0.54,1.38,0.2,293210.6763,128946.2866
1283,1.3,0.38,0.54,1.38,0.6,259117.278,154231.4297
1284,2.3,0.52,0.54,1.7,0.4,300204.9203,164125.3845
1285,1.3,0.66,0.76,0.74,0.8,177085.4383,186538.9136
1286,1.8,0.66,1.2,0.1,0.2,149000.5536,126220.9633
1287,1.8,0.66,0.98,0.74,0.4,208353.5179,156923.7085
1288,1.8,0.52,0.98,0.74,0.2,226862.9798,133229.6043
1289,2.8,0.24,0.1,0.1,0.6,167344.4285,104127.7243
1290,0.8,0.52,0.1,0.1,0.4,102105.998,123859.8423
1291,2.8,0.8,0.1,1.06,0.6,222228.4921,187963.3956
1292,0.3,0.66,0.54,0.42,0.6,120219.8048,164728.8849
1293,0.3,0.8,0.1,1.06,0.6,163910.2738,190748.3631
1294,0.8,0.66,0.98,1.7,0.4,262916.9386,177113.248
1295,2.3,0.8,0.98,0.42,0.6,166804.1342,179393.1891
1296,1.8,0.8,0.54,0.1,0.8,103749.772,189098.2258
1297,0.3,0.52,0.98,1.06,0.4,208794.2095,152610.0004
1298,1.3,0.38,0.54,0.1,0.4,136044.1206,112950.0569
1299,0.3,0.1,1.2,1.38,0.4,273395.9956,123832.4736
1300,1.3,0.1,0.76,1.7,0.8,313670.5259,133295.1797
1301,1.3,0.52,0.76,0.74,0.8,188540.814,168270.5951
1302,2.8,0.1,0.32,0.74,0.6,263396.6924,107183.8102
1303,0.3,0.1,1.2,0.42,0.2,186403.5304,96603.20886
1304,2.3,0.66,1.2,0.42,0.8,173474.9463,180206.1259
1305,0.3,0.8,1.2,0.74,0.6,156231.8355,190374.9667
1306,1.8,0.24,0.32,0.1,0.2,160573.0998,93152.18526
1307,0.3,0.38,1.2,1.06,0.6,217034.9477,150775.0556
1308,0.3,0.24,0.76,0.42,0.4,163406.0304,110299.9573
1309,1.8,0.38,0.54,1.7,0.8,288921.8208,169122.1516
1310,0.8,0.1,0.54,1.38,0.6,274914.6443,122923.9316
1311,0.3,0.38,0.76,1.38,0.6,235977.2365,155416.9775
1312,1.8,0.38,0.98,0.1,0.8,144518.9493,134124.7983
1313,2.8,0.38,0.1,0.42,0.4,199399.4647,120396.8806
1314,1.8,0.38,0.76,1.06,0.4,254935.0765,140132.4951
1315,0.8,0.52,1.2,1.06,0.8,212725.86,178099.6293
1316,2.3,0.24,0.54,1.7,0.6,318061.7065,147136.0737
1317,1.8,0.1,0.98,1.38,0.4,309959.4562,124448.6322
1318,0.3,0.24,1.2,0.1,0.8,122878.4516,116504.4282
1319,0.8,0.24,0.98,1.7,0.4,294748.8311,142436.4862
1320,1.8,0.8,0.32,1.38,0.8,225057.1993,213337.7285
1321,2.3,0.66,0.98,0.42,0.4,185476.8138,149081.2941
1322,2.3,0.66,0.76,1.7,0.2,303903.2009,162012.288
1323,2.3,0.38,0.54,1.38,0.2,294487.4426,137985.1156
1324,2.8,0.8,0.76,0.74,0.6,206307.3457,184995.4863
1325,0.8,0.52,0.98,0.74,0.8,179524.9347,170174.54
1326,2.3,0.66,0.98,1.06,0.4,248849.6882,164239.4129
1327,0.8,0.24,0.54,0.42,0.4,174036.6682,109133.5493
1328,2.3,0.38,0.1,1.38,0.4,278596.9866,143733.1272
1329,1.8,0.52,0.54,1.7,0.6,281685.0244,175530.1906
1330,0.8,0.1,1.2,1.7,0.6,309073.1462,133457.6377
1331,0.8,0.52,0.76,0.74,0.8,175617.5548,169034.191
1332,2.8,0.66,0.54,1.7,0.6,291369.8758,189198.3084
1333,1.3,0.52,0.76,1.7,0.8,267930.2808,187766.4517
1334,2.3,0.8,0.98,0.1,0.8,122088.2734,190247.4477
1335,1.8,0.38,1.2,0.42,0.8,187347.8122,143826.2834
1336,2.3,0.1,0.32,1.38,0.8,306186.0663,124099.1313
1337,2.8,0.24,0.32,0.74,0.4,250517.431,118657.5613
1338,0.8,0.1,0.98,0.1,0.8,152079.9047,93305.98472
1339,2.8,0.52,0.32,1.06,0.2,265271.9067,138117.4587
1340,0.8,0.66,0.32,0.1,0.6,90879.3006,155192.4113
1341,0.3,0.66,0.98,1.7,0.8,233375.3753,207827.201
1342,1.8,0.52,0.76,0.1,0.8,127826.8766,152304.977
1343,2.8,0.8,0.1,1.7,0.2,292598.1065,166406.3227
1344,2.8,0.38,0.76,0.74,0.8,235490.2936,149531.3844
1345,0.8,0.66,0.54,0.1,0.8,89811.01655,172695.4519
1346,1.3,0.38,0.54,0.42,0.6,169048.9428,131397.0868
1347,2.3,0.52,0.98,0.42,0.4,195528.06,137288.5047
1348,2.3,0.8,1.2,0.42,0.2,190927.2341,143769.5424
1349,0.3,0.8,0.76,1.38,0.8,196137.4726,218973.003
1350,2.8,0.38,0.32,0.42,0.4,204385.7148,121841.3099
1351,2.8,0.66,0.32,0.42,0.4,182927.9148,145373.6759
1352,1.3,0.24,0.54,1.38,0.4,276982.4656,133665.3176
1353,2.8,0.38,1.2,0.1,0.2,188679.0872,108465.5931
1354,1.3,0.8,1.2,1.06,0.2,231309.0161,158756.7361
1355,2.8,0.1,1.2,0.1,0.6,207216.7204,93042.72267
1356,0.3,0.24,0.76,1.7,0.4,276634.7766,140820.9105
1357,0.8,0.66,0.98,1.06,0.6,204924.4861,179966.9688
1358,1.3,0.24,0.98,1.38,0.6,280359.0919,141762.4795
1359,1.3,0.66,0.98,0.1,0.8,110014.8802,173574.2115
1360,1.3,0.24,0.1,1.06,0.8,233488.1148,134240.7235
1361,2.3,0.1,1.2,1.7,0.4,347060.9236,133167.2868
1362,2.8,0.52,1.2,1.7,0.6,313561.0451,179169.9789
1363,2.8,0.66,0.32,1.06,0.2,256515.6176,146320.7523
1364,1.3,0.52,0.54,0.42,0.2,172903.0851,122048.4449
1365,1.3,0.38,0.1,1.38,0.4,256073.7158,142533.1327
1366,2.3,0.38,0.32,0.74,0.4,227873.995,130018.6699
1367,2.3,0.8,0.76,0.1,0.2,144420.9634,133046.9072
1368,1.3,0.38,0.32,0.74,0.6,198513.535,138235.7814
1369,2.3,0.8,0.1,1.06,0.8,204621.1502,205442.6212
1370,1.3,0.38,0.32,1.38,0.8,249591.0877,160997.7909
1371,1.8,0.24,0.98,0.74,0.8,233136.0139,132080.0766
1372,0.3,0.8,0.32,1.38,0.8,187375.3592,216631.1018
1373,1.8,0.52,0.76,0.1,0.8,127826.8766,152304.977
1374,2.8,0.66,0.76,1.38,0.2,290949.514,155936.6214
1375,1.8,0.52,0.76,0.74,0.8,200449.8123,167822.8907
1376,2.8,0.8,0.54,0.42,0.6,168431.607,176661.7065
1377,0.3,0.52,0.98,1.06,0.4,208794.2095,152610.0004
1378,0.3,0.38,0.76,0.1,0.4,112484.357,114753.8508
1379,2.8,0.38,0.54,0.42,0.2,216173.2722,114361.9402
1380,2.3,0.24,0.54,0.42,0.8,202732.8947,121119.1611
1381,1.8,0.8,1.2,1.38,0.6,248851.5326,200680.1414
1382,2.3,0.8,1.2,0.42,0.4,179907.8625,161940.6823
1383,0.8,0.66,1.2,1.7,0.8,250759.074,207849.9843
1384,1.8,0.24,0.1,0.1,0.6,145359.1765,103646.3063
1385,2.3,0.38,0.98,0.74,0.4,240331.3133,133845.716
1386,0.3,0.66,1.2,0.42,0.6,132200.8347,168127.5951
1387,0.8,0.1,0.32,0.42,0.8,179032.2829,98925.15736
1388,1.3,0.52,1.2,1.06,0.2,247910.0373,141632.4167
1389,2.8,0.66,0.1,1.7,0.8,275277.1988,199949.6749
1390,1.3,0.38,0.54,0.42,0.4,175574.0547,121914.9446
1391,0.8,0.52,0.76,0.42,0.8,142043.4289,161795.1526
1392,1.8,0.8,0.76,1.06,0.2,235757.3703,156645.492
1393,1.8,0.52,0.98,1.7,0.4,297151.146,166215.5279
1394,1.3,0.24,0.76,1.38,0.8,273130.2253,145532.8015
1395,1.8,0.52,0.1,0.1,0.2,135805.453,110548.171
1396,2.3,0.1,0.76,0.1,0.6,188896.1489,90267.26118
1397,2.8,0.8,1.2,0.74,0.8,206245.558,204253.2261
1398,2.3,0.1,0.76,1.7,0.8,337207.1875,133710.8218
1399,0.8,0.38,0.1,0.74,0.4,186709.1705,127348.5869
1400,0.8,0.24,0.98,0.42,0.4,182162.3109,111671.9676
1401,0.3,0.66,0.54,0.74,0.4,161451.1981,155265.0996
1402,2.3,0.8,0.32,0.1,0.4,124582.1092,149267.7349
1403,1.3,0.24,0.1,1.7,0.6,286466.0883,143281.0715
1404,2.3,0.24,1.2,1.06,0.4,285152.073,131184.7141
1405,1.8,0.1,0.76,1.7,0.6,327309.3851,131946.1639
1406,1.8,0.52,0.1,0.1,0.6,119304.5819,136396.855
1407,0.3,0.52,0.98,1.38,0.4,235082.6911,159406.8893
1408,2.8,0.38,0.32,0.74,0.2,245293.9257,121775.7166
1409,0.3,0.8,0.54,0.74,0.2,163060.2963,148255.9387
1410,0.8,0.1,0.76,1.06,0.2,257113.528,112054.041
1411,1.8,0.8,0.32,0.74,0.6,176987.9663,183359.3871
1412,2.3,0.52,0.54,0.74,0.4,221344.2999,143048.0472
1413,0.3,0.24,1.2,0.74,0.8,196291.7891,133373.3881
1414,2.8,0.66,1.2,0.1,0.6,151332.7907,157354.5772
1415,0.8,0.66,0.32,1.38,0.6,218599.8,182705.4895
1416,2.8,0.24,0.1,1.7,0.8,316344.8412,149277.9987
1417,2.8,0.24,0.98,1.38,0.8,310206.7822,147732.6812
1418,0.3,0.38,0.1,1.7,0.6,245918.1644,157848.1886
1419,2.3,0.66,0.1,0.42,0.4,167639.3329,143971.5688
1420,2.3,0.52,0.54,1.7,0.4,300204.9203,164125.3845
1421,0.8,0.8,0.54,1.38,0.8,205554.8641,216500.0339
1422,2.3,0.8,0.32,0.1,0.8,109089.6797,186786.3879
1423,1.8,0.38,1.2,0.1,0.8,148184.3503,135238.2987
1424,1.8,0.38,1.2,0.1,0.6,153037.5228,126637.7742
1425,2.8,0.38,0.98,0.42,0.4,216952.3387,125696.0097
1426,2.8,0.1,0.1,0.74,0.2,262299.2099,102408.3101
1427,0.8,0.24,0.1,0.74,0.2,203364.7807,108936.2817
1428,1.8,0.52,0.76,0.1,0.2,149922.92,114647.7537
1429,2.8,0.66,0.32,1.38,0.8,256792.3517,195411.7498
1430,1.3,0.8,0.54,0.74,0.8,162759.5282,203496.103
1431,2.8,0.38,0.54,1.06,0.6,265378.5826,148311.9091
1432,2.3,0.66,0.32,1.06,0.4,236398.5339,160562.9657
1433,0.8,0.52,0.76,0.42,0.6,148184.5371,149234.3813
1434,1.8,0.24,0.1,0.1,0.8,141831.8677,108930.6117
1435,0.8,0.1,0.54,0.74,0.6,219507.8475,107086.6763
1436,1.8,0.8,0.32,0.42,0.2,163550.3885,138889.1682
1437,1.8,0.38,0.98,0.1,0.2,163138.9916,106562.1631
1438,2.8,0.38,0.54,0.74,0.6,235826.6022,140573.4381
1439,0.8,0.24,0.54,1.7,0.4,286967.4004,139989.6418
1440,2.8,0.66,0.76,0.74,0.6,216408.2492,170735.0077
1441,2.3,0.66,0.76,1.38,0.6,262257.1194,184373.7264
1442,0.3,0.24,0.98,1.38,0.4,257181.7134,135263.8256
1443,2.8,0.38,0.32,0.1,0.6,157881.9027,121717.4078
1444,2.8,0.38,0.1,0.42,0.8,187793.5571,137325.3551
1445,2.8,0.66,0.32,1.38,0.4,272678.0484,167521.9722
1446,2.3,0.66,0.1,0.1,0.2,138340.1297,119890.9503
1447,2.8,0.66,0.54,1.38,0.8,261269.9872,196661.6528
1448,0.3,0.38,0.98,1.7,0.2,275552.4022,144696.1428
1449,0.3,0.52,1.2,0.1,0.8,98106.64657,157929.7572
1450,1.8,0.24,0.1,1.06,0.4,253472.8628,124211.6204
1451,2.8,0.66,0.32,0.74,0.6,207666.7279,168234.9105
1452,0.3,0.1,0.32,1.06,0.6,229498.0539,113742.568
1453,2.3,0.52,0.98,1.38,0.2,293166.2341,148604.8589
1454,0.8,0.8,0.54,1.38,0.8,205554.8641,216500.0339
1455,0.8,0.66,0.1,0.74,0.2,175472.9921,136363.0082
1456,1.8,0.38,0.54,1.06,0.2,257610.7645,130052.9318
1457,2.3,0.24,0.32,0.1,0.6,161865.7767,105288.9431
1458,0.8,0.1,1.2,0.74,0.4,232983.2688,108524.8861
1459,0.3,0.52,0.98,1.38,0.2,243157.6262,146985.0603
1460,0.8,0.52,0.98,0.42,0.4,159535.006,137293.67
1461,2.3,0.66,0.76,0.74,0.4,215419.604,155772.4429
1462,0.8,0.1,1.2,0.74,0.4,232983.2688,108524.8861
1463,2.8,0.24,0.98,0.42,0.2,234417.9579,108081.5217
1464,0.8,0.24,0.98,1.38,0.4,271670.1913,135664.7071
1465,2.8,0.8,0.76,0.1,0.4,143545.7248,151477.4307
1466,0.8,0.66,0.76,1.7,0.8,243440.4408,205737.0844
1467,2.3,0.52,1.2,0.74,0.4,232879.2912,146572.1326
1468,1.8,0.66,0.98,1.06,0.6,229158.3779,179189.4817
1469,0.8,0.66,1.2,1.7,0.4,266414.5063,178170.3674
1470,2.8,0.24,0.54,1.7,0.6,328082.6285,147638.8101
1471,2.8,0.52,0.76,0.1,0.8,148864.9633,151300.2392
1472,2.8,0.38,0.76,0.74,0.4,246819.1706,133073.1678
1473,2.3,0.38,0.54,1.38,0.4,287836.3411,146494.9821
1474,0.3,0.66,0.76,1.06,0.6,187190.4831,179427.6518
1475,1.3,0.8,0.54,1.06,0.6,199691.1885,191749.4449
1476,2.8,0.24,0.98,1.7,0.8,333110.3944,154421.844
1477,0.3,0.24,1.2,1.7,0.8,275651.503,154721.5848
1478,1.3,0.66,0.54,0.1,0.6,107732.5469,155502.7688
1479,0.8,0.38,0.54,1.7,0.8,264315.4985,168971.4036
1480,1.3,0.8,0.1,0.74,0.2,180482.574,145300.0386
1481,0.8,0.38,0.76,1.7,0.2,286082.3215,143991.9834
1482,1.3,0.52,0.98,0.74,0.2,214851.2576,132821.6223
1483,2.3,0.52,0.76,1.7,0.8,290665.0981,187305.2575
1484,0.3,0.66,0.54,1.06,0.6,182965.2571,178230.2469
1485,1.3,0.66,0.54,1.38,0.4,244445.672,168532.4607
1486,2.3,0.24,0.32,0.1,0.4,166951.2959,99514.58152
1487,2.3,0.8,0.76,1.38,0.2,272703.3354,163677.3301
1488,0.8,0.1,0.54,0.42,0.4,187666.0514,95813.69496
1489,2.8,0.8,0.32,1.38,0.6,253407.8872,195567.9623
1490,1.3,0.8,0.1,1.38,0.2,236521.6462,159360.5647
1491,0.8,0.66,0.1,1.06,0.2,205300.3268,143792.8869
1492,1.8,0.8,0.1,0.74,0.2,192414.0856,145347.2233
1493,1.3,0.8,0.98,1.38,0.4,243255.0039,182170.4826
1494,1.3,0.52,0.32,1.06,0.4,223565.7467,148854.2695
1495,0.3,0.52,0.76,1.7,0.6,247413.0345,176910.0485
1496,2.8,0.24,0.98,1.7,0.4,340262.712,144938.3629
1497,1.3,0.1,0.54,0.1,0.2,164297.8944,83993.09158
1498,0.3,0.8,0.32,1.38,0.4,204074.9015,179235.4575
1499,0.8,0.38,0.54,1.7,0.6,269524.9307,160613.3315
1500,0.8,0.66,0.32,1.06,0.2,210282.6149,145201.7446
1501,1.8,0.1,0.1,1.38,0.4,293151.1623,119127.3927
1502,0.3,0.52,1.2,1.38,0.2,246677.634,148083.5142
1503,2.3,0.52,0.1,0.1,0.2,147132.376,110723.2359
1504,0.3,0.38,0.54,0.42,0.2,154388.3508,112179.5307
1505,1.3,0.24,1.2,1.7,0.4,311197.572,144020.4555
1506,0.8,0.8,0.54,0.74,0.2,177184.9199,148063.3203
1507,0.3,0.52,0.1,1.7,0.6,233835.5826,173042.8827
1508,1.8,0.52,1.2,1.7,0.6,292966.8015,178926.8819
1509,2.3,0.24,0.32,0.1,0.6,161865.7767,105288.9431
1510,1.8,0.38,0.98,0.42,0.8,183740.8269,142722.0599
1511,1.8,0.8,0.32,1.38,0.4,242463.1316,178418.5304
1512,1.3,0.8,0.98,1.38,0.6,233874.7044,200126.4332
1513,0.3,0.1,1.2,1.7,0.8,292493.6684,135556.7658
1514,2.8,0.52,0.32,0.42,0.2,202109.1833,121707.2446
1515,0.3,0.38,0.76,1.7,0.4,265402.6452,152608.8193
1516,1.8,0.8,0.98,0.42,0.8,149266.9925,198159.1107
1517,1.8,0.66,0.76,0.42,0.8,155236.5429,178733.4827
1518,2.3,0.1,0.1,1.06,0.6,277092.1839,113634.1383
1519,1.3,0.8,0.98,1.38,0.4,243255.0039,182170.4826
1520,2.8,0.66,0.1,0.42,0.6,168683.0144,159310.31
1521,2.3,0.8,0.1,0.1,0.8,103943.1894,185515.9593
1522,2.8,0.1,0.54,1.7,0.4,346330.9469,130270.5051
1523,1.8,0.52,0.54,0.1,0.2,145633.1402,113356.5133
1524,2.8,0.38,0.54,0.74,0.4,242699.6488,131799.7611
1525,1.8,0.24,0.76,1.06,0.4,266850.4874,128319.2907
1526,0.8,0.52,0.76,1.38,0.4,245498.9215,158253.2115
1527,2.8,0.1,1.2,1.06,0.8,306758.2366,121722.1235
1528,1.8,0.1,0.54,0.1,0.2,176992.9592,84595.76113
1529,1.8,0.38,0.54,1.06,0.8,239383.0116,155834.9198
1530,1.3,0.1,0.76,1.06,0.4,268505.9006,114965.8696
1531,2.3,0.66,0.98,0.42,0.4,185476.8138,149081.2941
1532,2.3,0.38,0.54,0.74,0.2,239378.5561,122580.2831
1533,2.8,0.1,0.54,0.74,0.6,267800.0253,108578.2165
1534,1.3,0.1,0.32,1.06,0.6,258175.5615,114247.6019
1535,2.8,0.8,0.98,0.74,0.8,202677.1483,203234.7412
1536,2.8,0.8,0.54,1.38,0.4,267762.4185,179651.3574
1537,0.3,0.66,0.54,0.42,0.4,127880.5616,147968.4526
1538,1.8,0.1,1.2,1.06,0.8,284616.5079,121296.2231
1539,2.8,0.52,0.54,1.06,0.8,247284.5667,173255.178
1540,2.8,0.38,0.98,0.74,0.8,239307.7168,150698.0466
1541,2.3,0.8,1.2,0.1,0.6,132304.7322,173029.0789
1542,0.3,0.66,0.76,0.1,0.8,81549.64448,175645.3208
1543,0.3,0.1,0.32,1.38,0.8,253625.4066,123701.1777
1544,1.8,0.1,1.2,1.06,0.4,287865.9281,117956.3723
1545,2.8,0.1,0.1,1.7,0.8,334748.4979,129929.6545
1546,0.3,0.66,1.2,0.1,0.2,110282.7957,127106.1434
1547,1.3,0.38,0.1,1.06,0.8,218275.3917,152707.029
1548,0.8,0.38,0.54,1.7,0.6,269524.9307,160613.3315
1549,2.8,0.24,0.98,1.38,0.2,322126.7419,132827.9422
1550,1.8,0.24,0.76,1.7,0.2,320063.0167,137108.4111
1551,2.3,0.1,0.98,1.7,0.4,343688.7281,132062.4026
1552,1.3,0.52,1.2,1.7,0.2,296965.9999,155283.1757
1553,0.3,0.24,0.76,0.74,0.8,188810.5213,131051.745
1554,1.3,0.1,1.2,0.74,0.4,246573.1385,109022.5294
1555,1.8,0.1,0.1,0.42,0.8,201062.3738,97392.47672
1556,1.8,0.52,0.54,0.42,0.4,176319.6027,134746.6689
1557,1.8,0.52,0.1,1.38,0.4,256794.4316,154688.9585
1558,0.8,0.66,0.1,0.74,0.2,175472.9921,136363.0082
1559,1.3,0.52,0.98,0.42,0.6,164895.4696,149935.2477
1560,2.8,0.38,0.54,0.42,0.6,201934.3372,132177.8395
1561,0.8,0.1,1.2,0.42,0.2,201490.6047,97105.13734
1562,1.8,0.24,0.32,1.06,0.4,258327.3588,125665.0196
1563,0.8,0.66,0.1,1.7,0.2,255028.6763,157102.7871
1564,2.3,0.52,1.2,0.74,0.4,232879.2912,146572.1326
1565,0.8,0.24,0.98,1.38,0.8,263531.1024,146792.1654
1566,1.3,0.52,0.98,0.42,0.6,164895.4696,149935.2477
1567,2.8,0.52,0.32,0.74,0.4,227077.5008,141966.8939
1568,1.3,0.1,0.1,1.7,0.2,305814.7004,123306.3722
1569,0.8,0.8,0.76,1.38,0.4,226739.0234,181315.8754
1570,0.8,0.66,0.76,0.1,0.2,116554.3385,124281.4899
1571,1.8,0.8,0.98,1.38,0.6,245331.4504,199652.9095
1572,1.8,0.24,0.76,0.1,0.6,159400.4289,107811.3227
1573,0.3,0.8,0.98,1.38,0.2,226982.7613,164324.4559
1574,0.8,0.1,1.2,0.42,0.4,199290.1395,99556.76133
1575,0.8,0.38,1.2,1.38,0.2,270209.2416,139581.9891
1576,2.8,0.66,0.54,1.7,0.8,284568.8278,202509.2826
1577,1.3,0.24,0.54,1.7,0.4,300032.76,140482.2339
1578,2.3,0.38,0.32,0.42,0.6,187070.0405,130618.0468
1579,0.8,0.8,0.98,1.38,0.6,221403.6876,200740.0522
1580,0.3,0.66,0.98,0.42,0.6,128524.3073,167061.6871
1581,2.8,0.1,0.54,1.38,0.4,323797.9377,123263.4852
1582,1.3,0.52,0.32,0.1,0.6,112896.3543,138090.6684
1583,1.8,0.66,0.98,0.74,0.4,208353.5179,156923.7085
1584,1.8,0.8,1.2,1.7,0.8,264264.2045,223237.8129
1585,2.3,0.1,0.98,1.06,0.6,293992.47,118986.8419
1586,1.3,0.52,0.98,1.7,0.8,271705.4764,188882.6057
1587,2.3,0.8,0.32,1.7,0.6,266874.9521,201583.0256
1588,2.3,0.24,0.1,1.38,0.2,295122.6133,126834.2154
1589,0.3,0.66,0.32,0.42,0.8,109183.0539,179962.2442
1590,0.8,0.66,0.76,0.42,0.8,131480.0707,180856.2854
1591,2.3,0.66,0.98,1.7,0.6,289293.1119,191501.7294
1592,2.3,0.24,1.2,0.42,0.4,222439.1638,114257.6382
1593,0.3,0.8,0.98,0.1,0.8,78290.23641,196397.6451
1594,2.3,0.66,0.54,1.38,0.2,276775.2865,154306.3362
1595,2.8,0.66,0.54,0.42,0.6,178374.1895,161961.7985
1596,2.3,0.52,0.54,0.1,0.2,156904.3394,113538.6338
1597,0.3,0.66,0.98,1.06,0.8,183988.9183,196288.3442
1598,1.8,0.52,0.98,0.1,0.6,137525.1765,141520.1748
1599,1.8,0.24,0.54,1.7,0.6,307182.4045,146709.6023
1600,1.8,0.66,1.2,1.7,0.2,300246.0918,163857.4187
1601,0.8,0.1,0.98,0.1,0.4,156194.7421,88670.58239
1602,2.3,0.52,0.76,1.06,0.8,241180.1726,174599.7383
1603,2.8,0.38,0.54,1.38,0.8,287039.9211,162843.5527
1604,0.3,0.8,0.76,1.06,0.6,177808.7725,194468.1267
1605,1.3,0.24,0.76,0.42,0.4,191759.0915,110726.1223
1606,0.8,0.52,0.54,1.38,0.8,227435.2222,181131.8656
1607,2.3,0.24,0.32,0.1,0.8,158619.8038,110349.9545
1608,1.3,0.8,0.98,0.74,0.2,198208.6634,150413.6245
1609,1.3,0.24,0.54,1.38,0.8,269047.3896,144273.1907
1610,0.8,0.38,0.54,0.1,0.8,111471.5426,132413.5885
1611,0.3,0.1,0.76,1.38,0.6,264144.57,123965.1137
1612,2.3,0.38,0.1,1.06,0.4,252557.3722,136474.7628
1613,1.3,0.66,0.1,0.42,0.2,154568.4256,128439.0437
1614,1.8,0.52,0.1,0.1,0.6,119304.5819,136396.855
1615,0.8,0.8,0.98,0.74,0.8,158696.7524,207021.7517
1616,1.8,0.38,0.98,0.42,0.2,202420.4618,115901.8478
1617,1.3,0.1,0.54,1.38,0.4,290161.1783,121296.9589
1618,2.8,0.8,0.54,1.06,0.4,241620.8629,173063.4857
1619,0.8,0.8,0.1,1.06,0.2,197283.8381,152553.4439
1620,2.3,0.24,0.98,1.7,0.4,330204.2208,144313.7477
1621,2.8,0.38,0.1,0.1,0.4,159866.3824,111038.9803
1622,0.3,0.52,0.76,1.7,0.8,240887.717,189058.6845
1623,2.8,0.1,1.2,0.1,0.4,209078.1662,91589.39446
1624,2.3,0.66,1.2,1.38,0.6,269532.9108,186536.5804
1625,2.8,0.24,0.54,1.7,0.6,328082.6285,147638.8101
1626,1.3,0.66,0.76,1.38,0.4,248573.646,169749.8425
1627,2.8,0.38,0.32,1.38,0.2,300299.3711,137250.2312
1628,2.8,0.66,0.32,1.06,0.8,230550.9201,189093.728
1629,2.8,0.8,1.2,0.74,0.8,206245.558,204253.2261
1630,0.8,0.1,0.76,0.74,0.6,223647.2569,108402.0134
1631,0.3,0.1,0.98,1.7,0.4,292933.6766,129636.0161
1632,0.3,0.66,0.76,0.1,0.6,87035.27698,158838.2396
1633,1.3,0.8,1.2,1.38,0.6,237408.5105,201153.4154
1634,0.8,0.66,1.2,1.38,0.4,243091.7801,172037.7838
1635,2.3,0.1,0.98,0.1,0.4,194656.8842,89877.49496
1636,1.8,0.66,0.98,0.1,0.2,145341.1737,125097.4887
