Version,window_u,shgc,roof_u,extWall_u,transmittance,total_idealHeating,total_idealCooling
1,0.3,0.66,0.54,1.06,0.6,182965.2571,178230.2469
2,2.8,0.8,1.2,1.06,0.2,264121.0215,159314.5915
3,1.3,0.38,0.76,1.7,0.6,286485.0784,161943.8291
4,0.3,0.24,0.76,0.74,0.6,192926.0887,125052.125
5,0.8,0.1,0.32,0.1,0.4,143356.3114,84643.39302
6,0.8,0.66,0.54,0.74,0.4,175547.6159,154874.0215
7,1.8,0.8,1.2,1.7,0.4,281632.5913,189065.0908
8,0.3,0.24,0.76,1.06,0.4,227198.138,126740.551
9,2.3,0.38,0.32,0.42,0.8,182294.6999,138760.4089
10,2.3,0.8,0.54,0.1,0.4,129301.0272,150556.6195
11,2.3,0.24,1.2,0.42,0.2,227431.6023,108586.9507
12,1.3,0.38,0.1,1.38,0.8,244680.5097,159603.8245
13,2.8,0.1,0.32,1.7,0.8,339428.4864,131373.6228
14,2.8,0.38,0.32,1.38,0.4,293575.1023,145630.9701
15,0.3,0.66,0.1,1.06,0.6,173307.6376,175616.4537
16,1.8,0.1,0.54,0.1,0.2,176992.9592,84595.76113
17,1.3,0.8,0.1,0.1,0.4,97406.01291,149019.2789
18,0.3,0.24,1.2,0.42,0.8,162334.6207,125168.3759
19,2.8,0.24,0.76,0.1,0.4,186404.4622,102690.2538
20,0.8,0.24,0.54,0.74,0.8,199548.3076,129346.6808
21,1.3,0.66,1.2,1.06,0.2,239348.0747,150222.2844
22,0.8,0.38,1.2,1.06,0.4,237590.3446,141436.0092
23,0.3,0.52,1.2,0.1,0.2,117943.2044,117259.6215
24,1.8,0.38,0.1,0.42,0.6,170894.4701,129108.7759
25,2.3,0.1,0.76,1.7,0.2,341831.7288,128959.3412
26,0.3,0.24,0.54,0.42,0.8,150470.3541,121536.7194
27,1.3,0.38,1.2,0.74,0.8,209596.1584,151507.5711
28,2.3,0.1,0.54,0.74,0.4,258970.6864,106551.1456
29,1.8,0.1,0.32,1.7,0.2,322514.5636,125565.7289
30,0.3,0.38,0.76,1.38,0.2,248539.2575,136848.1259
31,0.3,0.52,0.98,1.38,0.6,227771.3779,171953.407
32,0.8,0.52,1.2,1.7,0.2,284098.3094,154890.9037
33,2.8,0.1,0.54,1.7,0.8,343719.4588,132728.5544
34,0.8,0.38,1.2,1.7,0.4,286906.2213,155106.1367
35,0.8,0.1,0.32,0.1,0.2,145646.6821,82114.5246
36,2.8,0.38,0.1,0.1,0.6,152772.9382,120283.5025
37,0.3,0.38,0.54,1.38,0.8,226369.4618,163220.0939
38,1.3,0.66,0.54,1.7,0.8,252030.7351,203791.7301
39,0.3,0.8,1.2,0.1,0.6,87408.78429,177365.4343
40,0.3,0.52,0.1,1.38,0.4,217600.2341,154296.1057
41,1.8,0.66,0.1,0.42,0.4,156649.8185,144071.1722
42,1.3,0.8,1.2,1.38,0.4,246775.3372,183219.113
43,2.3,0.66,0.54,1.7,0.2,299864.3564,160784.1809
44,2.3,0.1,0.98,1.7,0.2,345473.5261,130144.6242
45,1.3,0.1,1.2,1.38,0.2,303256.0244,122731.6489
46,0.3,0.52,1.2,1.7,0.6,254726.4988,179103.4433
47,1.3,0.1,0.76,1.38,0.6,292409.3913,124528.7747
48,0.3,0.1,1.2,0.1,0.6,142199.7861,92415.87616
49,0.3,0.1,1.2,0.42,0.8,179846.7977,104361.8442
50,1.8,0.66,0.54,0.1,0.4,127328.7717,138552.3623
51,0.8,0.24,0.54,0.42,0.8,165460.1908,120955.381
52,1.8,0.24,0.76,0.1,0.8,155911.3848,113064.3758
53,1.3,0.66,0.98,1.7,0.2,285068.2709,162463.643
54,1.3,0.1,0.1,0.1,0.4,152416.1695,83416.12074
55,1.8,0.52,0.98,1.7,0.6,289508.6316,177869.3943
56,2.8,0.52,0.76,1.06,0.6,257140.3562,163873.1961
57,2.8,0.38,0.76,0.74,0.8,235490.2936,149531.3844
58,1.8,0.8,0.1,0.74,0.2,192414.0856,145347.2233
59,0.8,0.8,0.54,1.06,0.8,179574.1679,210802.9721
60,0.3,0.66,0.98,1.38,0.8,210055.0236,202242.779
61,2.3,0.66,0.54,1.06,0.2,250771.5391,147284.3359
62,0.3,0.66,0.1,0.1,0.8,67196.87016,171980.3793
63,1.3,0.8,0.32,0.42,0.8,125298.1901,195888.3189
64,0.3,0.38,0.76,1.38,0.2,248539.2575,136848.1259
65,1.8,0.66,0.76,1.38,0.2,269942.4692,155196.3064
66,2.3,0.24,1.2,1.38,0.8,303290.6976,148502.3243
67,2.3,0.8,0.1,1.06,0.2,233126.5069,152897.6694
68,0.3,0.24,0.1,1.38,0.2,244526.3024,123982.147
69,1.3,0.8,1.2,0.74,0.4,191114.6333,169905.1385
70,0.8,0.52,0.76,1.06,0.6,211710.3456,163910.1515
71,0.8,0.66,0.32,1.38,0.6,218599.8,182705.4895
72,0.8,0.66,0.1,1.38,0.2,231626.0785,150703.5726
73,0.8,0.38,0.1,0.1,0.6,106544.6953,120326.7256
74,1.3,0.8,1.2,1.06,0.2,231309.0161,158756.7361
75,2.8,0.8,0.98,1.06,0.4,249562.4721,175395.1552
76,1.3,0.38,0.32,1.38,0.6,254644.4626,152901.4452
77,1.3,0.52,1.2,1.7,0.6,281444.5843,178762.1234
78,0.8,0.24,0.54,1.06,0.8,229373.8336,137159.0188
79,2.8,0.24,1.2,0.1,0.2,199079.0392,99369.76457
80,1.3,0.66,0.32,0.74,0.8,168227.9794,184101.8405
81,2.3,0.52,0.1,0.42,0.4,177777.1217,132080.7817
82,0.8,0.52,1.2,1.06,0.6,219127.4053,166134.802
83,1.3,0.52,1.2,1.38,0.6,258145.3194,172580.6995
84,0.8,0.8,0.32,0.42,0.4,128573.4958,158542.374
85,0.8,0.1,0.1,1.7,0.4,290613.7167,124878.2149
86,0.8,0.66,1.2,0.1,0.6,107746.589,159869.9682
87,0.3,0.24,0.98,1.7,0.2,284840.4054,136117.6756
88,0.3,0.66,0.76,0.42,0.6,124545.2755,165929.9329
89,0.3,0.52,0.54,1.7,0.6,243281.7409,175700.9162
90,0.3,0.24,0.76,1.38,0.6,249025.6704,140111.0292
91,2.8,0.38,0.98,1.7,0.6,322202.5595,164339.5044
92,2.3,0.66,0.1,0.42,0.4,167639.3329,143971.5688
93,1.3,0.38,0.76,1.06,0.2,250077.4147,130465.5955
94,2.8,0.66,0.32,0.42,0.4,182927.9148,145373.6759
95,0.8,0.8,1.2,0.74,0.6,169614.1957,189390.5778
96,0.8,0.38,1.2,1.06,0.8,226067.761,159326.1979
97,2.3,0.66,0.76,0.42,0.2,191639.3471,132727.3107
98,1.8,0.8,0.76,1.06,0.2,235757.3703,156645.492
99,2.8,0.1,1.2,1.38,0.8,332149.9576,129322.5872
100,2.8,0.66,0.32,0.1,0.8,128387.2219,167396.8329
101,2.3,0.66,0.98,0.1,0.6,137832.9315,156625.9975
102,1.8,0.1,0.98,0.74,0.4,255388.0593,108487.7158
103,0.3,0.52,0.54,0.1,0.8,85961.20794,154505.6044
104,2.3,0.1,1.2,1.38,0.4,324521.6305,126194.9633
105,2.3,0.1,0.54,0.42,0.8,222393.4647,100378.4619
106,2.3,0.52,0.98,0.42,0.6,187422.8244,149678.0199
107,0.8,0.66,0.54,0.1,0.6,95644.49306,156456.2959
108,1.8,0.38,0.54,0.1,0.2,154943.8518,104021.871
109,2.8,0.8,0.98,0.42,0.6,176592.1797,178968.1506
110,0.3,0.66,0.98,0.1,0.2,106568.2053,125984.8323
111,2.3,0.1,0.54,0.1,0.8,183240.5668,90372.50078
112,1.3,0.66,0.76,1.06,0.6,213705.6488,178384.7029
113,1.8,0.1,0.1,0.1,0.8,161545.7808,87459.26704
114,2.8,0.8,0.32,0.74,0.2,218690.9139,147077.4515
115,2.3,0.52,1.2,0.42,0.8,185161.3088,162064.673
116,0.8,0.66,0.54,0.1,0.8,89811.01655,172695.4519
117,0.3,0.24,0.98,1.38,0.4,257181.7134,135263.8256
118,0.3,0.1,0.76,1.7,0.8,285309.9366,133253.3905
119,1.3,0.8,0.54,0.74,0.2,190113.2059,148010.3347
120,1.3,0.24,0.1,0.1,0.4,138171.9094,97106.21144
121,1.8,0.66,0.54,0.74,0.6,191448.9448,169915.8368
122,1.8,0.66,0.76,1.38,0.6,251549.7791,184521.4878
123,0.3,0.24,0.32,1.7,0.8,259843.4796,149871.5637
124,1.3,0.8,0.76,1.38,0.6,230051.7163,199028.6303
125,2.8,0.38,0.76,0.74,0.6,239966.1182,141834.5821
126,0.3,0.52,0.1,0.74,0.4,161195.4092,140158.3441
127,0.3,0.24,0.76,1.38,0.4,253393.1573,134070.4953
128,2.3,0.66,0.98,1.38,0.2,284595.855,156700.6906
129,2.8,0.24,0.32,0.1,0.6,172396.1674,105597.7451
130,2.3,0.8,0.1,1.06,0.6,212294.0393,188234.8604
131,2.3,0.38,0.54,0.74,0.6,225616.6794,140310.5887
132,0.3,0.8,0.98,1.7,0.4,240046.2664,188687.6104
133,0.3,0.8,1.2,0.1,0.8,82002.49341,197411.3181
134,1.8,0.38,1.2,1.06,0.6,255731.2465,151329.1588
135,1.8,0.8,0.1,0.74,0.2,192414.0856,145347.2233
136,0.8,0.52,0.98,0.1,0.8,107745.4196,155371.8007
137,1.8,0.24,0.98,0.74,0.2,246097.2379,115743.2891
138,2.8,0.52,0.76,1.7,0.8,300793.8661,187231.6201
139,1.3,0.8,0.32,0.1,0.4,102631.1565,150353.6331
140,0.8,0.8,1.2,0.42,0.8,130008.6749,201809.5754
141,0.8,0.8,0.98,0.1,0.2,113253.1997,135097.54
142,0.3,0.38,0.32,0.74,0.8,165450.2679,147907.4454
143,2.3,0.8,0.54,1.06,0.8,214142.9262,207950.8967
144,0.8,0.52,0.54,0.42,0.4,151310.2328,134850.5931
145,1.8,0.1,1.2,1.38,0.2,315250.8464,123514.5362
146,1.3,0.8,0.98,0.42,0.4,154000.7954,161564.3261
147,0.8,0.38,1.2,0.74,0.2,214684.9321,124454.7529
148,1.8,0.38,0.32,0.1,0.2,150289.3939,102630.6448
149,2.3,0.8,0.1,1.38,0.4,248358.1727,177003.0818
150,0.8,0.8,0.98,0.42,0.2,151762.3875,142913.6383
151,0.3,0.38,0.76,1.38,0.4,242039.8225,146073.9977
152,0.8,0.52,1.2,0.74,0.4,196959.0491,146250.0395
153,2.8,0.38,0.32,1.7,0.6,310112.4692,160651.3636
154,0.3,0.38,0.54,1.38,0.4,237904.183,144814.6172
155,0.8,0.38,0.1,1.7,0.4,266316.7033,148853.9496
156,2.8,0.8,0.76,0.42,0.6,172681.5371,177850.8226
157,2.8,0.38,0.32,1.38,0.4,293575.1023,145630.9701
158,2.3,0.52,0.1,0.42,0.6,169597.7689,144554.8424
159,1.3,0.1,0.76,0.1,0.2,168521.9309,85337.74908
160,1.8,0.38,0.98,1.38,0.8,273487.2288,165128.3179
161,1.8,0.8,0.32,1.38,0.4,242463.1316,178418.5304
162,1.3,0.24,0.98,0.1,0.4,156185.2218,102539.1933
163,2.8,0.24,0.1,0.42,0.6,206861.3307,113756.5627
164,0.8,0.52,0.98,0.1,0.8,107745.4196,155371.8007
165,1.8,0.52,0.98,0.1,0.8,131812.4098,153457.8611
166,2.3,0.38,0.1,1.06,0.4,252557.3722,136474.7628
167,2.8,0.1,0.1,1.06,0.6,287614.481,114117.5541
168,2.3,0.38,0.98,0.42,0.4,206579.946,125330.423
169,1.3,0.66,0.76,1.38,0.8,232793.7581,199231.4768
170,1.3,0.8,0.54,0.74,0.2,190113.2059,148010.3347
171,1.8,0.1,0.76,0.42,0.4,218173.307,98139.97725
172,0.8,0.52,1.2,0.42,0.6,155788.4663,151489.2835
173,1.8,0.52,0.1,1.06,0.8,216489.4247,171023.702
174,2.8,0.1,1.2,0.1,0.2,211171.5715,89622.91133
175,2.8,0.24,0.1,0.42,0.8,203922.0937,118523.8115
176,1.3,0.38,0.54,1.38,0.8,254076.167,162313.9744
177,0.3,0.1,0.32,0.42,0.8,163487.6548,99226.9614
178,0.3,0.8,0.1,1.38,0.8,182374.4733,215364.4578
179,0.3,0.66,0.1,1.38,0.2,217345.9771,150557.6321
180,2.8,0.8,0.32,1.38,0.8,245727.6734,212140.7072
181,0.3,0.66,0.98,0.74,0.6,161629.2125,173941.1737
182,2.3,0.24,0.1,0.1,0.8,153523.8579,108892.6626
183,0.8,0.24,0.32,1.06,0.6,228708.1189,130391.9901
184,2.3,0.52,0.98,0.74,0.4,229338.296,145475.9124
185,0.3,0.66,0.76,0.74,0.2,175043.4051,140388.3552
186,2.8,0.24,0.54,0.42,0.6,216346.1533,116598.6204
187,2.8,0.52,1.2,0.42,0.2,218239.4265,126678.2191
188,1.3,0.24,0.98,1.7,0.8,300029.0585,153345.9613
189,0.8,0.66,0.54,0.1,0.4,103124.9077,139583.5331
190,0.3,0.24,1.2,1.7,0.4,283854.5695,143106.3264
191,0.8,0.38,0.54,0.74,0.4,196302.1339,130144.752
192,1.8,0.52,0.54,1.7,0.4,289362.3891,163843.7282
193,2.8,0.24,0.32,0.1,0.6,172396.1674,105597.7451
194,0.8,0.24,0.54,0.42,0.6,169381.8437,115320.1005
195,1.3,0.66,0.32,0.74,0.6,175207.7306,169036.4508
196,0.3,0.38,0.76,1.06,0.6,209614.0142,148505.6803
197,2.3,0.38,0.1,0.1,0.8,137677.4665,128590.1116
198,2.3,0.24,1.2,0.42,0.2,227431.6023,108586.9507
199,1.3,0.66,0.76,1.7,0.8,256148.9016,204957.8104
200,1.3,0.66,0.1,1.06,0.8,192830.0121,189339.0746
201,1.8,0.38,0.1,0.1,0.4,137974.5636,110628.2709
202,2.8,0.8,1.2,0.74,0.2,234747.2644,151888.2042
203,0.3,0.1,0.1,1.38,0.2,254927.5516,114829.585
204,0.8,0.66,0.1,0.74,0.2,175472.9921,136363.0082
205,0.8,0.1,0.76,0.1,0.6,150156.2974,89783.5243
206,2.8,0.24,0.54,0.42,0.6,216346.1533,116598.6204
207,1.8,0.38,0.76,0.42,0.4,191502.0038,123843.7109
208,1.3,0.24,0.54,1.7,0.8,292254.5462,150931.6551
209,2.3,0.1,0.76,0.1,0.2,192933.5072,86546.9755
210,0.3,0.1,1.2,1.38,0.8,269416.86,128694.6132
211,2.3,0.8,0.54,1.7,0.6,271332.2376,202826.1259
212,1.8,0.8,1.2,0.74,0.6,193303.5619,187951.1671
213,1.8,0.1,0.1,0.42,0.2,206740.1961,91747.0712
214,0.3,0.8,0.98,0.1,0.8,78290.23641,196397.6451
215,1.8,0.66,1.2,1.06,0.4,241498.7671,165252.2192
216,2.8,0.52,0.1,1.06,0.8,237858.0669,170600.2386
217,1.8,0.52,0.54,0.1,0.4,136978.1292,126082.1554
218,2.8,0.1,0.54,1.38,0.2,325614.7256,121420.7493
219,1.3,0.52,0.1,1.7,0.6,260765.2418,172697.2729
220,0.8,0.38,0.98,1.38,0.2,266725.3501,138474.7503
221,2.3,0.52,0.1,0.42,0.6,169597.7689,144554.8424
222,1.8,0.24,0.98,1.38,0.2,300954.6927,131415.7336
223,0.8,0.8,0.76,0.42,0.8,122389.8444,199709.2034
224,2.8,0.1,0.98,0.1,0.8,202434.1369,93079.07478
225,1.8,0.66,0.32,1.06,0.6,216607.9132,175578.6671
226,2.3,0.38,0.54,0.1,0.6,152221.0078,122978.4193
227,0.3,0.52,0.98,1.06,0.2,216950.9853,139976.0775
228,2.3,0.52,0.32,0.42,0.4,182821.8567,133497.284
229,0.3,0.24,1.2,1.7,0.4,283854.5695,143106.3264
230,0.3,0.38,0.76,0.42,0.4,151941.7884,123259.1136
231,1.8,0.8,0.98,0.42,0.4,165545.0258,161145.52
232,2.3,0.38,0.32,1.38,0.6,276903.7828,153773.8108
233,2.3,0.8,0.54,1.38,0.8,240263.2848,213876.0363
234,2.3,0.38,1.2,1.06,0.4,273230.1968,142799.2607
235,0.3,0.52,0.98,1.38,0.2,243157.6262,146985.0603
236,1.3,0.38,0.98,1.38,0.8,261979.9414,164697.0867
237,0.8,0.66,0.76,1.06,0.6,201054.8529,178841.5038
238,2.3,0.52,0.76,1.06,0.8,241180.1726,174599.7383
239,2.3,0.1,0.76,0.74,0.4,263036.7883,107858.6251
240,0.3,0.8,1.2,0.42,0.8,117280.6156,203586.1558
241,1.8,0.52,0.98,1.7,0.8,283502.1948,188629.3084
242,0.8,0.24,1.2,1.38,0.8,267023.5188,147892.2627
243,1.3,0.66,0.98,1.38,0.8,236612.1422,200330.225
244,2.8,0.38,0.32,1.06,0.8,256491.5567,154542.7542
245,0.8,0.24,0.76,0.74,0.4,212224.4176,119086.5046
246,1.3,0.8,0.1,1.7,0.8,231932.5591,218356.2289
247,1.8,0.1,0.54,0.1,0.4,174812.11,86805.81101
248,0.3,0.24,0.98,1.06,0.8,222515.3389,139954.0144
249,0.8,0.8,0.54,1.7,0.4,245985.0866,186058.9894
250,2.3,0.38,1.2,1.38,0.6,292609.168,158581.4937
251,0.3,0.1,0.1,1.7,0.2,278026.919,121833.3452
252,0.8,0.66,0.54,0.42,0.4,141802.5135,147384.9324
253,1.8,0.38,0.32,0.1,0.2,150289.3939,102630.6448
254,0.3,0.52,0.1,1.38,0.6,210231.581,166926.0079
255,2.3,0.8,0.1,1.38,0.8,230832.8627,211374.0354
256,2.3,0.1,0.54,1.06,0.6,286249.3765,116485.4334
257,0.8,0.38,0.98,0.1,0.6,124884.5987,125557.8335
258,2.3,0.1,0.1,1.06,0.6,277092.1839,113634.1383
259,2.3,0.66,0.54,1.38,0.4,267070.9796,168645.6887
260,0.3,0.8,0.98,1.38,0.2,226982.7613,164324.4559
261,2.8,0.66,1.2,0.74,0.8,217038.2364,186906.5432
262,1.3,0.38,0.54,0.74,0.6,203082.1262,139581.7829
263,0.3,0.1,0.32,0.74,0.8,197661.2219,108022.0625
264,2.8,0.8,0.54,0.74,0.2,223223.9444,148400.0448
265,2.8,0.66,0.54,1.06,0.4,251028.264,162011.4026
266,2.8,0.66,0.98,0.74,0.8,213478.3285,185862.9824
267,2.3,0.38,0.54,0.42,0.6,191660.027,131971.2007
268,2.8,0.8,0.76,0.74,0.4,216182.7528,167168.4016
269,0.8,0.1,1.2,0.42,0.4,199290.1395,99556.76133
270,1.3,0.24,0.32,0.42,0.2,187915.9155,102085.6759
271,1.8,0.66,0.54,1.7,0.4,279514.7481,174780.7895
272,0.8,0.38,0.54,0.1,0.4,122722.2035,113104.0724
273,2.3,0.52,0.76,0.42,0.2,200435.2259,123967.0962
274,2.8,0.66,0.54,0.74,0.4,221409.6923,154634.2452
275,2.8,0.8,1.2,1.38,0.8,261619.9297,216579.6646
276,0.8,0.8,0.1,0.74,0.4,156971.1632,164304.6707
277,0.3,0.52,0.32,1.7,0.2,254102.0924,149723.3065
278,2.3,0.24,0.76,1.38,0.8,296122.354,146239.3527
279,0.3,0.52,0.54,1.06,0.6,193376.2212,163028.725
280,1.3,0.8,0.98,0.74,0.2,198208.6634,150413.6245
281,0.8,0.24,0.1,1.7,0.2,282221.0727,131463.8677
282,2.8,0.38,0.32,0.1,0.2,172370.9033,103385.7886
283,1.3,0.8,0.54,0.42,0.6,136909.4161,178448.7525
284,1.3,0.52,0.1,0.74,0.4,188738.1437,139942.1265
285,1.3,0.38,0.32,0.74,0.2,211885.2919,119848.7674
286,0.8,0.1,0.76,0.42,0.2,194069.636,94687.67879
287,2.3,0.66,0.1,1.06,0.2,241384.7056,144540.5075
288,0.3,0.38,0.1,1.06,0.8,190337.5954,153758.546
289,0.8,0.1,1.2,1.7,0.2,312844.9622,128986.3568
290,2.3,0.66,0.54,0.42,0.6,168378.4568,162179.3762
291,0.8,0.38,0.98,1.06,0.4,234057.1781,140328.6511
292,1.8,0.1,0.1,0.74,0.6,236401.5778,104850.2887
293,2.8,0.66,1.2,1.7,0.2,321066.9371,164633.5456
294,1.3,0.52,0.32,1.7,0.6,265649.9158,174070.3292
295,2.3,0.1,0.98,1.7,0.8,340860.542,134891.6745
296,0.3,0.52,1.2,0.1,0.6,103556.2718,144473.6501
297,0.8,0.1,0.54,0.1,0.2,150282.0707,83542.00661
298,1.3,0.52,1.2,1.38,0.2,273897.8388,148737.5569
299,0.8,0.66,0.98,0.42,0.6,141994.9121,166148.9433
300,0.3,0.1,0.76,1.38,0.4,266163.7121,121494.9774
301,1.3,0.1,0.32,0.1,0.2,159700.8396,82565.98549
302,0.3,0.24,0.54,0.42,0.4,159147.0052,108991.4079
303,1.3,0.38,0.54,0.42,0.2,182523.9691,112620.6084
304,0.8,0.8,1.2,1.38,0.2,244571.4319,165402.2832
305,1.3,0.24,0.1,1.06,0.8,233488.1148,134240.7235
306,1.8,0.38,0.98,0.42,0.6,188697.5211,134348.6953
307,2.3,0.8,0.32,0.74,0.4,197337.0693,164738.7707
308,2.8,0.38,0.32,1.06,0.8,256491.5567,154542.7542
309,0.8,0.52,0.32,1.06,0.6,202951.9446,161378.0847
310,0.8,0.8,1.2,0.42,0.6,136771.1939,182757.0498
311,2.8,0.8,0.32,0.1,0.2,145648.0244,130453.0117
312,2.3,0.52,0.54,0.1,0.4,148062.5953,126025.5583
313,2.8,0.52,1.2,0.74,0.2,251783.1791,135171.8565
314,0.8,0.52,1.2,1.7,0.6,268726.2361,178894.1786
315,0.8,0.1,0.98,0.42,0.6,193662.3169,100695.2901
316,2.3,0.38,0.76,0.1,0.6,156504.9455,124258.8193
317,1.8,0.8,0.98,0.1,0.2,137505.4756,134351.8832
318,2.3,0.66,0.76,1.7,0.8,278613.183,203952.3323
319,0.3,0.38,0.1,0.42,0.8,126338.3869,138881.5942
320,1.3,0.66,0.76,0.74,0.6,184057.6238,171525.3846
321,0.8,0.38,0.98,1.38,0.8,248811.0044,165045.2171
322,1.3,0.24,0.54,0.1,0.6,143175.3724,106101.1418
323,2.3,0.8,0.76,0.1,0.8,118110.562,189156.374
324,2.8,0.24,0.32,1.38,0.6,300796.1712,139510.4051
325,0.3,0.8,0.98,0.74,0.4,161078.1058,169878.8866
326,0.3,0.8,1.2,1.38,0.8,203565.6834,221045.9486
327,2.8,0.38,0.98,1.06,0.2,286764.4996,133673.0914
328,2.3,0.24,1.2,1.7,0.2,338040.3934,140087.8039
329,0.3,0.66,0.32,0.74,0.2,166168.2672,137800.0267
330,1.3,0.24,0.98,0.74,0.4,229440.7652,120679.6369
331,1.8,0.8,0.32,1.06,0.6,206615.8571,189956.4294
332,1.3,0.52,0.32,0.1,0.6,112896.3543,138090.6684
333,0.3,0.8,0.1,0.1,0.4,72141.49584,151048.4558
334,0.3,0.8,0.76,0.74,0.8,141567.3988,207527.2337
335,2.3,0.52,0.98,0.1,0.8,142659.1223,152854.8549
336,0.8,0.52,0.76,1.38,0.2,253647.9564,146106.8957
337,0.3,0.8,0.32,0.74,0.4,148211.6975,166267.3571
338,1.8,0.66,1.2,0.74,0.2,221744.0874,142937.3541
339,1.3,0.52,1.2,0.1,0.4,137066.9758,129775.9666
340,1.3,0.66,0.32,0.74,0.4,183839.4387,153326.4557
341,2.3,0.8,0.1,1.06,0.2,233126.5069,152897.6694
342,2.8,0.24,1.2,0.74,0.6,261428.6806,128996.2533
343,2.3,0.66,1.2,1.38,0.2,288060.3085,157777.5024
344,1.8,0.52,1.2,1.06,0.4,251429.9983,153931.9894
345,1.8,0.38,0.98,1.38,0.6,278312.4383,157271.0399
346,2.8,0.66,0.76,0.74,0.2,235668.3814,141249.7589
347,0.3,0.38,0.1,1.06,0.4,202019.301,134949.7806
348,0.3,0.8,0.76,0.1,0.2,95630.05786,134638.2129
349,2.3,0.8,1.2,1.38,0.2,279943.2594,165887.7653
350,2.8,0.1,0.54,1.06,0.6,296727.586,116964.5996
351,0.3,0.52,0.32,0.74,0.8,152629.8981,167581.8365
352,2.3,0.66,0.54,1.7,0.4,290308.7358,174907.1965
353,2.8,0.38,0.32,1.38,0.4,293575.1023,145630.9701
354,1.8,0.8,1.2,1.06,0.8,215071.2206,211930.9413
355,2.8,0.38,0.98,0.42,0.8,205478.0702,142509.4195
356,1.8,0.1,0.54,0.42,0.6,212143.786,98628.47542
357,2.8,0.8,0.32,1.7,0.8,269041.8444,217708.3266
358,1.8,0.52,0.98,0.74,0.8,204323.3915,168965.012
359,1.8,0.66,0.1,1.38,0.4,246823.8264,165872.4423
360,2.3,0.66,1.2,0.74,0.4,222825.0925,158007.9157
361,1.8,0.38,0.1,0.74,0.6,205045.4929,137385.273
362,0.8,0.24,0.76,0.74,0.2,216997.7535,113110.8217
363,0.8,0.24,0.98,1.7,0.4,294748.8311,142436.4862
364,1.3,0.52,0.76,1.7,0.8,267930.2808,187766.4517
365,0.8,0.66,1.2,0.1,0.8,101896.8489,176037.3227
366,0.8,0.1,0.54,1.7,0.8,296138.9597,131946.7303
367,0.3,0.66,0.98,1.06,0.2,208602.6828,148868.6957
368,1.3,0.8,0.98,0.42,0.6,145154.003,180740.0314
369,0.3,0.66,0.98,0.1,0.4,97991.18758,142840.839
370,0.3,0.66,1.2,0.42,0.4,139845.4068,151445.4499
371,1.3,0.24,0.76,0.1,0.8,143817.3541,112813.8785
372,1.3,0.1,1.2,0.74,0.6,244692.4216,111018.5894
373,0.3,0.38,0.54,0.74,0.8,170086.1136,149231.4713
374,0.8,0.1,1.2,0.1,0.8,155720.8414,94480.19382
375,2.3,0.66,0.54,0.42,0.2,187423.5867,131461.6358
376,1.3,0.52,0.32,0.74,0.4,193757.5431,141351.2571
377,1.8,0.8,0.54,0.74,0.2,201998.3933,148063.7857
378,1.3,0.8,0.76,0.74,0.6,174412.4841,186431.271
379,1.8,0.66,0.76,0.42,0.8,155236.5429,178733.4827
380,0.8,0.24,0.98,1.06,0.6,241163.2941,134232.8864
381,2.3,0.24,0.32,1.06,0.8,261677.2019,136343.6787
382,1.3,0.1,0.54,1.7,0.8,309665.7775,132022.9734
383,2.3,0.1,0.98,1.06,0.4,295684.6836,117442.2622
384,1.3,0.8,0.32,1.06,0.8,187425.1401,208413.8635
385,0.3,0.24,0.76,0.1,0.4,123648.1501,101299.9379
386,0.3,0.66,0.54,0.74,0.6,153426.6985,171611.0287
387,1.3,0.1,0.54,0.1,0.8,158192.0169,90425.5689
388,1.3,0.1,0.76,1.06,0.8,264987.3384,118789.6725
389,2.8,0.24,0.54,1.06,0.2,288895.9986,122822.0453
390,1.3,0.8,0.76,1.06,0.6,203891.5607,192925.0612
391,1.3,0.1,0.1,0.74,0.4,225821.7339,102441.6522
392,0.3,0.66,0.1,0.74,0.6,143667.3747,169003.7294
393,0.3,0.1,0.54,1.38,0.8,258076.702,125077.824
394,0.8,0.8,0.54,1.38,0.6,213386.2095,198472.1519
395,1.3,0.8,0.54,0.1,0.2,117498.4441,132198.6804
396,0.8,0.52,1.2,0.74,0.6,189466.8094,159021.524
397,2.8,0.66,1.2,0.74,0.4,232953.11,158100.7829
398,2.3,0.52,0.1,1.38,0.2,276130.5102,143426.0612
399,2.8,0.8,0.54,1.06,0.4,241620.8629,173063.4857
400,2.8,0.8,0.32,1.7,0.4,286575.1648,184469.4749
401,2.3,0.24,0.54,1.06,0.4,273886.794,127593.6661
402,1.8,0.52,0.1,0.42,0.6,158648.3918,144702.2018
403,2.8,0.1,0.54,1.38,0.2,325614.7256,121420.7493
404,1.3,0.66,1.2,1.38,0.8,240142.9814,201357.6299
405,0.3,0.52,0.1,0.42,0.4,127175.3479,132480.7674
406,0.3,0.24,0.98,0.1,0.8,119175.031,115361.0212
407,1.8,0.8,0.1,1.06,0.4,211214.7331,170549.0418
408,2.3,0.52,0.1,0.74,0.6,203692.4509,152463.7762
409,1.3,0.8,0.32,0.1,0.2,112757.8916,130886.2148
410,2.8,0.66,0.98,1.7,0.6,299165.4376,191492.3654
411,2.3,0.8,0.54,0.1,0.8,113790.4961,188000.4336
412,0.3,0.52,0.54,1.06,0.8,186915.3969,175603.7479
