Version,window_u,shgc,roof_u,extWall_u,transmittance,total_idealHeating,total_idealCooling,total_solarRad
v1196,1.74,0.34,0.2,0.1,0.8,88481.42021,20800.46337,39691.72485
v1197,2.7,0.1,0.5,0.58,0.8,118931.8259,15005.01694,7085.282183
v1198,2.7,0.46,0.1,0.1,0.6,92424.74727,21061.47857,51013.60517
v1199,0.78,0.22,0.1,0.34,0.8,85255.42058,19624.54374,20302.85932
v1200,2.7,0.7,0.2,0.46,0.6,91895.97988,22815.27435,87193.64966
v1201,0.78,0.7,0.4,0.46,0.4,77858.9765,23519.42344,76018.68246
v1202,2.22,0.46,0.2,0.1,0.8,88733.96894,21874.92676,57973.01691
v1203,2.7,0.22,0.5,0.22,0.6,108618.8566,17601.04004,18696.73736
v1204,1.26,0.22,0.5,0.58,0.8,99612.26247,19091.01642,20292.23376
v1205,2.22,0.46,0.6,0.1,0.4,96332.63267,20706.19797,44133.7506
v1206,2.7,0.22,0.2,0.34,0.4,107242.315,16836.3713,16017.59584
v1207,2.7,0.46,0.3,0.34,0.8,98137.08491,21337.44717,57919.9788
v1208,0.78,0.22,0.1,0.58,0.8,88648.33956,19553.68595,20302.85932
v1209,0.3,0.22,0.4,0.46,0.2,87857.85211,18336.37337,12480.05608
v1210,2.7,0.7,0.5,0.22,0.8,91245.82005,23200.98692,98485.96391
v1211,0.78,0.58,0.6,0.22,0.8,77687.72148,23735.74622,79372.95191
v1212,1.74,0.22,0.6,0.22,0.8,100535.7169,18774.30878,21410.79434
v1213,0.78,0.34,0.4,0.7,0.8,89944.401,21375.74007,37846.79911
v1214,2.7,0.22,0.4,0.1,0.8,104993.9736,17945.34427,21375.87888
v1215,1.74,0.7,0.1,0.7,0.8,83776.70161,23676.36059,98612.92166
v1216,2.7,0.22,0.3,0.1,0.4,104942.6914,16852.15425,16017.59584
v1217,1.26,0.34,0.4,0.34,0.4,92241.66411,19955.48395,28410.57888
v1218,2.22,0.34,0.5,0.22,0.4,100932.7305,19237.91165,29993.06228
v1219,0.78,0.58,0.6,0.1,0.8,75776.6819,23819.94345,79372.95191
v1220,2.7,0.46,0.6,0.46,0.2,107348.9553,19447.65965,37200.85791
v1221,0.3,0.7,0.1,0.22,0.2,66092.72356,23588.47335,64679.61928
v1222,0.78,0.34,0.5,0.22,0.4,86475.02101,20516.97403,28423.63911
v1223,2.7,0.58,0.5,0.22,0.2,99116.915,20655.76286,51620.16423
v1224,2.7,0.58,0.2,0.22,0.8,90871.51778,22533.2559,79148.77973
v1225,1.26,0.1,0.1,0.58,0.8,99534.25993,15800.62248,6722.342581
v1226,2.7,0.58,0.4,0.1,0.8,91737.9967,22532.82931,79148.77973
v1227,2.22,0.34,0.2,0.1,0.6,93843.6865,19913.30434,34825.95148
v1228,1.26,0.46,0.6,0.7,0.2,97042.67352,20498.48097,38884.58391
v1229,2.7,0.7,0.4,0.7,0.2,101141.2205,21362.77323,64609.02114
v1230,2.22,0.58,0.4,0.7,0.2,100284.5328,20798.4189,51636.06999
v1231,0.78,0.34,0.4,0.1,0.6,82122.91209,21231.64995,33135.21911
v1232,1.74,0.58,0.2,0.34,0.8,83989.86188,23114.14406,79270.60488
v1233,2.7,0.58,0.6,0.7,0.2,106965.1016,20458.23241,51620.16423
v1234,2.22,0.58,0.3,0.58,0.8,93255.78509,22597.78571,79212.40279
v1235,0.3,0.34,0.2,0.34,0.8,76380.94571,22201.1839,37870.10687
v1236,2.22,0.58,0.3,0.34,0.8,89906.47535,22734.91952,79212.40279
v1237,1.74,0.58,0.4,0.34,0.8,86800.16557,23024.91931,79270.60488
v1238,0.3,0.58,0.6,0.22,0.6,73338.30529,23762.81959,70174.44803
v1239,2.22,0.58,0.3,0.7,0.2,98934.35715,20809.16201,51636.06999
v1240,1.74,0.34,0.6,0.58,0.6,101703.1677,20129.14835,34850.61461
v1241,1.26,0.22,0.6,0.46,0.6,99826.00925,18725.44775,17686.57546
v1242,0.78,0.58,0.4,0.46,0.8,78591.33522,23669.14502,79372.95191
v1243,0.3,0.1,0.2,0.46,0.4,88756.37207,16087.18402,4898.997613
v1244,2.7,0.34,0.4,0.46,0.8,105554.4375,19853.79305,39621.84275
v1245,1.26,0.46,0.5,0.46,0.2,92629.24845,20593.39725,38884.58391
v1246,0.78,0.46,0.3,0.1,0.6,76544.17466,22676.93672,53124.30651
v1247,1.74,0.7,0.1,0.34,0.8,78866.93184,23880.96746,98612.92166
v1248,2.7,0.7,0.2,0.58,0.2,96850.04626,21457.3662,64609.02114
v1249,2.7,0.7,0.6,0.22,0.2,97067.35426,21548.78698,64609.02114
v1250,2.7,0.46,0.3,0.58,0.8,101472.9704,21219.04739,57919.9788
v1251,1.74,0.46,0.2,0.7,0.2,96521.09755,20083.52841,37226.14613
v1252,2.22,0.34,0.3,0.7,0.8,103125.8801,20126.4082,39658.84068
v1253,2.7,0.46,0.4,0.34,0.8,99487.77661,21315.52757,57919.9788
v1254,0.3,0.58,0.6,0.1,0.4,72775.42824,23382.05782,60930.95171
v1255,1.26,0.1,0.5,0.7,0.4,107202.2533,15530.41572,4904.055434
v1256,2.7,0.34,0.6,0.58,0.8,109678.5609,19815.58401,39621.84275
v1257,1.74,0.34,0.5,0.7,0.6,101997.1589,20091.88487,34850.61461
v1258,1.74,0.46,0.2,0.46,0.8,89663.82292,22047.69804,58021.13167
v1259,2.22,0.7,0.2,0.1,0.2,85628.78025,22047.66272,64625.55569
v1260,1.74,0.58,0.1,0.34,0.8,82486.30397,23161.25651,79270.60488
v1261,2.7,0.46,0.5,0.34,0.4,102967.0743,20260.52183,44107.23154
v1262,0.78,0.58,0.6,0.22,0.2,81836.54862,22184.87069,51676.20727
v1263,2.22,0.22,0.1,0.7,0.2,107241.1798,16435.58995,13343.22645
v1264,2.22,0.58,0.4,0.58,0.2,98750.96709,20843.79126,51636.06999
v1265,0.3,0.58,0.6,0.34,0.2,78087.31834,22571.49485,51687.45538
v1266,0.78,0.7,0.2,0.34,0.4,73278.04742,23690.27123,76018.68246
v1267,2.7,0.7,0.4,0.1,0.8,88028.85773,23321.02056,98485.96391
v1268,0.78,0.58,0.1,0.22,0.8,70669.67824,23971.47244,79372.95191
v1269,0.3,0.46,0.2,0.46,0.2,77586.18705,21632.72734,38903.6233
v1270,0.78,0.7,0.2,0.58,0.8,73922.06275,24319.89886,98720.65804
v1271,0.3,0.7,0.3,0.7,0.4,74139.84721,23805.44034,76042.53168
v1272,0.3,0.22,0.2,0.34,0.4,82417.48439,19098.82022,15090.51163
v1273,1.74,0.34,0.3,0.58,0.8,97017.73953,20561.46484,39691.72485
v1274,1.74,0.22,0.5,0.7,0.8,105951.1918,18669.56759,21410.79434
v1275,0.78,0.34,0.5,0.1,0.2,85731.87487,19740.86747,23712.05912
v1276,1.74,0.46,0.3,0.7,0.4,96507.54068,20850.57868,44157.80798
v1277,1.74,0.34,0.2,0.58,0.6,96390.83474,20132.28853,34850.61461
v1278,0.78,0.46,0.1,0.58,0.4,81968.82072,21835.13853,46009.42601
v1279,0.78,0.22,0.3,0.1,0.2,86791.13914,17677.51232,12477.91523
v1280,2.7,0.22,0.2,0.7,0.2,112919.1325,16210.40549,13338.45433
v1281,2.7,0.34,0.1,0.22,0.8,97823.27373,19937.83266,39621.84275
v1282,1.26,0.7,0.2,0.58,0.4,81735.11191,23184.87588,75992.83325
v1283,1.74,0.22,0.5,0.46,0.2,105000.8182,16978.85496,13347.1832
v1284,1.74,0.22,0.6,0.46,0.6,104577.8126,18339.1416,18722.92396
v1285,2.22,0.46,0.1,0.46,0.8,92725.12797,21687.86105,57973.01691
v1286,2.7,0.34,0.3,0.22,0.8,100702.64,19936.20571,39621.84275
v1287,2.22,0.7,0.6,0.22,0.4,91138.28546,22565.38666,75934.4045
v1288,0.3,0.58,0.4,0.58,0.8,74683.612,23990.90335,79417.94435
v1289,1.74,0.1,0.6,0.22,0.6,106373.2664,15324.0319,6143.311322
v1290,2.22,0.46,0.6,0.58,0.4,103342.2567,20499.06337,44133.7506
v1291,1.74,0.22,0.1,0.34,0.8,95549.14427,18624.26358,21410.79434
v1292,2.7,0.7,0.3,0.22,0.8,88574.73837,23286.57965,98485.96391
v1293,2.7,0.7,0.1,0.34,0.8,87481.28111,23305.92329,98485.96391
v1294,2.7,0.34,0.3,0.7,0.6,108082.9917,19385.42352,34798.20303
v1295,2.22,0.58,0.1,0.7,0.2,96048.28535,20833.14028,51636.06999
v1296,0.78,0.58,0.2,0.46,0.4,78291.14753,22892.14737,60908.45549
v1297,2.22,0.58,0.1,0.7,0.4,94419.02849,21607.94022,60828.18092
v1298,1.74,0.7,0.3,0.7,0.6,87929.12086,23227.42986,87288.86797
v1299,2.7,0.34,0.3,0.46,0.8,104216.5875,19852.88706,39621.84275
v1300,2.22,0.58,0.4,0.46,0.2,97137.18209,20894.18327,51636.06999
v1301,0.3,0.58,0.3,0.34,0.6,71093.05258,23825.80506,70174.44803
v1302,1.74,0.22,0.2,0.7,0.4,103280.1652,17584.06933,16035.05358
v1303,1.26,0.58,0.5,0.46,0.4,87607.03056,22359.25237,60883.96076
v1304,0.3,0.58,0.6,0.1,0.8,70276.21708,24205.90605,79417.94435
v1305,1.26,0.34,0.1,0.34,0.8,86016.62726,21092.84924,37820.67863
v1306,2.7,0.7,0.1,0.34,0.4,90224.1411,22379.32602,75901.3354
v1307,1.26,0.7,0.2,0.46,0.2,81853.91791,22572.96711,64654.77007
v1308,1.74,0.58,0.4,0.58,0.8,90145.55729,22887.3024,79270.60488
v1309,2.22,0.7,0.2,0.58,0.8,88150.29643,23400.13915,98552.10212
v1310,0.3,0.46,0.2,0.46,0.8,73878.91576,23366.2663,60275.49823
v1311,1.26,0.7,0.1,0.1,0.8,70391.66142,24345.40425,98668.95962
v1312,0.3,0.1,0.3,0.34,0.4,88465.13888,16125.62824,4898.997613
v1313,0.3,0.34,0.2,0.7,0.2,84491.57522,20082.90378,23717.88606
v1314,1.26,0.7,0.2,0.58,0.4,81735.11191,23184.87588,75992.83325
v1315,1.26,0.46,0.4,0.46,0.8,87615.53385,22384.05257,60199.34066
v1316,0.78,0.58,0.3,0.7,0.4,82936.35039,22712.13189,60908.45549
v1317,2.22,0.34,0.4,0.22,0.6,98540.06908,19874.73524,34825.95148
v1318,0.3,0.46,0.6,0.22,0.8,75843.04381,23344.47966,60275.49823
v1319,0.78,0.1,0.1,0.46,0.6,92750.38076,15905.48052,5809.612806
v1320,0.3,0.1,0.6,0.46,0.2,94587.89603,15889.56697,3992.38295
v1321,0.3,0.1,0.3,0.46,0.2,90637.93801,15625.58549,3992.38295
v1322,1.26,0.22,0.4,0.34,0.6,95559.22916,18697.93105,17686.57546
v1323,1.26,0.58,0.6,0.22,0.6,83957.30196,22991.86852,70103.96161
v1324,1.74,0.34,0.5,0.1,0.6,93403.4054,20323.14072,34850.61461
v1325,0.78,0.46,0.1,0.7,0.8,81247.17845,22806.3553,60239.18702
v1326,1.74,0.22,0.3,0.1,0.8,94707.09557,18732.71919,21410.79434
v1327,1.26,0.22,0.3,0.22,0.8,91779.44924,19137.96735,20292.23376
v1328,2.22,0.7,0.6,0.34,0.8,90168.91799,23362.02216,98552.10212
v1329,1.26,0.58,0.6,0.46,0.6,87476.23931,22846.39729,70103.96161
v1330,1.74,0.46,0.6,0.22,0.2,95197.81179,20263.49417,37226.14613
v1331,2.7,0.7,0.4,0.1,0.8,88028.85773,23321.02056,98485.96391
v1332,1.74,0.7,0.4,0.58,0.2,91044.71507,22066.05655,64640.76058
v1333,1.74,0.1,0.4,0.34,0.6,105648.3198,15246.98496,6143.311322
v1334,2.7,0.34,0.4,0.34,0.4,105654.7605,18832.88282,29974.56331
v1335,0.3,0.7,0.5,0.46,0.8,71054.17965,24580.48341,98768.35648
v1336,2.7,0.58,0.6,0.7,0.6,103937.7898,21739.22019,69972.57456
v1337,1.74,0.46,0.6,0.22,0.8,91505.79458,22063.55226,58021.13167
v1338,2.7,0.1,0.2,0.34,0.2,112614.3996,13782.1907,4270.826679
v1339,2.7,0.22,0.3,0.7,0.8,112193.5342,17879.87555,21375.87888
v1340,2.22,0.1,0.1,0.34,0.8,105933.0587,14840.6539,7083.314384
v1341,1.74,0.34,0.3,0.46,0.4,97263.32881,19540.89675,30009.50436
v1342,2.7,0.22,0.1,0.34,0.4,105795.6819,16769.41563,16017.59584
v1343,2.7,0.7,0.3,0.46,0.2,96645.41819,21489.45407,64609.02114
v1344,0.3,0.46,0.2,0.46,0.8,73878.91576,23366.2663,60275.49823
v1345,2.7,0.7,0.3,0.1,0.2,91235.97727,21683.30491,64609.02114
v1346,1.26,0.34,0.3,0.34,0.2,92052.16509,19100.36461,23705.529
v1347,0.3,0.1,0.4,0.22,0.8,87203.9543,17137.08385,6712.226939
v1348,0.3,0.34,0.3,0.58,0.8,81242.13464,22021.94114,37870.10687
v1349,2.22,0.34,0.1,0.1,0.4,93463.83038,19198.11768,29993.06228
v1350,1.26,0.58,0.4,0.58,0.6,86511.57225,22857.72596,70103.96161
v1351,1.74,0.22,0.6,0.58,0.6,106188.6934,18327.34546,18722.92396
v1352,0.3,0.34,0.2,0.34,0.4,78362.79327,21052.55038,28435.29299
v1353,1.26,0.22,0.5,0.1,0.4,93963.72557,18086.70014,15080.91715
v1354,1.74,0.22,0.4,0.34,0.8,99795.03199,18707.9836,21410.79434
v1355,2.22,0.46,0.3,0.58,0.2,100899.523,19738.37317,37214.11744
v1356,0.3,0.34,0.2,0.22,0.8,74533.95291,22281.5128,37870.10687
v1357,0.3,0.22,0.1,0.1,0.6,76245.83504,19840.58558,17700.96718
v1358,0.3,0.1,0.4,0.7,0.8,93950.29232,17242.32723,6712.226939
v1359,2.22,0.1,0.6,0.34,0.8,112563.4817,15265.31447,7083.314384
v1360,1.74,0.1,0.3,0.46,0.4,106374.9908,14886.23374,5206.432496
v1361,1.26,0.46,0.1,0.46,0.6,84303.8784,22051.24617,53094.42174
v1362,2.22,0.46,0.5,0.1,0.8,92848.91951,21785.23131,57973.01691
v1363,0.3,0.22,0.5,0.1,0.8,81302.62376,20413.21564,20311.42272
v1364,2.22,0.7,0.6,0.46,0.4,94635.29734,22429.48273,75934.4045
v1365,0.3,0.58,0.5,0.7,0.2,81672.37918,22411.30072,51687.45538
v1366,2.7,0.46,0.6,0.7,0.4,109033.1946,20132.32288,44107.23154
v1367,2.7,0.34,0.3,0.7,0.2,110348.3264,17967.71653,25150.9236
v1368,2.7,0.46,0.6,0.7,0.6,107780.6574,20714.24182,51013.60517
v1369,2.7,0.1,0.1,0.22,0.8,108525.9177,14425.68224,7085.282183
v1370,0.3,0.46,0.4,0.22,0.8,73195.76205,23431.79741,60275.49823
v1371,0.78,0.1,0.1,0.46,0.4,93151.68627,15440.94628,4901.664633
v1372,2.7,0.22,0.1,0.22,0.8,102708.3785,17822.1245,21375.87888
v1373,1.26,0.34,0.6,0.46,0.8,94634.43119,20957.12609,37820.67863
v1374,0.78,0.7,0.2,0.22,0.4,71456.60843,23765.21287,76018.68246
v1375,2.22,0.58,0.2,0.7,0.4,95897.75148,21579.43385,60828.18092
v1376,2.7,0.7,0.1,0.46,0.8,89203.10477,23237.63138,98485.96391
v1377,0.3,0.46,0.6,0.7,0.2,86254.55998,21442.84471,38903.6233
v1378,1.74,0.7,0.4,0.58,0.4,89278.72598,22752.60136,75964.81427
v1379,2.7,0.22,0.3,0.46,0.2,111172.6352,16209.25497,13338.45433
v1380,2.22,0.34,0.5,0.46,0.8,102597.1714,20200.43215,39658.84068
v1381,2.7,0.34,0.2,0.7,0.4,107778.3669,18725.98573,29974.56331
v1382,2.22,0.34,0.3,0.58,0.2,104599.1697,18312.30958,25160.17308
v1383,2.7,0.58,0.5,0.34,0.4,99257.80974,21352.6739,60796.36939
v1384,0.78,0.46,0.2,0.58,0.4,83485.65204,21806.00948,46009.42601
v1385,1.26,0.22,0.4,0.58,0.8,98312.29284,19073.13223,20292.23376
v1386,1.74,0.34,0.4,0.22,0.4,95102.80283,19628.25558,30009.50436
v1387,2.7,0.7,0.5,0.22,0.8,91245.82005,23200.98692,98485.96391
v1388,1.74,0.46,0.6,0.34,0.8,93314.42911,21992.34194,58021.13167
v1389,1.74,0.1,0.5,0.1,0.6,103248.7083,15173.79589,6143.311322
v1390,0.3,0.7,0.5,0.58,0.6,73888.12408,24189.90697,87405.44408
v1391,1.74,0.22,0.1,0.46,0.2,99508.67897,16727.66866,13347.1832
v1392,2.7,0.34,0.2,0.58,0.8,104444.8498,19814.63978,39621.84275
v1393,2.7,0.46,0.3,0.34,0.6,99054.42523,20903.29938,51013.60517
v1394,0.3,0.1,0.6,0.34,0.8,91627.57781,17280.76044,6712.226939
v1395,2.7,0.58,0.5,0.1,0.4,95555.89695,21486.29301,60796.36939
v1396,1.26,0.58,0.2,0.7,0.8,84100.9532,23258.64734,79323.96246
v1397,2.7,0.34,0.2,0.22,0.6,100014.578,19510.01851,34798.20303
v1398,2.22,0.58,0.2,0.34,0.6,89589.30025,22373.56396,70020.29186
v1399,2.22,0.22,0.6,0.58,0.8,110219.3056,18312.54092,21394.96737
v1400,0.3,0.46,0.2,0.1,0.2,72065.3691,21849.83869,38903.6233
v1401,0.78,0.22,0.2,0.46,0.4,89971.06743,18470.29726,15086.22993
v1402,0.3,0.22,0.4,0.22,0.8,81906.04953,20350.33646,20311.42272
v1403,0.3,0.1,0.2,0.46,0.2,89202.93669,15512.25861,3992.38295
v1404,2.22,0.34,0.3,0.58,0.2,104599.1697,18312.30958,25160.17308
v1405,0.78,0.46,0.6,0.1,0.6,80586.72611,22564.51469,53124.30651
v1406,0.78,0.58,0.1,0.46,0.4,76762.52411,22941.67556,60908.45549
v1407,1.74,0.7,0.1,0.1,0.8,75120.96463,24037.8753,98612.92166
v1408,0.3,0.58,0.3,0.7,0.2,78935.69561,22481.85506,51687.45538
v1409,0.78,0.34,0.4,0.1,0.8,81248.27937,21722.01895,37846.79911
v1410,2.22,0.22,0.3,0.58,0.4,107689.4405,17253.9715,16027.14009
v1411,0.3,0.58,0.5,0.46,0.8,74401.26177,24015.37365,79417.94435
v1412,2.7,0.1,0.6,0.1,0.4,113737.1849,14301.81338,5208.978514
v1413,2.7,0.1,0.2,0.1,0.8,108073.6971,14447.59066,7085.282183
v1414,0.3,0.1,0.2,0.46,0.8,87942.03289,17044.49922,6712.226939
v1415,1.26,0.58,0.5,0.1,0.8,79611.21787,23491.13738,79323.96246
v1416,1.74,0.34,0.1,0.7,0.4,97548.39533,19449.88044,30009.50436
v1417,2.7,0.22,0.3,0.1,0.8,103655.1153,17912.13372,21375.87888
v1418,1.74,0.1,0.2,0.58,0.2,106994.0209,14466.88977,4269.55367
v1419,2.7,0.34,0.4,0.22,0.8,102049.5642,19937.06418,39621.84275
v1420,2.7,0.46,0.3,0.58,0.6,102388.093,20796.84504,51013.60517
v1421,2.7,0.58,0.3,0.46,0.8,95817.7435,22350.44897,79148.77973
v1422,2.7,0.7,0.2,0.46,0.8,90682.75132,23190.78404,98485.96391
v1423,0.3,0.58,0.1,0.58,0.8,70300.16714,24138.26317,79417.94435
v1424,1.74,0.34,0.6,0.7,0.4,104308.2295,19508.12903,30009.50436
v1425,2.7,0.58,0.3,0.58,0.8,97441.82514,22286.76464,79148.77973
v1426,2.22,0.22,0.3,0.58,0.8,106385.4752,18239.29652,21394.96737
v1427,0.3,0.22,0.1,0.34,0.8,79353.92898,20281.34979,20311.42272
v1428,2.7,0.34,0.5,0.34,0.2,108133.7537,18045.69112,25150.9236
v1429,2.7,0.7,0.5,0.22,0.2,95813.51111,21568.8918,64609.02114
v1430,0.78,0.7,0.6,0.7,0.2,85355.29341,22686.9771,64667.69467
v1431,2.7,0.22,0.1,0.22,0.6,103164.5309,17424.94614,18696.73736
v1432,2.22,0.22,0.4,0.1,0.6,101194.6368,17914.61808,18711.05373
v1433,0.78,0.1,0.4,0.58,0.4,99033.01522,15817.39145,4901.664633
v1434,0.78,0.22,0.1,0.7,0.6,90862.3838,19061.59817,17694.54463
v1435,1.74,0.58,0.1,0.7,0.4,89943.93835,21979.04902,60857.28197
v1436,0.78,0.22,0.2,0.34,0.6,87424.26305,19167.13549,17694.54463
v1437,2.7,0.34,0.5,0.58,0.6,109156.9024,19429.15004,34798.20303
v1438,2.7,0.46,0.1,0.7,0.8,100155.9751,21210.07649,57919.9788
v1439,0.3,0.22,0.1,0.22,0.6,78216.76291,19792.52645,17700.96718
v1440,2.22,0.7,0.2,0.7,0.6,90923.24137,22973.19387,87243.25331
v1441,2.7,0.34,0.2,0.46,0.8,102819.2313,19853.48876,39621.84275
v1442,1.74,0.46,0.5,0.58,0.4,97626.3405,20874.91198,44157.80798
v1443,0.3,0.7,0.6,0.46,0.8,72338.4771,24538.98179,98768.35648
v1444,1.26,0.46,0.2,0.58,0.6,87453.85862,21950.22402,53094.42174
v1445,2.7,0.58,0.1,0.22,0.2,93557.30669,20686.67266,51620.16423
v1446,2.7,0.7,0.3,0.58,0.8,93720.8071,23081.18591,98485.96391
v1447,1.26,0.46,0.6,0.46,0.2,93892.34663,20590.26376,38884.58391
v1448,2.7,0.1,0.5,0.34,0.6,115815.1071,14680.68461,6147.130349
v1449,2.7,0.7,0.3,0.46,0.8,92097.04487,23146.09223,98485.96391
v1450,2.7,0.22,0.3,0.58,0.2,112769.9799,16243.68448,13338.45433
v1451,0.3,0.34,0.3,0.46,0.8,79591.61107,22093.28499,37870.10687
v1452,2.22,0.22,0.4,0.34,0.2,106570.9486,16544.57074,13343.22645
v1453,2.7,0.7,0.6,0.58,0.6,98830.64294,22592.69776,87193.64966
v1454,0.3,0.34,0.3,0.22,0.6,76926.49932,21752.03164,33152.69993
v1455,2.22,0.22,0.5,0.7,0.8,110522.6658,18278.24123,21394.96737
v1456,1.74,0.7,0.5,0.58,0.8,87825.73039,23557.20587,98612.92166
v1457,0.78,0.7,0.1,0.22,0.8,67257.1909,24583.16802,98720.65804
v1458,0.78,0.58,0.3,0.46,0.8,77201.61122,23715.12474,79372.95191
v1459,0.3,0.34,0.5,0.22,0.8,78767.11211,22183.78102,37870.10687
v1460,0.3,0.22,0.6,0.46,0.8,88091.79848,20249.01291,20311.42272
v1461,2.7,0.7,0.3,0.58,0.8,93720.8071,23081.18591,98485.96391
v1462,2.7,0.7,0.1,0.34,0.6,88692.85956,22934.60653,87193.64966
v1463,1.26,0.58,0.6,0.1,0.8,80892.97118,23449.58116,79323.96246
v1464,0.78,0.7,0.6,0.34,0.8,76044.53504,24277.27965,98720.65804
v1465,2.7,0.7,0.5,0.7,0.2,102432.5586,21344.03161,64609.02114
v1466,1.26,0.34,0.5,0.34,0.8,91653.4523,21029.92799,37820.67863
v1467,0.78,0.34,0.5,0.1,0.8,82589.05161,21698.42689,37846.79911
v1468,1.26,0.46,0.4,0.34,0.8,85892.16938,22455.66675,60199.34066
v1469,0.3,0.1,0.4,0.34,0.8,89032.98295,17165.61757,6712.226939
v1470,0.78,0.1,0.6,0.46,0.8,99235.92717,16668.96352,6717.56098
v1471,2.7,0.46,0.2,0.1,0.6,93910.81908,21043.63055,51013.60517
v1472,1.26,0.1,0.3,0.1,0.8,95344.5856,15745.00837,6722.342581
v1473,2.7,0.1,0.1,0.46,0.8,112001.7893,14594.69172,7085.282183
v1474,1.74,0.34,0.3,0.58,0.8,97017.73953,20561.46484,39691.72485
v1475,2.22,0.1,0.6,0.46,0.8,114241.2392,15325.41807,7083.314384
v1476,2.7,0.22,0.4,0.34,0.8,108683.3877,17927.8921,21375.87888
v1477,0.78,0.22,0.5,0.58,0.8,94266.05068,19606.90293,20302.85932
v1478,2.22,0.34,0.4,0.46,0.6,102053.2751,19794.30725,34825.95148
v1479,0.78,0.58,0.4,0.46,0.8,78591.33522,23669.14502,79372.95191
v1480,1.74,0.34,0.5,0.7,0.4,103068.5759,19499.43153,30009.50436
v1481,1.26,0.22,0.4,0.22,0.2,95423.15661,17243.2845,12475.25884
v1482,0.78,0.34,0.1,0.46,0.8,82401.65161,21570.9854,37846.79911
v1483,2.7,0.34,0.2,0.34,0.2,104129.1405,17937.64927,25150.9236
v1484,1.74,0.34,0.6,0.22,0.8,95786.69333,20696.71095,39691.72485
v1485,2.22,0.34,0.6,0.7,0.8,106985.4672,20116.86176,39658.84068
v1486,2.7,0.58,0.3,0.7,0.4,101470.9715,21223.46827,60796.36939
v1487,2.7,0.34,0.6,0.58,0.6,110382.8615,19435.20641,34798.20303
v1488,1.74,0.58,0.1,0.34,0.2,86658.35425,21380.93117,51650.62052
v1489,2.7,0.46,0.2,0.1,0.2,96680.24747,19502.53657,37200.85791
v1490,2.22,0.34,0.4,0.46,0.8,101304.5518,20205.45085,39658.84068
v1491,0.78,0.58,0.1,0.1,0.8,68732.13393,24055.76074,79372.95191
v1492,0.78,0.1,0.3,0.1,0.2,91033.00816,14854.0823,3993.71646
v1493,2.7,0.7,0.5,0.34,0.4,95798.77398,22230.2158,75901.3354
v1494,0.78,0.34,0.1,0.22,0.8,78807.76649,21719.72477,37846.79911
v1495,0.78,0.46,0.3,0.7,0.8,84202.69669,22718.57836,60239.18702
v1496,0.3,0.22,0.1,0.34,0.8,79353.92898,20281.34979,20311.42272
v1497,2.22,0.22,0.5,0.7,0.4,111809.4169,17348.92856,16027.14009
v1498,1.26,0.22,0.3,0.46,0.8,95322.28004,19080.77689,20292.23376
v1499,2.7,0.1,0.4,0.7,0.8,119190.7578,14997.06857,7085.282183
v1500,1.74,0.22,0.6,0.22,0.2,102756.553,16980.15767,13347.1832
v1501,0.78,0.58,0.1,0.1,0.4,71242.56257,23183.13903,60908.45549
v1502,1.26,0.46,0.5,0.22,0.2,89113.11454,20699.87679,38884.58391
v1503,0.78,0.46,0.1,0.1,0.6,73528.52533,22763.52901,53124.30651
v1504,2.7,0.1,0.3,0.22,0.2,112207.7906,13785.16089,4270.826679
v1505,2.7,0.58,0.1,0.58,0.4,97053.73384,21321.64626,60796.36939
v1506,2.7,0.34,0.4,0.34,0.6,104563.1263,19490.89445,34798.20303
v1507,2.7,0.34,0.1,0.7,0.8,104534.8894,19778.93975,39621.84275
v1508,1.74,0.22,0.6,0.34,0.8,102335.0041,18748.96581,21410.79434
v1509,1.26,0.34,0.4,0.7,0.2,98291.2059,19060.06815,23705.529
v1510,2.7,0.58,0.6,0.7,0.6,103937.7898,21739.22019,69972.57456
v1511,2.7,0.22,0.1,0.46,0.4,107497.1055,16793.14565,16017.59584
v1512,1.26,0.46,0.5,0.7,0.4,94376.34408,21224.40084,45989.50283
v1513,1.74,0.46,0.4,0.58,0.6,95058.53025,21489.3256,51089.46982
v1514,2.7,0.58,0.2,0.46,0.4,96900.93364,21356.79367,60796.36939
v1515,2.7,0.58,0.2,0.46,0.8,94405.44672,22389.58681,79148.77973
v1516,2.22,0.58,0.3,0.7,0.4,97311.18038,21552.78468,60828.18092
v1517,1.26,0.7,0.6,0.1,0.4,80126.23779,23302.68138,75992.83325
v1518,2.7,0.22,0.5,0.1,0.8,106276.8508,17975.58804,21375.87888
v1519,1.74,0.7,0.6,0.1,0.2,86615.02913,22273.37901,64640.76058
v1520,1.26,0.7,0.2,0.1,0.4,74631.59278,23488.68023,75992.83325
v1521,0.3,0.46,0.5,0.46,0.2,81797.07746,21576.37725,38903.6233
v1522,1.26,0.1,0.5,0.7,0.8,106555.0243,16168.55605,6722.342581
v1523,1.26,0.7,0.1,0.34,0.6,75349.97711,23848.90522,87330.89644
v1524,2.22,0.58,0.6,0.7,0.8,98702.5534,22427.94616,79212.40279
v1525,1.74,0.58,0.3,0.46,0.2,91307.42211,21281.45712,51650.62052
v1526,0.3,0.58,0.6,0.34,0.8,73982.27746,24045.16816,79417.94435
v1527,1.74,0.7,0.1,0.58,0.2,86744.94771,22168.15639,64640.76058
